"","Decad","var","province","cnt.total","year","decad.name"
"870",7,"rain_end","Central",11,"2021",2022-03-02
"871",8,"rain_end","Central",18,"2021",2022-03-12
"872",9,"rain_end","Central",22,"2021",2022-03-22
"873",10,"rain_end","Central",11,"2021",2022-04-02
"874",11,"rain_end","Central",15,"2021",2022-04-12
"875",12,"rain_end","Central",6,"2021",2022-04-22
"876",13,"rain_end","Central",2,"2021",2022-05-02
"877",14,"rain_end","Central",1,"2021",2022-05-12
"878",3,"rain_end","Central",0,"2021",2022-01-21
"879",15,"rain_end","Central",0,"2021",2022-05-22
"880",16,"rain_end","Central",0,"2021",2022-06-02
"881",17,"rain_end","Central",0,"2021",2022-06-12
"882",18,"rain_end","Central",0,"2021",2022-06-22
"883",19,"rain_end","Central",0,"2021",2022-07-02
"884",20,"rain_end","Central",0,"2021",2022-07-12
"885",21,"rain_end","Central",0,"2021",2022-07-22
"886",22,"rain_end","Central",0,"2021",2022-08-02
"887",23,"rain_end","Central",0,"2021",2022-08-12
"888",24,"rain_end","Central",0,"2021",2022-08-22
"889",25,"rain_end","Central",0,"2021",2021-09-02
"890",26,"rain_end","Central",0,"2021",2021-09-12
"891",27,"rain_end","Central",0,"2021",2021-09-22
"892",28,"rain_end","Central",0,"2021",2021-10-02
"893",29,"rain_end","Central",0,"2021",2021-10-12
"894",30,"rain_end","Central",0,"2021",2021-10-22
"895",31,"rain_end","Central",0,"2021",2021-11-02
"896",32,"rain_end","Central",0,"2021",2021-11-12
"897",33,"rain_end","Central",0,"2021",2021-11-22
"898",34,"rain_end","Central",0,"2021",2021-12-02
"899",35,"rain_end","Central",0,"2021",2021-12-12
"900",36,"rain_end","Central",0,"2021",2021-12-22
"901",1,"tasseling_end","Central",5,"2021",2022-01-01
"902",2,"tasseling_end","Central",2,"2021",2022-01-11
"903",3,"tasseling_end","Central",4,"2021",2022-01-21
"904",4,"tasseling_end","Central",4,"2021",2022-02-01
"905",5,"tasseling_end","Central",15,"2021",2022-02-11
"906",6,"tasseling_end","Central",34,"2021",2022-02-21
"907",7,"tasseling_end","Central",13,"2021",2022-03-02
"908",8,"tasseling_end","Central",13,"2021",2022-03-12
"909",9,"tasseling_end","Central",6,"2021",2022-03-22
"910",32,"tasseling_end","Central",1,"2021",2021-11-12
"911",36,"tasseling_end","Central",3,"2021",2021-12-22
"912",10,"tasseling_end","Central",0,"2021",2022-04-02
"913",11,"tasseling_end","Central",0,"2021",2022-04-12
"914",12,"tasseling_end","Central",0,"2021",2022-04-22
"915",13,"tasseling_end","Central",0,"2021",2022-05-02
"916",14,"tasseling_end","Central",0,"2021",2022-05-12
"917",15,"tasseling_end","Central",0,"2021",2022-05-22
"918",16,"tasseling_end","Central",0,"2021",2022-06-02
"919",17,"tasseling_end","Central",0,"2021",2022-06-12
"920",18,"tasseling_end","Central",0,"2021",2022-06-22
"921",19,"tasseling_end","Central",0,"2021",2022-07-02
"922",20,"tasseling_end","Central",0,"2021",2022-07-12
"923",21,"tasseling_end","Central",0,"2021",2022-07-22
"924",22,"tasseling_end","Central",0,"2021",2022-08-02
"925",23,"tasseling_end","Central",0,"2021",2022-08-12
"926",24,"tasseling_end","Central",0,"2021",2022-08-22
"927",25,"tasseling_end","Central",0,"2021",2021-09-02
"928",26,"tasseling_end","Central",0,"2021",2021-09-12
"929",27,"tasseling_end","Central",0,"2021",2021-09-22
"930",28,"tasseling_end","Central",0,"2021",2021-10-02
"931",29,"tasseling_end","Central",0,"2021",2021-10-12
"932",30,"tasseling_end","Central",0,"2021",2021-10-22
"933",31,"tasseling_end","Central",0,"2021",2021-11-02
"934",33,"tasseling_end","Central",0,"2021",2021-11-22
"935",34,"tasseling_end","Central",0,"2021",2021-12-02
"936",35,"tasseling_end","Central",0,"2021",2021-12-12
"937",1,"tasseling_end","Copperbelt",1,"2021",2022-01-01
"938",2,"tasseling_end","Copperbelt",7,"2021",2022-01-11
"939",3,"tasseling_end","Copperbelt",11,"2021",2022-01-21
"940",4,"tasseling_end","Copperbelt",19,"2021",2022-02-01
"941",5,"tasseling_end","Copperbelt",19,"2021",2022-02-11
"942",6,"tasseling_end","Copperbelt",23,"2021",2022-02-21
"943",7,"tasseling_end","Copperbelt",5,"2021",2022-03-02
"944",8,"tasseling_end","Copperbelt",10,"2021",2022-03-12
"945",9,"tasseling_end","Copperbelt",15,"2021",2022-03-22
"946",11,"tasseling_end","Copperbelt",1,"2021",2022-04-12
"947",34,"tasseling_end","Copperbelt",2,"2021",2021-12-02
"948",10,"tasseling_end","Copperbelt",0,"2021",2022-04-02
"949",12,"tasseling_end","Copperbelt",0,"2021",2022-04-22
"950",13,"tasseling_end","Copperbelt",0,"2021",2022-05-02
"951",14,"tasseling_end","Copperbelt",0,"2021",2022-05-12
"952",15,"tasseling_end","Copperbelt",0,"2021",2022-05-22
"953",16,"tasseling_end","Copperbelt",0,"2021",2022-06-02
"954",17,"tasseling_end","Copperbelt",0,"2021",2022-06-12
"955",18,"tasseling_end","Copperbelt",0,"2021",2022-06-22
"956",19,"tasseling_end","Copperbelt",0,"2021",2022-07-02
"957",20,"tasseling_end","Copperbelt",0,"2021",2022-07-12
"958",21,"tasseling_end","Copperbelt",0,"2021",2022-07-22
"959",22,"tasseling_end","Copperbelt",0,"2021",2022-08-02
"960",23,"tasseling_end","Copperbelt",0,"2021",2022-08-12
"961",24,"tasseling_end","Copperbelt",0,"2021",2022-08-22
"962",25,"tasseling_end","Copperbelt",0,"2021",2021-09-02
"963",26,"tasseling_end","Copperbelt",0,"2021",2021-09-12
"964",27,"tasseling_end","Copperbelt",0,"2021",2021-09-22
"965",28,"tasseling_end","Copperbelt",0,"2021",2021-10-02
"966",29,"tasseling_end","Copperbelt",0,"2021",2021-10-12
"967",30,"tasseling_end","Copperbelt",0,"2021",2021-10-22
"968",31,"tasseling_end","Copperbelt",0,"2021",2021-11-02
"969",32,"tasseling_end","Copperbelt",0,"2021",2021-11-12
"970",33,"tasseling_end","Copperbelt",0,"2021",2021-11-22
"971",35,"tasseling_end","Copperbelt",0,"2021",2021-12-12
"972",36,"tasseling_end","Copperbelt",0,"2021",2021-12-22
"973",1,"tasseling_end","Eastern",2,"2021",2022-01-01
"974",3,"tasseling_end","Eastern",3,"2021",2022-01-21
"975",4,"tasseling_end","Eastern",12,"2021",2022-02-01
"976",5,"tasseling_end","Eastern",16,"2021",2022-02-11
"977",6,"tasseling_end","Eastern",26,"2021",2022-02-21
"978",7,"tasseling_end","Eastern",14,"2021",2022-03-02
"979",8,"tasseling_end","Eastern",6,"2021",2022-03-12
"980",9,"tasseling_end","Eastern",2,"2021",2022-03-22
"981",36,"tasseling_end","Eastern",1,"2021",2021-12-22
"982",2,"tasseling_end","Eastern",0,"2021",2022-01-11
"983",10,"tasseling_end","Eastern",0,"2021",2022-04-02
"984",11,"tasseling_end","Eastern",0,"2021",2022-04-12
"985",12,"tasseling_end","Eastern",0,"2021",2022-04-22
"986",13,"tasseling_end","Eastern",0,"2021",2022-05-02
"987",14,"tasseling_end","Eastern",0,"2021",2022-05-12
"988",15,"tasseling_end","Eastern",0,"2021",2022-05-22
"989",16,"tasseling_end","Eastern",0,"2021",2022-06-02
"990",17,"tasseling_end","Eastern",0,"2021",2022-06-12
"991",18,"tasseling_end","Eastern",0,"2021",2022-06-22
"992",19,"tasseling_end","Eastern",0,"2021",2022-07-02
"993",20,"tasseling_end","Eastern",0,"2021",2022-07-12
"994",21,"tasseling_end","Eastern",0,"2021",2022-07-22
"995",22,"tasseling_end","Eastern",0,"2021",2022-08-02
"996",23,"tasseling_end","Eastern",0,"2021",2022-08-12
"997",24,"tasseling_end","Eastern",0,"2021",2022-08-22
"998",25,"tasseling_end","Eastern",0,"2021",2021-09-02
"999",26,"tasseling_end","Eastern",0,"2021",2021-09-12
"1000",27,"tasseling_end","Eastern",0,"2021",2021-09-22
"1001",28,"tasseling_end","Eastern",0,"2021",2021-10-02
"1002",29,"tasseling_end","Eastern",0,"2021",2021-10-12
"1003",30,"tasseling_end","Eastern",0,"2021",2021-10-22
"1004",31,"tasseling_end","Eastern",0,"2021",2021-11-02
"1005",32,"tasseling_end","Eastern",0,"2021",2021-11-12
"1006",33,"tasseling_end","Eastern",0,"2021",2021-11-22
"1007",34,"tasseling_end","Eastern",0,"2021",2021-12-02
"1008",35,"tasseling_end","Eastern",0,"2021",2021-12-12
"1009",1,"tasseling_end","Luapula",2,"2021",2022-01-01
"1010",2,"tasseling_end","Luapula",3,"2021",2022-01-11
"1011",3,"tasseling_end","Luapula",6,"2021",2022-01-21
"1012",4,"tasseling_end","Luapula",5,"2021",2022-02-01
"1013",5,"tasseling_end","Luapula",14,"2021",2022-02-11
"1014",6,"tasseling_end","Luapula",14,"2021",2022-02-21
"1015",7,"tasseling_end","Luapula",5,"2021",2022-03-02
"1016",8,"tasseling_end","Luapula",9,"2021",2022-03-12
"1017",9,"tasseling_end","Luapula",6,"2021",2022-03-22
"1018",11,"tasseling_end","Luapula",3,"2021",2022-04-12
"1019",12,"tasseling_end","Luapula",2,"2021",2022-04-22
"1020",33,"tasseling_end","Luapula",1,"2021",2021-11-22
"1021",34,"tasseling_end","Luapula",2,"2021",2021-12-02
"1022",36,"tasseling_end","Luapula",2,"2021",2021-12-22
"1023",10,"tasseling_end","Luapula",0,"2021",2022-04-02
"1024",13,"tasseling_end","Luapula",0,"2021",2022-05-02
"1025",14,"tasseling_end","Luapula",0,"2021",2022-05-12
"1026",15,"tasseling_end","Luapula",0,"2021",2022-05-22
"1027",16,"tasseling_end","Luapula",0,"2021",2022-06-02
"1028",17,"tasseling_end","Luapula",0,"2021",2022-06-12
"1029",18,"tasseling_end","Luapula",0,"2021",2022-06-22
"1030",19,"tasseling_end","Luapula",0,"2021",2022-07-02
"1031",20,"tasseling_end","Luapula",0,"2021",2022-07-12
"1032",21,"tasseling_end","Luapula",0,"2021",2022-07-22
"1033",22,"tasseling_end","Luapula",0,"2021",2022-08-02
"1034",23,"tasseling_end","Luapula",0,"2021",2022-08-12
"1035",24,"tasseling_end","Luapula",0,"2021",2022-08-22
"1036",25,"tasseling_end","Luapula",0,"2021",2021-09-02
"1037",26,"tasseling_end","Luapula",0,"2021",2021-09-12
"1038",27,"tasseling_end","Luapula",0,"2021",2021-09-22
"1039",28,"tasseling_end","Luapula",0,"2021",2021-10-02
"1040",29,"tasseling_end","Luapula",0,"2021",2021-10-12
"1041",30,"tasseling_end","Luapula",0,"2021",2021-10-22
"1042",31,"tasseling_end","Luapula",0,"2021",2021-11-02
"1043",32,"tasseling_end","Luapula",0,"2021",2021-11-12
"1044",35,"tasseling_end","Luapula",0,"2021",2021-12-12
"1045",1,"tasseling_end","North-Western",1,"2021",2022-01-01
"1046",2,"tasseling_end","North-Western",1,"2021",2022-01-11
"1047",3,"tasseling_end","North-Western",2,"2021",2022-01-21
"1048",4,"tasseling_end","North-Western",4,"2021",2022-02-01
"1049",5,"tasseling_end","North-Western",9,"2021",2022-02-11
"1050",6,"tasseling_end","North-Western",23,"2021",2022-02-21
"1051",7,"tasseling_end","North-Western",11,"2021",2022-03-02
"1052",8,"tasseling_end","North-Western",8,"2021",2022-03-12
"1053",9,"tasseling_end","North-Western",6,"2021",2022-03-22
"1054",10,"tasseling_end","North-Western",1,"2021",2022-04-02
"1055",11,"tasseling_end","North-Western",1,"2021",2022-04-12
"1056",14,"tasseling_end","North-Western",1,"2021",2022-05-12
"1057",12,"tasseling_end","North-Western",0,"2021",2022-04-22
"1058",13,"tasseling_end","North-Western",0,"2021",2022-05-02
"1059",15,"tasseling_end","North-Western",0,"2021",2022-05-22
"1060",16,"tasseling_end","North-Western",0,"2021",2022-06-02
"1061",17,"tasseling_end","North-Western",0,"2021",2022-06-12
"1062",18,"tasseling_end","North-Western",0,"2021",2022-06-22
"1063",19,"tasseling_end","North-Western",0,"2021",2022-07-02
"1064",20,"tasseling_end","North-Western",0,"2021",2022-07-12
"1065",21,"tasseling_end","North-Western",0,"2021",2022-07-22
"1066",22,"tasseling_end","North-Western",0,"2021",2022-08-02
"1067",23,"tasseling_end","North-Western",0,"2021",2022-08-12
"1068",24,"tasseling_end","North-Western",0,"2021",2022-08-22
"1069",25,"tasseling_end","North-Western",0,"2021",2021-09-02
"1070",26,"tasseling_end","North-Western",0,"2021",2021-09-12
"1071",27,"tasseling_end","North-Western",0,"2021",2021-09-22
"1072",28,"tasseling_end","North-Western",0,"2021",2021-10-02
"1073",29,"tasseling_end","North-Western",0,"2021",2021-10-12
"1074",30,"tasseling_end","North-Western",0,"2021",2021-10-22
"1075",31,"tasseling_end","North-Western",0,"2021",2021-11-02
"1076",32,"tasseling_end","North-Western",0,"2021",2021-11-12
"1077",33,"tasseling_end","North-Western",0,"2021",2021-11-22
"1078",34,"tasseling_end","North-Western",0,"2021",2021-12-02
"1079",35,"tasseling_end","North-Western",0,"2021",2021-12-12
"1080",36,"tasseling_end","North-Western",0,"2021",2021-12-22
"1081",1,"tasseling_end","Northern",1,"2021",2022-01-01
"1082",2,"tasseling_end","Northern",2,"2021",2022-01-11
"1083",4,"tasseling_end","Northern",3,"2021",2022-02-01
"1084",5,"tasseling_end","Northern",16,"2021",2022-02-11
"1085",6,"tasseling_end","Northern",22,"2021",2022-02-21
"1086",7,"tasseling_end","Northern",10,"2021",2022-03-02
"1087",8,"tasseling_end","Northern",14,"2021",2022-03-12
"1088",9,"tasseling_end","Northern",4,"2021",2022-03-22
"1089",12,"tasseling_end","Northern",2,"2021",2022-04-22
"1090",32,"tasseling_end","Northern",1,"2021",2021-11-12
"1091",3,"tasseling_end","Northern",0,"2021",2022-01-21
"1092",10,"tasseling_end","Northern",0,"2021",2022-04-02
"1093",11,"tasseling_end","Northern",0,"2021",2022-04-12
"1094",13,"tasseling_end","Northern",0,"2021",2022-05-02
"1095",14,"tasseling_end","Northern",0,"2021",2022-05-12
"1096",15,"tasseling_end","Northern",0,"2021",2022-05-22
"1097",16,"tasseling_end","Northern",0,"2021",2022-06-02
"1098",17,"tasseling_end","Northern",0,"2021",2022-06-12
"1099",18,"tasseling_end","Northern",0,"2021",2022-06-22
"1100",19,"tasseling_end","Northern",0,"2021",2022-07-02
"1101",20,"tasseling_end","Northern",0,"2021",2022-07-12
"1102",21,"tasseling_end","Northern",0,"2021",2022-07-22
"1103",22,"tasseling_end","Northern",0,"2021",2022-08-02
"1104",23,"tasseling_end","Northern",0,"2021",2022-08-12
"1105",24,"tasseling_end","Northern",0,"2021",2022-08-22
"1106",25,"tasseling_end","Northern",0,"2021",2021-09-02
"1107",26,"tasseling_end","Northern",0,"2021",2021-09-12
"1108",27,"tasseling_end","Northern",0,"2021",2021-09-22
"1109",28,"tasseling_end","Northern",0,"2021",2021-10-02
"1110",29,"tasseling_end","Northern",0,"2021",2021-10-12
"1111",30,"tasseling_end","Northern",0,"2021",2021-10-22
"1112",31,"tasseling_end","Northern",0,"2021",2021-11-02
"1113",33,"tasseling_end","Northern",0,"2021",2021-11-22
"1114",34,"tasseling_end","Northern",0,"2021",2021-12-02
"1115",35,"tasseling_end","Northern",0,"2021",2021-12-12
"1116",36,"tasseling_end","Northern",0,"2021",2021-12-22
"1117",1,"tasseling_end","Southern",1,"2021",2022-01-01
"1118",2,"tasseling_end","Southern",3,"2021",2022-01-11
"1119",3,"tasseling_end","Southern",4,"2021",2022-01-21
"1120",4,"tasseling_end","Southern",3,"2021",2022-02-01
"1121",5,"tasseling_end","Southern",13,"2021",2022-02-11
"1122",6,"tasseling_end","Southern",29,"2021",2022-02-21
"1123",7,"tasseling_end","Southern",10,"2021",2022-03-02
"1124",8,"tasseling_end","Southern",12,"2021",2022-03-12
"1125",9,"tasseling_end","Southern",6,"2021",2022-03-22
"1126",10,"tasseling_end","Southern",1,"2021",2022-04-02
"1127",12,"tasseling_end","Southern",1,"2021",2022-04-22
"1128",15,"tasseling_end","Southern",1,"2021",2022-05-22
"1129",11,"tasseling_end","Southern",0,"2021",2022-04-12
"1130",13,"tasseling_end","Southern",0,"2021",2022-05-02
"1131",14,"tasseling_end","Southern",0,"2021",2022-05-12
"1132",16,"tasseling_end","Southern",0,"2021",2022-06-02
"1133",17,"tasseling_end","Southern",0,"2021",2022-06-12
"1134",18,"tasseling_end","Southern",0,"2021",2022-06-22
"1135",19,"tasseling_end","Southern",0,"2021",2022-07-02
"1136",20,"tasseling_end","Southern",0,"2021",2022-07-12
"1137",21,"tasseling_end","Southern",0,"2021",2022-07-22
"1138",22,"tasseling_end","Southern",0,"2021",2022-08-02
"1139",23,"tasseling_end","Southern",0,"2021",2022-08-12
"1140",24,"tasseling_end","Southern",0,"2021",2022-08-22
"1141",25,"tasseling_end","Southern",0,"2021",2021-09-02
"1142",26,"tasseling_end","Southern",0,"2021",2021-09-12
"1143",27,"tasseling_end","Southern",0,"2021",2021-09-22
"1144",28,"tasseling_end","Southern",0,"2021",2021-10-02
"1145",29,"tasseling_end","Southern",0,"2021",2021-10-12
"1146",30,"tasseling_end","Southern",0,"2021",2021-10-22
"1147",31,"tasseling_end","Southern",0,"2021",2021-11-02
"1148",32,"tasseling_end","Southern",0,"2021",2021-11-12
"1149",33,"tasseling_end","Southern",0,"2021",2021-11-22
"1150",34,"tasseling_end","Southern",0,"2021",2021-12-02
"1151",35,"tasseling_end","Southern",0,"2021",2021-12-12
"1152",36,"tasseling_end","Southern",0,"2021",2021-12-22
"1153",1,"tasseling_end","Western",6,"2021",2022-01-01
"1154",2,"tasseling_end","Western",17,"2021",2022-01-11
"1155",3,"tasseling_end","Western",31,"2021",2022-01-21
"1156",4,"tasseling_end","Western",30,"2021",2022-02-01
"1157",5,"tasseling_end","Western",32,"2021",2022-02-11
"1158",6,"tasseling_end","Western",43,"2021",2022-02-21
"1159",7,"tasseling_end","Western",8,"2021",2022-03-02
"1160",8,"tasseling_end","Western",11,"2021",2022-03-12
"1161",9,"tasseling_end","Western",3,"2021",2022-03-22
"1162",10,"tasseling_end","Western",4,"2021",2022-04-02
"1163",11,"tasseling_end","Western",1,"2021",2022-04-12
"1164",28,"tasseling_end","Western",1,"2021",2021-10-02
"1165",33,"tasseling_end","Western",1,"2021",2021-11-22
"1166",35,"tasseling_end","Western",1,"2021",2021-12-12
"1167",36,"tasseling_end","Western",5,"2021",2021-12-22
"1168",12,"tasseling_end","Western",0,"2021",2022-04-22
"1169",13,"tasseling_end","Western",0,"2021",2022-05-02
"1170",14,"tasseling_end","Western",0,"2021",2022-05-12
"1171",15,"tasseling_end","Western",0,"2021",2022-05-22
"1172",16,"tasseling_end","Western",0,"2021",2022-06-02
"1173",17,"tasseling_end","Western",0,"2021",2022-06-12
"1174",18,"tasseling_end","Western",0,"2021",2022-06-22
"1175",19,"tasseling_end","Western",0,"2021",2022-07-02
"1176",20,"tasseling_end","Western",0,"2021",2022-07-12
"1177",21,"tasseling_end","Western",0,"2021",2022-07-22
"1178",22,"tasseling_end","Western",0,"2021",2022-08-02
"1179",23,"tasseling_end","Western",0,"2021",2022-08-12
"1180",24,"tasseling_end","Western",0,"2021",2022-08-22
"1181",25,"tasseling_end","Western",0,"2021",2021-09-02
"1182",26,"tasseling_end","Western",0,"2021",2021-09-12
"1183",27,"tasseling_end","Western",0,"2021",2021-09-22
"1184",29,"tasseling_end","Western",0,"2021",2021-10-12
"1185",30,"tasseling_end","Western",0,"2021",2021-10-22
"1186",31,"tasseling_end","Western",0,"2021",2021-11-02
"1187",32,"tasseling_end","Western",0,"2021",2021-11-12
"1188",34,"tasseling_end","Western",0,"2021",2021-12-02
"1189",1,"tasseling_start","Central",14,"2021",2022-01-01
"1190",2,"tasseling_start","Central",24,"2021",2022-01-11
"1191",3,"tasseling_start","Central",15,"2021",2022-01-21
"1192",4,"tasseling_start","Central",26,"2021",2022-02-01
"1193",5,"tasseling_start","Central",7,"2021",2022-02-11
"1194",6,"tasseling_start","Central",2,"2021",2022-02-21
"1195",32,"tasseling_start","Central",1,"2021",2021-11-12
"1196",35,"tasseling_start","Central",3,"2021",2021-12-12
"1197",36,"tasseling_start","Central",9,"2021",2021-12-22
"1198",7,"tasseling_start","Central",0,"2021",2022-03-02
"1199",8,"tasseling_start","Central",0,"2021",2022-03-12
"1200",9,"tasseling_start","Central",0,"2021",2022-03-22
"1201",10,"tasseling_start","Central",0,"2021",2022-04-02
"1202",11,"tasseling_start","Central",0,"2021",2022-04-12
"1203",12,"tasseling_start","Central",0,"2021",2022-04-22
"1204",13,"tasseling_start","Central",0,"2021",2022-05-02
"1205",14,"tasseling_start","Central",0,"2021",2022-05-12
"1206",15,"tasseling_start","Central",0,"2021",2022-05-22
"1207",16,"tasseling_start","Central",0,"2021",2022-06-02
"1208",17,"tasseling_start","Central",0,"2021",2022-06-12
"1209",18,"tasseling_start","Central",0,"2021",2022-06-22
"1210",19,"tasseling_start","Central",0,"2021",2022-07-02
"1211",20,"tasseling_start","Central",0,"2021",2022-07-12
"1212",21,"tasseling_start","Central",0,"2021",2022-07-22
"1213",22,"tasseling_start","Central",0,"2021",2022-08-02
"1214",23,"tasseling_start","Central",0,"2021",2022-08-12
"1215",24,"tasseling_start","Central",0,"2021",2022-08-22
"1216",25,"tasseling_start","Central",0,"2021",2021-09-02
"1217",26,"tasseling_start","Central",0,"2021",2021-09-12
"1218",27,"tasseling_start","Central",0,"2021",2021-09-22
"1219",28,"tasseling_start","Central",0,"2021",2021-10-02
"1220",29,"tasseling_start","Central",0,"2021",2021-10-12
"1221",30,"tasseling_start","Central",0,"2021",2021-10-22
"1222",31,"tasseling_start","Central",0,"2021",2021-11-02
"1223",33,"tasseling_start","Central",0,"2021",2021-11-22
"1224",34,"tasseling_start","Central",0,"2021",2021-12-02
"1225",1,"tasseling_start","Copperbelt",18,"2021",2022-01-01
"1226",2,"tasseling_start","Copperbelt",35,"2021",2022-01-11
"1227",3,"tasseling_start","Copperbelt",30,"2021",2022-01-21
"1228",4,"tasseling_start","Copperbelt",23,"2021",2022-02-01
"1229",5,"tasseling_start","Copperbelt",3,"2021",2022-02-11
"1230",6,"tasseling_start","Copperbelt",1,"2021",2022-02-21
"1231",36,"tasseling_start","Copperbelt",3,"2021",2021-12-22
"1232",7,"tasseling_start","Copperbelt",0,"2021",2022-03-02
"1233",8,"tasseling_start","Copperbelt",0,"2021",2022-03-12
"1234",9,"tasseling_start","Copperbelt",0,"2021",2022-03-22
"1235",10,"tasseling_start","Copperbelt",0,"2021",2022-04-02
"1236",11,"tasseling_start","Copperbelt",0,"2021",2022-04-12
"1237",12,"tasseling_start","Copperbelt",0,"2021",2022-04-22
"1238",13,"tasseling_start","Copperbelt",0,"2021",2022-05-02
"1239",14,"tasseling_start","Copperbelt",0,"2021",2022-05-12
"1240",15,"tasseling_start","Copperbelt",0,"2021",2022-05-22
"1241",16,"tasseling_start","Copperbelt",0,"2021",2022-06-02
"1242",17,"tasseling_start","Copperbelt",0,"2021",2022-06-12
"1243",18,"tasseling_start","Copperbelt",0,"2021",2022-06-22
"1244",19,"tasseling_start","Copperbelt",0,"2021",2022-07-02
"1245",20,"tasseling_start","Copperbelt",0,"2021",2022-07-12
"1246",21,"tasseling_start","Copperbelt",0,"2021",2022-07-22
"1247",22,"tasseling_start","Copperbelt",0,"2021",2022-08-02
"1248",23,"tasseling_start","Copperbelt",0,"2021",2022-08-12
"1249",24,"tasseling_start","Copperbelt",0,"2021",2022-08-22
"1250",25,"tasseling_start","Copperbelt",0,"2021",2021-09-02
"1251",26,"tasseling_start","Copperbelt",0,"2021",2021-09-12
"1252",27,"tasseling_start","Copperbelt",0,"2021",2021-09-22
"1253",28,"tasseling_start","Copperbelt",0,"2021",2021-10-02
"1254",29,"tasseling_start","Copperbelt",0,"2021",2021-10-12
"1255",30,"tasseling_start","Copperbelt",0,"2021",2021-10-22
"1256",31,"tasseling_start","Copperbelt",0,"2021",2021-11-02
"1257",32,"tasseling_start","Copperbelt",0,"2021",2021-11-12
"1258",33,"tasseling_start","Copperbelt",0,"2021",2021-11-22
"1259",34,"tasseling_start","Copperbelt",0,"2021",2021-12-02
"1260",35,"tasseling_start","Copperbelt",0,"2021",2021-12-12
"1261",1,"tasseling_start","Eastern",11,"2021",2022-01-01
"1262",2,"tasseling_start","Eastern",33,"2021",2022-01-11
"1263",3,"tasseling_start","Eastern",18,"2021",2022-01-21
"1264",4,"tasseling_start","Eastern",8,"2021",2022-02-01
"1265",5,"tasseling_start","Eastern",6,"2021",2022-02-11
"1266",6,"tasseling_start","Eastern",2,"2021",2022-02-21
"1267",7,"tasseling_start","Eastern",1,"2021",2022-03-02
"1268",35,"tasseling_start","Eastern",1,"2021",2021-12-12
"1269",36,"tasseling_start","Eastern",2,"2021",2021-12-22
"1270",8,"tasseling_start","Eastern",0,"2021",2022-03-12
"1271",9,"tasseling_start","Eastern",0,"2021",2022-03-22
"1272",10,"tasseling_start","Eastern",0,"2021",2022-04-02
"1273",11,"tasseling_start","Eastern",0,"2021",2022-04-12
"1274",12,"tasseling_start","Eastern",0,"2021",2022-04-22
"1275",13,"tasseling_start","Eastern",0,"2021",2022-05-02
"1276",14,"tasseling_start","Eastern",0,"2021",2022-05-12
"1277",15,"tasseling_start","Eastern",0,"2021",2022-05-22
"1278",16,"tasseling_start","Eastern",0,"2021",2022-06-02
"1279",17,"tasseling_start","Eastern",0,"2021",2022-06-12
"1280",18,"tasseling_start","Eastern",0,"2021",2022-06-22
"1281",19,"tasseling_start","Eastern",0,"2021",2022-07-02
"1282",20,"tasseling_start","Eastern",0,"2021",2022-07-12
"1283",21,"tasseling_start","Eastern",0,"2021",2022-07-22
"1284",22,"tasseling_start","Eastern",0,"2021",2022-08-02
"1285",23,"tasseling_start","Eastern",0,"2021",2022-08-12
"1286",24,"tasseling_start","Eastern",0,"2021",2022-08-22
"1287",25,"tasseling_start","Eastern",0,"2021",2021-09-02
"1288",26,"tasseling_start","Eastern",0,"2021",2021-09-12
"1289",27,"tasseling_start","Eastern",0,"2021",2021-09-22
"1290",28,"tasseling_start","Eastern",0,"2021",2021-10-02
"1291",29,"tasseling_start","Eastern",0,"2021",2021-10-12
"1292",30,"tasseling_start","Eastern",0,"2021",2021-10-22
"1293",31,"tasseling_start","Eastern",0,"2021",2021-11-02
"1294",32,"tasseling_start","Eastern",0,"2021",2021-11-12
"1295",33,"tasseling_start","Eastern",0,"2021",2021-11-22
"1296",34,"tasseling_start","Eastern",0,"2021",2021-12-02
"1297",1,"tasseling_start","Luapula",16,"2021",2022-01-01
"1298",2,"tasseling_start","Luapula",18,"2021",2022-01-11
"1299",3,"tasseling_start","Luapula",15,"2021",2022-01-21
"1300",4,"tasseling_start","Luapula",5,"2021",2022-02-01
"1301",5,"tasseling_start","Luapula",2,"2021",2022-02-11
"1302",6,"tasseling_start","Luapula",1,"2021",2022-02-21
"1303",8,"tasseling_start","Luapula",3,"2021",2022-03-12
"1304",11,"tasseling_start","Luapula",1,"2021",2022-04-12
"1305",12,"tasseling_start","Luapula",1,"2021",2022-04-22
"1306",31,"tasseling_start","Luapula",1,"2021",2021-11-02
"1307",32,"tasseling_start","Luapula",1,"2021",2021-11-12
"1308",33,"tasseling_start","Luapula",2,"2021",2021-11-22
"1309",35,"tasseling_start","Luapula",4,"2021",2021-12-12
"1310",36,"tasseling_start","Luapula",7,"2021",2021-12-22
"1311",7,"tasseling_start","Luapula",0,"2021",2022-03-02
"1312",9,"tasseling_start","Luapula",0,"2021",2022-03-22
"1313",10,"tasseling_start","Luapula",0,"2021",2022-04-02
"1314",13,"tasseling_start","Luapula",0,"2021",2022-05-02
"1315",14,"tasseling_start","Luapula",0,"2021",2022-05-12
"1316",15,"tasseling_start","Luapula",0,"2021",2022-05-22
"1317",16,"tasseling_start","Luapula",0,"2021",2022-06-02
"1318",17,"tasseling_start","Luapula",0,"2021",2022-06-12
