"","Decad","var","province","cnt.total","year","decad.name"
"1853",16,"rain_end","Copperbelt",0,"2021",2022-06-02
"1854",18,"rain_end","Copperbelt",0,"2021",2022-06-22
"1855",19,"rain_end","Copperbelt",0,"2021",2022-07-02
"1856",20,"rain_end","Copperbelt",0,"2021",2022-07-12
"1857",21,"rain_end","Copperbelt",0,"2021",2022-07-22
"1858",22,"rain_end","Copperbelt",0,"2021",2022-08-02
"1859",23,"rain_end","Copperbelt",0,"2021",2022-08-12
"1860",24,"rain_end","Copperbelt",0,"2021",2022-08-22
"1861",25,"rain_end","Copperbelt",0,"2021",2021-09-02
"1862",26,"rain_end","Copperbelt",0,"2021",2021-09-12
"1863",27,"rain_end","Copperbelt",0,"2021",2021-09-22
"1864",28,"rain_end","Copperbelt",0,"2021",2021-10-02
"1865",29,"rain_end","Copperbelt",0,"2021",2021-10-12
"1866",30,"rain_end","Copperbelt",0,"2021",2021-10-22
"1867",31,"rain_end","Copperbelt",0,"2021",2021-11-02
"1868",32,"rain_end","Copperbelt",0,"2021",2021-11-12
"1869",33,"rain_end","Copperbelt",0,"2021",2021-11-22
"1870",34,"rain_end","Copperbelt",0,"2021",2021-12-02
"1871",35,"rain_end","Copperbelt",0,"2021",2021-12-12
"1872",36,"rain_end","Copperbelt",0,"2021",2021-12-22
"1873",3,"rain_end","Western",1,"2021",2022-01-21
"1874",4,"rain_end","Western",1,"2021",2022-02-01
"1875",5,"rain_end","Western",2,"2021",2022-02-11
"1876",6,"rain_end","Western",7,"2021",2022-02-21
"1877",7,"rain_end","Western",9,"2021",2022-03-02
"1878",8,"rain_end","Western",33,"2021",2022-03-12
"1879",9,"rain_end","Western",64,"2021",2022-03-22
"1880",10,"rain_end","Western",39,"2021",2022-04-02
"1881",11,"rain_end","Western",23,"2021",2022-04-12
"1882",12,"rain_end","Western",9,"2021",2022-04-22
"1883",13,"rain_end","Western",2,"2021",2022-05-02
"1884",30,"rain_end","Western",2,"2021",2021-10-22
"1885",33,"rain_end","Western",1,"2021",2021-11-22
"1886",34,"rain_end","Western",1,"2021",2021-12-02
"1887",1,"rain_end","Western",0,"2021",2022-01-01
"1888",2,"rain_end","Western",0,"2021",2022-01-11
"1889",14,"rain_end","Western",0,"2021",2022-05-12
"1890",15,"rain_end","Western",0,"2021",2022-05-22
"1891",16,"rain_end","Western",0,"2021",2022-06-02
"1892",17,"rain_end","Western",0,"2021",2022-06-12
"1893",18,"rain_end","Western",0,"2021",2022-06-22
"1894",19,"rain_end","Western",0,"2021",2022-07-02
"1895",20,"rain_end","Western",0,"2021",2022-07-12
"1896",21,"rain_end","Western",0,"2021",2022-07-22
"1897",22,"rain_end","Western",0,"2021",2022-08-02
"1898",23,"rain_end","Western",0,"2021",2022-08-12
"1899",24,"rain_end","Western",0,"2021",2022-08-22
"1900",25,"rain_end","Western",0,"2021",2021-09-02
"1901",26,"rain_end","Western",0,"2021",2021-09-12
"1902",27,"rain_end","Western",0,"2021",2021-09-22
"1903",28,"rain_end","Western",0,"2021",2021-10-02
"1904",29,"rain_end","Western",0,"2021",2021-10-12
"1905",31,"rain_end","Western",0,"2021",2021-11-02
"1906",32,"rain_end","Western",0,"2021",2021-11-12
"1907",35,"rain_end","Western",0,"2021",2021-12-12
"1908",36,"rain_end","Western",0,"2021",2021-12-22
"1909",3,"tasseling_end","Muchinga",4,"2021",2022-01-21
"1910",4,"tasseling_end","Muchinga",3,"2021",2022-02-01
"1911",5,"tasseling_end","Muchinga",4,"2021",2022-02-11
"1912",6,"tasseling_end","Muchinga",18,"2021",2022-02-21
"1913",7,"tasseling_end","Muchinga",8,"2021",2022-03-02
"1914",8,"tasseling_end","Muchinga",8,"2021",2022-03-12
"1915",9,"tasseling_end","Muchinga",6,"2021",2022-03-22
"1916",1,"tasseling_end","Muchinga",0,"2021",2022-01-01
"1917",2,"tasseling_end","Muchinga",0,"2021",2022-01-11
"1918",10,"tasseling_end","Muchinga",0,"2021",2022-04-02
"1919",11,"tasseling_end","Muchinga",0,"2021",2022-04-12
"1920",12,"tasseling_end","Muchinga",0,"2021",2022-04-22
"1921",13,"tasseling_end","Muchinga",0,"2021",2022-05-02
"1922",14,"tasseling_end","Muchinga",0,"2021",2022-05-12
"1923",15,"tasseling_end","Muchinga",0,"2021",2022-05-22
"1924",16,"tasseling_end","Muchinga",0,"2021",2022-06-02
"1925",17,"tasseling_end","Muchinga",0,"2021",2022-06-12
"1926",18,"tasseling_end","Muchinga",0,"2021",2022-06-22
"1927",19,"tasseling_end","Muchinga",0,"2021",2022-07-02
"1928",20,"tasseling_end","Muchinga",0,"2021",2022-07-12
"1929",21,"tasseling_end","Muchinga",0,"2021",2022-07-22
"1930",22,"tasseling_end","Muchinga",0,"2021",2022-08-02
"1931",23,"tasseling_end","Muchinga",0,"2021",2022-08-12
"1932",24,"tasseling_end","Muchinga",0,"2021",2022-08-22
"1933",25,"tasseling_end","Muchinga",0,"2021",2021-09-02
"1934",26,"tasseling_end","Muchinga",0,"2021",2021-09-12
"1935",27,"tasseling_end","Muchinga",0,"2021",2021-09-22
"1936",28,"tasseling_end","Muchinga",0,"2021",2021-10-02
"1937",29,"tasseling_end","Muchinga",0,"2021",2021-10-12
"1938",30,"tasseling_end","Muchinga",0,"2021",2021-10-22
"1939",31,"tasseling_end","Muchinga",0,"2021",2021-11-02
"1940",32,"tasseling_end","Muchinga",0,"2021",2021-11-12
"1941",33,"tasseling_end","Muchinga",0,"2021",2021-11-22
"1942",34,"tasseling_end","Muchinga",0,"2021",2021-12-02
"1943",35,"tasseling_end","Muchinga",0,"2021",2021-12-12
"1944",36,"tasseling_end","Muchinga",0,"2021",2021-12-22
"1945",4,"harvesting_end","Central",1,"2021",2022-02-01
"1946",5,"harvesting_end","Central",2,"2021",2022-02-11
"1947",11,"harvesting_end","Central",1,"2021",2022-04-12
"1948",13,"harvesting_end","Central",1,"2021",2022-05-02
"1949",14,"harvesting_end","Central",3,"2021",2022-05-12
"1950",15,"harvesting_end","Central",3,"2021",2022-05-22
"1951",16,"harvesting_end","Central",1,"2021",2022-06-02
"1952",17,"harvesting_end","Central",5,"2021",2022-06-12
"1953",18,"harvesting_end","Central",6,"2021",2022-06-22
"1954",19,"harvesting_end","Central",5,"2021",2022-07-02
"1955",20,"harvesting_end","Central",10,"2021",2022-07-12
"1956",21,"harvesting_end","Central",25,"2021",2022-07-22
"1957",22,"harvesting_end","Central",9,"2021",2022-08-02
"1958",23,"harvesting_end","Central",17,"2021",2022-08-12
"1959",24,"harvesting_end","Central",9,"2021",2022-08-22
"1960",27,"harvesting_end","Central",2,"2021",2021-09-22
"1961",30,"harvesting_end","Central",1,"2021",2021-10-22
"1962",1,"harvesting_end","Central",0,"2021",2022-01-01
"1963",2,"harvesting_end","Central",0,"2021",2022-01-11
"1964",3,"harvesting_end","Central",0,"2021",2022-01-21
"1965",6,"harvesting_end","Central",0,"2021",2022-02-21
"1966",7,"harvesting_end","Central",0,"2021",2022-03-02
"1967",8,"harvesting_end","Central",0,"2021",2022-03-12
"1968",9,"harvesting_end","Central",0,"2021",2022-03-22
"1969",10,"harvesting_end","Central",0,"2021",2022-04-02
"1970",12,"harvesting_end","Central",0,"2021",2022-04-22
"1971",25,"harvesting_end","Central",0,"2021",2021-09-02
"1972",26,"harvesting_end","Central",0,"2021",2021-09-12
"1973",28,"harvesting_end","Central",0,"2021",2021-10-02
"1974",29,"harvesting_end","Central",0,"2021",2021-10-12
"1975",31,"harvesting_end","Central",0,"2021",2021-11-02
"1976",32,"harvesting_end","Central",0,"2021",2021-11-12
"1977",33,"harvesting_end","Central",0,"2021",2021-11-22
"1978",34,"harvesting_end","Central",0,"2021",2021-12-02
"1979",35,"harvesting_end","Central",0,"2021",2021-12-12
"1980",36,"harvesting_end","Central",0,"2021",2021-12-22
"1981",4,"harvesting_end","Copperbelt",2,"2021",2022-02-01
"1982",5,"harvesting_end","Copperbelt",1,"2021",2022-02-11
"1983",6,"harvesting_end","Copperbelt",1,"2021",2022-02-21
"1984",15,"harvesting_end","Copperbelt",2,"2021",2022-05-22
"1985",16,"harvesting_end","Copperbelt",2,"2021",2022-06-02
"1986",17,"harvesting_end","Copperbelt",3,"2021",2022-06-12
"1987",18,"harvesting_end","Copperbelt",22,"2021",2022-06-22
"1988",19,"harvesting_end","Copperbelt",12,"2021",2022-07-02
"1989",20,"harvesting_end","Copperbelt",10,"2021",2022-07-12
"1990",21,"harvesting_end","Copperbelt",25,"2021",2022-07-22
"1991",22,"harvesting_end","Copperbelt",10,"2021",2022-08-02
"1992",23,"harvesting_end","Copperbelt",11,"2021",2022-08-12
"1993",24,"harvesting_end","Copperbelt",9,"2021",2022-08-22
"1994",25,"harvesting_end","Copperbelt",1,"2021",2021-09-02
"1995",26,"harvesting_end","Copperbelt",1,"2021",2021-09-12
"1996",27,"harvesting_end","Copperbelt",1,"2021",2021-09-22
"1997",1,"harvesting_end","Copperbelt",0,"2021",2022-01-01
"1998",2,"harvesting_end","Copperbelt",0,"2021",2022-01-11
"1999",3,"harvesting_end","Copperbelt",0,"2021",2022-01-21
"2000",7,"harvesting_end","Copperbelt",0,"2021",2022-03-02
"2001",8,"harvesting_end","Copperbelt",0,"2021",2022-03-12
"2002",9,"harvesting_end","Copperbelt",0,"2021",2022-03-22
"2003",10,"harvesting_end","Copperbelt",0,"2021",2022-04-02
"2004",11,"harvesting_end","Copperbelt",0,"2021",2022-04-12
"2005",12,"harvesting_end","Copperbelt",0,"2021",2022-04-22
"2006",13,"harvesting_end","Copperbelt",0,"2021",2022-05-02
"2007",14,"harvesting_end","Copperbelt",0,"2021",2022-05-12
"2008",28,"harvesting_end","Copperbelt",0,"2021",2021-10-02
"2009",29,"harvesting_end","Copperbelt",0,"2021",2021-10-12
"2010",30,"harvesting_end","Copperbelt",0,"2021",2021-10-22
"2011",31,"harvesting_end","Copperbelt",0,"2021",2021-11-02
"2012",32,"harvesting_end","Copperbelt",0,"2021",2021-11-12
"2013",33,"harvesting_end","Copperbelt",0,"2021",2021-11-22
"2014",34,"harvesting_end","Copperbelt",0,"2021",2021-12-02
"2015",35,"harvesting_end","Copperbelt",0,"2021",2021-12-12
"2016",36,"harvesting_end","Copperbelt",0,"2021",2021-12-22
"2017",4,"harvesting_end","Northern",1,"2021",2022-02-01
"2018",6,"harvesting_end","Northern",1,"2021",2022-02-21
"2019",9,"harvesting_end","Northern",1,"2021",2022-03-22
"2020",14,"harvesting_end","Northern",1,"2021",2022-05-12
"2021",15,"harvesting_end","Northern",6,"2021",2022-05-22
"2022",18,"harvesting_end","Northern",3,"2021",2022-06-22
"2023",19,"harvesting_end","Northern",9,"2021",2022-07-02
"2024",20,"harvesting_end","Northern",8,"2021",2022-07-12
"2025",21,"harvesting_end","Northern",14,"2021",2022-07-22
"2026",22,"harvesting_end","Northern",6,"2021",2022-08-02
"2027",23,"harvesting_end","Northern",10,"2021",2022-08-12
"2028",24,"harvesting_end","Northern",15,"2021",2022-08-22
"2029",32,"harvesting_end","Northern",1,"2021",2021-11-12
"2030",1,"harvesting_end","Northern",0,"2021",2022-01-01
"2031",2,"harvesting_end","Northern",0,"2021",2022-01-11
"2032",3,"harvesting_end","Northern",0,"2021",2022-01-21
"2033",5,"harvesting_end","Northern",0,"2021",2022-02-11
"2034",7,"harvesting_end","Northern",0,"2021",2022-03-02
"2035",8,"harvesting_end","Northern",0,"2021",2022-03-12
"2036",10,"harvesting_end","Northern",0,"2021",2022-04-02
"2037",11,"harvesting_end","Northern",0,"2021",2022-04-12
"2038",12,"harvesting_end","Northern",0,"2021",2022-04-22
"2039",13,"harvesting_end","Northern",0,"2021",2022-05-02
"2040",16,"harvesting_end","Northern",0,"2021",2022-06-02
"2041",17,"harvesting_end","Northern",0,"2021",2022-06-12
"2042",25,"harvesting_end","Northern",0,"2021",2021-09-02
"2043",26,"harvesting_end","Northern",0,"2021",2021-09-12
"2044",27,"harvesting_end","Northern",0,"2021",2021-09-22
"2045",28,"harvesting_end","Northern",0,"2021",2021-10-02
"2046",29,"harvesting_end","Northern",0,"2021",2021-10-12
"2047",30,"harvesting_end","Northern",0,"2021",2021-10-22
"2048",31,"harvesting_end","Northern",0,"2021",2021-11-02
"2049",33,"harvesting_end","Northern",0,"2021",2021-11-22
"2050",34,"harvesting_end","Northern",0,"2021",2021-12-02
"2051",35,"harvesting_end","Northern",0,"2021",2021-12-12
"2052",36,"harvesting_end","Northern",0,"2021",2021-12-22
"2053",4,"harvesting_start","Central",1,"2021",2022-02-01
"2054",5,"harvesting_start","Central",1,"2021",2022-02-11
"2055",8,"harvesting_start","Central",1,"2021",2022-03-12
"2056",9,"harvesting_start","Central",2,"2021",2022-03-22
"2057",10,"harvesting_start","Central",6,"2021",2022-04-02
"2058",11,"harvesting_start","Central",14,"2021",2022-04-12
"2059",12,"harvesting_start","Central",13,"2021",2022-04-22
"2060",13,"harvesting_start","Central",18,"2021",2022-05-02
"2061",14,"harvesting_start","Central",15,"2021",2022-05-12
"2062",15,"harvesting_start","Central",17,"2021",2022-05-22
"2063",16,"harvesting_start","Central",7,"2021",2022-06-02
"2064",17,"harvesting_start","Central",3,"2021",2022-06-12
"2065",18,"harvesting_start","Central",2,"2021",2022-06-22
"2066",20,"harvesting_start","Central",1,"2021",2022-07-12
"2067",1,"harvesting_start","Central",0,"2021",2022-01-01
"2068",2,"harvesting_start","Central",0,"2021",2022-01-11
"2069",3,"harvesting_start","Central",0,"2021",2022-01-21
"2070",6,"harvesting_start","Central",0,"2021",2022-02-21
"2071",7,"harvesting_start","Central",0,"2021",2022-03-02
"2072",19,"harvesting_start","Central",0,"2021",2022-07-02
"2073",21,"harvesting_start","Central",0,"2021",2022-07-22
"2074",22,"harvesting_start","Central",0,"2021",2022-08-02
"2075",23,"harvesting_start","Central",0,"2021",2022-08-12
"2076",24,"harvesting_start","Central",0,"2021",2022-08-22
"2077",25,"harvesting_start","Central",0,"2021",2021-09-02
"2078",26,"harvesting_start","Central",0,"2021",2021-09-12
"2079",27,"harvesting_start","Central",0,"2021",2021-09-22
"2080",28,"harvesting_start","Central",0,"2021",2021-10-02
"2081",29,"harvesting_start","Central",0,"2021",2021-10-12
"2082",30,"harvesting_start","Central",0,"2021",2021-10-22
"2083",31,"harvesting_start","Central",0,"2021",2021-11-02
"2084",32,"harvesting_start","Central",0,"2021",2021-11-12
"2085",33,"harvesting_start","Central",0,"2021",2021-11-22
"2086",34,"harvesting_start","Central",0,"2021",2021-12-02
"2087",35,"harvesting_start","Central",0,"2021",2021-12-12
"2088",36,"harvesting_start","Central",0,"2021",2021-12-22
"2089",4,"harvesting_start","Copperbelt",2,"2021",2022-02-01
"2090",9,"harvesting_start","Copperbelt",1,"2021",2022-03-22
"2091",10,"harvesting_start","Copperbelt",1,"2021",2022-04-02
"2092",11,"harvesting_start","Copperbelt",1,"2021",2022-04-12
"2093",12,"harvesting_start","Copperbelt",6,"2021",2022-04-22
"2094",13,"harvesting_start","Copperbelt",7,"2021",2022-05-02
"2095",14,"harvesting_start","Copperbelt",12,"2021",2022-05-12
"2096",15,"harvesting_start","Copperbelt",31,"2021",2022-05-22
"2097",16,"harvesting_start","Copperbelt",23,"2021",2022-06-02
"2098",17,"harvesting_start","Copperbelt",8,"2021",2022-06-12
"2099",18,"harvesting_start","Copperbelt",12,"2021",2022-06-22
"2100",19,"harvesting_start","Copperbelt",4,"2021",2022-07-02
"2101",20,"harvesting_start","Copperbelt",5,"2021",2022-07-12
"2102",1,"harvesting_start","Copperbelt",0,"2021",2022-01-01
"2103",2,"harvesting_start","Copperbelt",0,"2021",2022-01-11
"2104",3,"harvesting_start","Copperbelt",0,"2021",2022-01-21
"2105",5,"harvesting_start","Copperbelt",0,"2021",2022-02-11
"2106",6,"harvesting_start","Copperbelt",0,"2021",2022-02-21
"2107",7,"harvesting_start","Copperbelt",0,"2021",2022-03-02
"2108",8,"harvesting_start","Copperbelt",0,"2021",2022-03-12
"2109",21,"harvesting_start","Copperbelt",0,"2021",2022-07-22
"2110",22,"harvesting_start","Copperbelt",0,"2021",2022-08-02
"2111",23,"harvesting_start","Copperbelt",0,"2021",2022-08-12
"2112",24,"harvesting_start","Copperbelt",0,"2021",2022-08-22
"2113",25,"harvesting_start","Copperbelt",0,"2021",2021-09-02
"2114",26,"harvesting_start","Copperbelt",0,"2021",2021-09-12
"2115",27,"harvesting_start","Copperbelt",0,"2021",2021-09-22
"2116",28,"harvesting_start","Copperbelt",0,"2021",2021-10-02
"2117",29,"harvesting_start","Copperbelt",0,"2021",2021-10-12
"2118",30,"harvesting_start","Copperbelt",0,"2021",2021-10-22
"2119",31,"harvesting_start","Copperbelt",0,"2021",2021-11-02
"2120",32,"harvesting_start","Copperbelt",0,"2021",2021-11-12
"2121",33,"harvesting_start","Copperbelt",0,"2021",2021-11-22
"2122",34,"harvesting_start","Copperbelt",0,"2021",2021-12-02
"2123",35,"harvesting_start","Copperbelt",0,"2021",2021-12-12
"2124",36,"harvesting_start","Copperbelt",0,"2021",2021-12-22
"2125",4,"harvesting_start","Eastern",1,"2021",2022-02-01
"2126",5,"harvesting_start","Eastern",1,"2021",2022-02-11
"2127",6,"harvesting_start","Eastern",1,"2021",2022-02-21
"2128",9,"harvesting_start","Eastern",2,"2021",2022-03-22
"2129",10,"harvesting_start","Eastern",4,"2021",2022-04-02
"2130",11,"harvesting_start","Eastern",7,"2021",2022-04-12
"2131",12,"harvesting_start","Eastern",25,"2021",2022-04-22
"2132",13,"harvesting_start","Eastern",18,"2021",2022-05-02
"2133",14,"harvesting_start","Eastern",8,"2021",2022-05-12
"2134",15,"harvesting_start","Eastern",8,"2021",2022-05-22
"2135",16,"harvesting_start","Eastern",1,"2021",2022-06-02
"2136",17,"harvesting_start","Eastern",4,"2021",2022-06-12
"2137",18,"harvesting_start","Eastern",2,"2021",2022-06-22
"2138",1,"harvesting_start","Eastern",0,"2021",2022-01-01
"2139",2,"harvesting_start","Eastern",0,"2021",2022-01-11
"2140",3,"harvesting_start","Eastern",0,"2021",2022-01-21
"2141",7,"harvesting_start","Eastern",0,"2021",2022-03-02
"2142",8,"harvesting_start","Eastern",0,"2021",2022-03-12
"2143",19,"harvesting_start","Eastern",0,"2021",2022-07-02
"2144",20,"harvesting_start","Eastern",0,"2021",2022-07-12
"2145",21,"harvesting_start","Eastern",0,"2021",2022-07-22
"2146",22,"harvesting_start","Eastern",0,"2021",2022-08-02
"2147",23,"harvesting_start","Eastern",0,"2021",2022-08-12
"2148",24,"harvesting_start","Eastern",0,"2021",2022-08-22
"2149",25,"harvesting_start","Eastern",0,"2021",2021-09-02
"2150",26,"harvesting_start","Eastern",0,"2021",2021-09-12
"2151",27,"harvesting_start","Eastern",0,"2021",2021-09-22
"2152",28,"harvesting_start","Eastern",0,"2021",2021-10-02
"2153",29,"harvesting_start","Eastern",0,"2021",2021-10-12
"2154",30,"harvesting_start","Eastern",0,"2021",2021-10-22
"2155",31,"harvesting_start","Eastern",0,"2021",2021-11-02
"2156",32,"harvesting_start","Eastern",0,"2021",2021-11-12
"2157",33,"harvesting_start","Eastern",0,"2021",2021-11-22
"2158",34,"harvesting_start","Eastern",0,"2021",2021-12-02
"2159",35,"harvesting_start","Eastern",0,"2021",2021-12-12
"2160",36,"harvesting_start","Eastern",0,"2021",2021-12-22
"2161",4,"harvesting_start","Luapula",1,"2021",2022-02-01
"2162",7,"harvesting_start","Luapula",1,"2021",2022-03-02
"2163",9,"harvesting_start","Luapula",1,"2021",2022-03-22
"2164",10,"harvesting_start","Luapula",3,"2021",2022-04-02
"2165",12,"harvesting_start","Luapula",11,"2021",2022-04-22
"2166",13,"harvesting_start","Luapula",6,"2021",2022-05-02
"2167",14,"harvesting_start","Luapula",12,"2021",2022-05-12
"2168",15,"harvesting_start","Luapula",8,"2021",2022-05-22
"2169",16,"harvesting_start","Luapula",12,"2021",2022-06-02
"2170",17,"harvesting_start","Luapula",12,"2021",2022-06-12
"2171",18,"harvesting_start","Luapula",10,"2021",2022-06-22
"2172",1,"harvesting_start","Luapula",0,"2021",2022-01-01
"2173",2,"harvesting_start","Luapula",0,"2021",2022-01-11
"2174",3,"harvesting_start","Luapula",0,"2021",2022-01-21
"2175",5,"harvesting_start","Luapula",0,"2021",2022-02-11
"2176",6,"harvesting_start","Luapula",0,"2021",2022-02-21
"2177",8,"harvesting_start","Luapula",0,"2021",2022-03-12
"2178",11,"harvesting_start","Luapula",0,"2021",2022-04-12
"2179",19,"harvesting_start","Luapula",0,"2021",2022-07-02
"2180",20,"harvesting_start","Luapula",0,"2021",2022-07-12
"2181",21,"harvesting_start","Luapula",0,"2021",2022-07-22
"2182",22,"harvesting_start","Luapula",0,"2021",2022-08-02
"2183",23,"harvesting_start","Luapula",0,"2021",2022-08-12
"2184",24,"harvesting_start","Luapula",0,"2021",2022-08-22
"2185",25,"harvesting_start","Luapula",0,"2021",2021-09-02
"2186",26,"harvesting_start","Luapula",0,"2021",2021-09-12
"2187",27,"harvesting_start","Luapula",0,"2021",2021-09-22
"2188",28,"harvesting_start","Luapula",0,"2021",2021-10-02
"2189",29,"harvesting_start","Luapula",0,"2021",2021-10-12
"2190",30,"harvesting_start","Luapula",0,"2021",2021-10-22
"2191",31,"harvesting_start","Luapula",0,"2021",2021-11-02
"2192",32,"harvesting_start","Luapula",0,"2021",2021-11-12
"2193",33,"harvesting_start","Luapula",0,"2021",2021-11-22
"2194",34,"harvesting_start","Luapula",0,"2021",2021-12-02
"2195",35,"harvesting_start","Luapula",0,"2021",2021-12-12
"2196",36,"harvesting_start","Luapula",0,"2021",2021-12-22
"2197",4,"harvesting_start","North-Western",1,"2021",2022-02-01
"2198",6,"harvesting_start","North-Western",1,"2021",2022-02-21
"2199",7,"harvesting_start","North-Western",1,"2021",2022-03-02
"2200",11,"harvesting_start","North-Western",4,"2021",2022-04-12
"2201",12,"harvesting_start","North-Western",11,"2021",2022-04-22
"2202",13,"harvesting_start","North-Western",2,"2021",2022-05-02
"2203",14,"harvesting_start","North-Western",9,"2021",2022-05-12
"2204",15,"harvesting_start","North-Western",16,"2021",2022-05-22
"2205",16,"harvesting_start","North-Western",9,"2021",2022-06-02
"2206",17,"harvesting_start","North-Western",8,"2021",2022-06-12
"2207",18,"harvesting_start","North-Western",4,"2021",2022-06-22
"2208",20,"harvesting_start","North-Western",1,"2021",2022-07-12
"2209",23,"harvesting_start","North-Western",1,"2021",2022-08-12
"2210",1,"harvesting_start","North-Western",0,"2021",2022-01-01
"2211",2,"harvesting_start","North-Western",0,"2021",2022-01-11
"2212",3,"harvesting_start","North-Western",0,"2021",2022-01-21
"2213",5,"harvesting_start","North-Western",0,"2021",2022-02-11
"2214",8,"harvesting_start","North-Western",0,"2021",2022-03-12
"2215",9,"harvesting_start","North-Western",0,"2021",2022-03-22
"2216",10,"harvesting_start","North-Western",0,"2021",2022-04-02
"2217",19,"harvesting_start","North-Western",0,"2021",2022-07-02
"2218",21,"harvesting_start","North-Western",0,"2021",2022-07-22
"2219",22,"harvesting_start","North-Western",0,"2021",2022-08-02
"2220",24,"harvesting_start","North-Western",0,"2021",2022-08-22
"2221",25,"harvesting_start","North-Western",0,"2021",2021-09-02
"2222",26,"harvesting_start","North-Western",0,"2021",2021-09-12
"2223",27,"harvesting_start","North-Western",0,"2021",2021-09-22
"2224",28,"harvesting_start","North-Western",0,"2021",2021-10-02
"2225",29,"harvesting_start","North-Western",0,"2021",2021-10-12
"2226",30,"harvesting_start","North-Western",0,"2021",2021-10-22
"2227",31,"harvesting_start","North-Western",0,"2021",2021-11-02
"2228",32,"harvesting_start","North-Western",0,"2021",2021-11-12
"2229",33,"harvesting_start","North-Western",0,"2021",2021-11-22
"2230",34,"harvesting_start","North-Western",0,"2021",2021-12-02
"2231",35,"harvesting_start","North-Western",0,"2021",2021-12-12
"2232",36,"harvesting_start","North-Western",0,"2021",2021-12-22
"2233",4,"planting_start","Eastern",1,"2021",2022-02-01
"2234",5,"planting_start","Eastern",1,"2021",2022-02-11
"2235",27,"planting_start","Eastern",2,"2021",2021-09-22
"2236",28,"planting_start","Eastern",2,"2021",2021-10-02
"2237",29,"planting_start","Eastern",2,"2021",2021-10-12
"2238",30,"planting_start","Eastern",9,"2021",2021-10-22
"2239",31,"planting_start","Eastern",13,"2021",2021-11-02
"2240",32,"planting_start","Eastern",27,"2021",2021-11-12
"2241",33,"planting_start","Eastern",11,"2021",2021-11-22
"2242",34,"planting_start","Eastern",8,"2021",2021-12-02
"2243",35,"planting_start","Eastern",5,"2021",2021-12-12
"2244",36,"planting_start","Eastern",1,"2021",2021-12-22
"2245",1,"planting_start","Eastern",0,"2021",2022-01-01
"2246",2,"planting_start","Eastern",0,"2021",2022-01-11
"2247",3,"planting_start","Eastern",0,"2021",2022-01-21
"2248",6,"planting_start","Eastern",0,"2021",2022-02-21
"2249",7,"planting_start","Eastern",0,"2021",2022-03-02
"2250",8,"planting_start","Eastern",0,"2021",2022-03-12
"2251",9,"planting_start","Eastern",0,"2021",2022-03-22
"2252",10,"planting_start","Eastern",0,"2021",2022-04-02
"2253",11,"planting_start","Eastern",0,"2021",2022-04-12
"2254",12,"planting_start","Eastern",0,"2021",2022-04-22
"2255",13,"planting_start","Eastern",0,"2021",2022-05-02
"2256",14,"planting_start","Eastern",0,"2021",2022-05-12
"2257",15,"planting_start","Eastern",0,"2021",2022-05-22
"2258",16,"planting_start","Eastern",0,"2021",2022-06-02
"2259",17,"planting_start","Eastern",0,"2021",2022-06-12
"2260",18,"planting_start","Eastern",0,"2021",2022-06-22
"2261",19,"planting_start","Eastern",0,"2021",2022-07-02
"2262",20,"planting_start","Eastern",0,"2021",2022-07-12
"2263",21,"planting_start","Eastern",0,"2021",2022-07-22
"2264",22,"planting_start","Eastern",0,"2021",2022-08-02
"2265",23,"planting_start","Eastern",0,"2021",2022-08-12
"2266",24,"planting_start","Eastern",0,"2021",2022-08-22
"2267",25,"planting_start","Eastern",0,"2021",2021-09-02
"2268",26,"planting_start","Eastern",0,"2021",2021-09-12
"2269",4,"planting_start","Northern",2,"2021",2022-02-01
"2270",5,"planting_start","Northern",1,"2021",2022-02-11
"2271",29,"planting_start","Northern",2,"2021",2021-10-12
"2272",30,"planting_start","Northern",13,"2021",2021-10-22
"2273",31,"planting_start","Northern",25,"2021",2021-11-02
"2274",32,"planting_start","Northern",27,"2021",2021-11-12
"2275",33,"planting_start","Northern",5,"2021",2021-11-22
"2276",35,"planting_start","Northern",1,"2021",2021-12-12
"2277",1,"planting_start","Northern",0,"2021",2022-01-01
"2278",2,"planting_start","Northern",0,"2021",2022-01-11
"2279",3,"planting_start","Northern",0,"2021",2022-01-21
"2280",6,"planting_start","Northern",0,"2021",2022-02-21
"2281",7,"planting_start","Northern",0,"2021",2022-03-02
"2282",8,"planting_start","Northern",0,"2021",2022-03-12
"2283",9,"planting_start","Northern",0,"2021",2022-03-22
"2284",10,"planting_start","Northern",0,"2021",2022-04-02
"2285",11,"planting_start","Northern",0,"2021",2022-04-12
"2286",12,"planting_start","Northern",0,"2021",2022-04-22
"2287",13,"planting_start","Northern",0,"2021",2022-05-02
"2288",14,"planting_start","Northern",0,"2021",2022-05-12
"2289",15,"planting_start","Northern",0,"2021",2022-05-22
"2290",16,"planting_start","Northern",0,"2021",2022-06-02
"2291",17,"planting_start","Northern",0,"2021",2022-06-12
"2292",18,"planting_start","Northern",0,"2021",2022-06-22
"2293",19,"planting_start","Northern",0,"2021",2022-07-02
"2294",20,"planting_start","Northern",0,"2021",2022-07-12
"2295",21,"planting_start","Northern",0,"2021",2022-07-22
"2296",22,"planting_start","Northern",0,"2021",2022-08-02
"2297",23,"planting_start","Northern",0,"2021",2022-08-12
"2298",24,"planting_start","Northern",0,"2021",2022-08-22
