"dekad","year","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116"
34,"1991",52.20218,20.80705,29.98814,57.43045,82.57004,45.34642,65.47868,58.41496,41.3020425,46.3148125,74.54153,48.62244,74.11105,44.18816,48.18085,55.82513,88.81482,34.9183841666667,45.4969833333333,33.51139,10.5138,48.4403791666667,38.4243191666667,NA,30.47588,36.00985,57.75147,47.9852158333333,43.4849758333333,33.28863,32.60225,75.05262,78.63528,51.50338,47.38225,48.65675,73.72311,74.43402,61.72117,54.68832,42.61095,88.60824,42.60039,74.7298,33.20882,38.45082,36.73558,45.37693,15.49168,27.95702,73.68554,69.91739,44.27231,35.42046,25.94895,11.85637,83.50024,80.92699,51.28460375,34.46844,81.89856,31.10376,48.53568,80.81902,58.31802,73.68554,58.31802,73.10747,75.75142,36.69613,37.38401,58.31802,12.27705,33.40535,70.19344,88.31277,71.74787,77.44979,54.47927,46.85368,49.47762,68.19918,73.66413,47.34227,75.74792,87.47115,NA,44.82905,36.00337,18.27432,66.6148,64.6126104166667,55.22064,50.01866,65.78325,23.74809,10.36434,33.72173,9.927092,41.18058,42.01575,73.4659,34.2146,48.83123,36.91702,48.2752,50.15741,33.70775375,36.3546,18.7382,30.83075,47.0861,78.76308,53.16334,53.84998,22.66858
35,"1991",66.8917978695652,48.2259569565217,54.0242982608696,48.8877729166667,76.2885904166667,66.0368470833333,64.89926,67.4584283333333,53.9999608333333,62.5282441666667,76.7405158333333,51.20389125,78.2645591666667,58.9159604347826,63.3732834782609,68.7167543478261,85.5668083333333,47.5185220833333,63.842615,66.5511766666667,63.5694366666667,66.3890183333333,53.7773320833333,NA,60.696012173913,60.736645,69.1635670833333,67.69912125,57.64159125,30.5557099583333,61.9919666666667,79.9502325,84.1407333333333,65.9220577083333,62.4135979166667,69.01960875,74.0000925,76.0068313043478,73.4598891666667,65.7339517391304,62.98582,83.8300125,55.4517220833333,78.5473279166667,58.997925,41.1799208333333,51.4487166666667,61.27039625,50.16106,59.3656308333333,78.0765820833333,78.2150833333333,53.2465483333333,55.8128260869565,56.7043422727273,20.5603815,81.3417895833333,82.7667625,66.24740875,61.2211308695652,80.1544045833333,62.8606452173913,60.0489852173913,79.0911129166667,65.3875083333333,76.9038770833333,65.3875083333333,76.0311434782609,75.9954995833333,36.9751808333333,70.99048125,65.3875083333333,58.6736879166667,53.6478317391304,75.5681175,84.5066075,73.3525130434783,76.6850066666667,71.3876858333333,53.7523404166667,70.8969579166667,69.4746569565217,76.963015,52.7769208333333,67.4019870833333,78.9017579166667,NA,68.9954765217391,41.1478129166667,49.7346441666667,63.162985,77.7372304166667,64.5562466666667,70.3369166666667,72.0517804166667,58.4256454166667,64.5257683333333,66.2508947826087,53.6571108333333,54.1960358333333,46.711545,75.2152817391304,67.7611991666667,52.3367295833333,38.7808025,61.118315,66.368777826087,46.1363575,33.0115242916667,49.9496925,62.0393913043478,44.89417125,84.4450333333333,71.1627443478261,56.5061320833333,57.4851958333333
36,"1991",73.7847504347826,57.6133520833333,62.87114875,53.45071375,76.80037125,71.1542175,63.3095086956522,71.2666647826087,59.5907304166667,68.8900995833333,79.84187625,56.3054626086956,80.1078616666667,65.9401279166667,73.5976625,76.3801229166667,86.0276973913043,52.3331891666667,69.85811875,71.7705513043478,66.112907826087,70.00344,52.7425241666667,NA,71.9767608333333,65.73792375,72.14671375,75.2612570833333,61.6551108333333,39.9416620833333,67.5559273913044,80.7969920833333,82.75355875,71.6082126086957,66.83751,74.3306591666667,74.1139665217391,80.0325125,76.2816329166667,74.0118413043478,71.8074313043478,84.1943543478261,62.3338433333333,80.8051929166667,66.8101104347826,48.5718041666667,56.1940947826087,65.0973833333333,50.0267870833333,62.56005625,80.5723195833333,80.5067166666667,59.9082383333333,65.6274029166667,66.9859991666667,26.6634122608696,83.4668143478261,84.9543556521739,70.6999366666667,67.4152443478261,82.4542504347826,72.6137533333333,68.8786573913043,80.12705,68.3505920833333,79.8001608333333,68.3505920833333,81.2276404166667,77.1939070833333,46.0512241666667,73.3408308333333,68.3505920833333,63.3668341666667,60.8534225,79.66389,85.6908004347826,77.9523254166667,78.6557870833333,73.9403083333333,59.76451125,72.92276375,74.7053245833333,78.6336054166667,57.8046266666667,67.5536482608696,79.38803125,NA,76.9248,48.9301708333333,57.00354,61.5719073913044,80.8752570833333,67.99667625,71.5791204166667,73.8693582608696,63.5944134782609,63.7428486956522,71.6711926086956,56.5597929166667,58.417782173913,53.9988316666667,81.0923679166667,72.1637860869565,57.7532508333333,46.0738166666667,64.9110204166667,72.7352195833333,49.57409375,41.0747771666667,49.8501208695652,69.7926552173913,52.5193141666667,82.9208945833333,76.1099343478261,59.9925429166667,59.9298760869565
1,"1992",58.5327,80.90459,90.03018,61.8316,81.44709,57.38711,57.4415,77.07121,60.01305,64.4427,80.44992,64.92616,78.79552,91.35831,87.78083,79.73641,82.41562,50.92518,59.50466,64.64262,67.67345,66.7056,37.26612,NA,90.07927,69.65249,66.7788,63.21971,61.15514,51.48617,67.5241556,73.75705,81.07661,69.94454,70.49628,56.66307,74.51978,85.89626,59.78261,69.73029,55.93476,86.11922,63.46758,70.94727,62.11991,50.58482,55.9376196,72.44862,30.52379,39.87389,67.41395,78.39472,53.77828,85.34848,92.11134,24.724,86.55538,86.10997,66.94817,59.86597,85.73712,92.73781,66.30654,82.06739,64.85025,66.67693,64.85025,90.95727,78.55112,49.9482,56.57619,64.85025,64.51973,73.40523,71.88354,89.15842,80.89948,75.92876,74.66971,56.69859,80.4738,91.31327,85.26852,56.93442,58.97605,76.07413,NA,93.15798,61.48771,57.2569984,57.65678,68.1256,53.60952,82.06834,73.96406,50.69854,66.021714,64.64777,38.85571,59.12128,53.92249,92.43208,60.3044,57.98372,65.13926,64.4575,83.65108,40.49006,59.31609,52.584562,56.76243,60.76991,81.2367976923077,74.80537,54.95955,60.0402124
2,"1992",44.29339,73.0951916,78.6642092,64.40026,83.13703,54.71951,56.46329,83.97054,64.46706,62.82211,74.41975,82.95339,78.3474,77.6204072,80.876488,52.4028,90.72211,47.57335,39.42494,58.96931,71.51842,51.31024,57.08315,NA,82.4478364,77.55174,78.81971,45.88811,48.75534,34.48774,74.1376052,72.47076,83.4279853846154,67.86064,63.04046,48.76277,73.68931,79.33241,95.37955,54.76096,46.27848,91.03352,83.03713,71.44276,52.331,38.19858,62.72543,71.75535,18.40598,37.25938,66.69403,70.07648,44.66032,48.49976,83.3084084,39.77691,90.10306,91.58282,60.61878,50.19773,90.18512,82.4883391666667,55.37417,82.55586,72.87196,65.70287,72.87196,94.14856,77.42296,37.71835,56.94286,72.87196,71.1385,50.17413,59.12321,93.80916,82.44758,73.81934,86.21822,63.9636,76.46935,75.10757,83.84676,75.25962,63.2965,79.90429,NA,84.4475624,55.13672,63.0453996,54.4879,68.61913,48.38873,79.03937,68.95126,41.50946,71.7781116666667,53.08583,23.4522,59.52475,52.80207,88.94173,61.52754,66.58723,70.37148,64.13483,67.98264,53.77693,50.70406,56.1132432,43.64505,63.09257,83.4815730769231,83.5415744,60.32505,64.8908988
3,"1992",68.73003,62.86876,71.03777,58.35581,72.37612,74.19783,40.8555,75.12256,53.92093,66.93682,74.89613,82.55611,74.44222,76.07056,78.96841,77.72997,77.15794,61.30165,72.81573,59.72496,73.6389954166667,71.60564,43.04279,NA,72.89773,71.88463,72.98026,74.66454,66.51871,42.19215,76.5030441666667,72.80488,96.72591,79.11884,60.83179,67.25233,59.71712,80.85435,90.6355,72.20399,63.64681,73.25819,75.48775,73.87344,61.5743,43.58731,66.75684625,69.24793,53.04081,53.40398,68.77734,70.51353,47.49334,69.39342,71.28104,45.9409,73.27467,79.82803,67.53781,52.47282,85.43875,75.54166,62.61097,73.9957,69.35973,68.29092,69.35973,77.82478,69.50624,39.19715,64.77544,69.35973,44.85965,62.01144,64.8634,76.34858,62.99936,78.42891,84.24864,58.23246,72.42574,77.74373,79.84218,63.30306,39.97897,62.1915,NA,74.51408,52.07504,68.32001125,33.85935,71.85187,58.9992,77.41019,54.93801,44.64442,70.9440983333333,61.90906,56.7821,53.10497,48.95177,77.67558,59.20101,58.80075,55.05854,77.0145,79.20895,48.02256,48.88714,58.6695029166667,61.52041,57.84391,97.15258,78.12376,55.00536,66.6482383333333
4,"1992",80.9993812,75.9565088,79.1636748,73.2315828,78.9578328,79.8940248,62.1449484,83.5226148,68.624474,77.5716470833333,80.4167104,76.6300984,81.412686,79.1043876,83.7154228,85.152612,85.383666,61.09489375,78.1741420833333,79.7220332,75.90490375,76.8271758333333,61.6396124,NA,82.9490664,75.7696664,75.369888,80.6693408333333,68.796868,59.500182,78.0990895833333,82.8347896,82.1428196,83.5363652,73.2466828,80.2004512,74.154856,87.5042696,80.184734,82.960042,82.4154816,83.2916796,72.777484,82.7298828,77.903038,60.658088,64.6867091666667,70.476806,60.880492,70.497752,83.2967804,82.0726348,68.8908852,78.5568264,83.3567332,55.1690032,85.5526916,88.2954008,77.93564125,78.3030964,88.6322408,81.8031624,78.7632704,82.2003656,76.5173,82.4268956,76.5173,82.12853,82.3432432,64.2666696,79.7529336,76.5173,75.9169408,76.2976496,84.209474,83.9047156,78.7365528,81.2166704,80.1288064,65.0642288,79.8352144,83.6843688,82.2638996,67.1022484,70.25206,80.4485728,NA,84.0115884,62.1634468,71.18443125,61.4575172,82.4138084,77.1425376,78.8644356,74.084836,71.3766624,72.65351875,83.5200072,65.5126604,72.8660692,62.0406625,85.6104752,78.1796596,66.1632770833333,60.2869924,75.6509472,84.346404,56.9225458333333,60.5404304,59.4840716666667,83.479426,63.6620296,82.194504,83.6079272,71.5898904,66.5644183333333
5,"1992",76.9592215384615,76.5550803846154,79.6903273076923,71.55614875,76.5950892307692,77.7324304,62.6747303846154,85.0652607692308,63.9070524,74.3346028,76.1849592,80.2825903846154,77.2669816,78.0710765384615,80.4649169230769,81.0198884615385,85.5627496153846,58.3535012,74.9584748,78.386615,74.3409470833333,74.2436976,61.0399696,NA,83.585725,73.3618028,76.1031870833333,79.4493188,65.9041708,58.714554,76.6632529166667,77.8991532,78.3205592,85.4186334615385,71.9913472,77.5789288,76.2100673076923,87.7509538461538,78.5199664,79.5110203846154,76.9283134615385,84.7410465384615,71.8121708,78.0064852,77.7980238461539,62.5924224,65.2407466666667,68.470514,56.6855761538462,65.6342830769231,78.4179223076923,78.367758,69.0973508,78.5894753846154,82.1871696153846,63.0316157692308,87.9464807692308,89.2721023076923,75.5883036,72.8663653846154,89.5297596153846,82.0722936,75.6639069230769,80.9558023076923,76.0911192,78.6814915384615,76.0911192,83.3796642307692,80.6149626923077,65.5377188,77.1937603846154,76.0911192,73.07554,76.8048438461538,80.7877944,86.2577626923077,80.0597034615385,77.1519844,79.4451236,63.8116052,77.7956504,84.4097015384615,77.973604,66.2157528,72.6984392307692,80.5940896153846,NA,84.2992842307692,60.0106179166667,67.9175804166667,61.7607142307692,78.7098753846154,75.9708036,77.2444132,76.6258446153846,65.1909584615385,71.44732875,79.1002438461538,59.7115223076923,74.9250896153846,62.9421744,86.2436692307692,76.2930023076923,66.4536308,61.5223516,73.3436996,83.0917465384615,55.2185976,60.3402720416667,55.86666625,76.9588184615385,65.5957044,78.356902,78.7479146153846,72.4531144,65.2185891666667
6,"1992",77.0819991304348,74.33444875,79.8267075,70.4706295833333,75.3862808333333,77.3389925,58.9230254166667,85.5830220833333,60.3952034782609,72.3903470833333,76.7484875,79.3578504166667,77.7364525,77.0997270833333,81.9406554166667,82.8535517391304,84.9225058333333,56.9236526086957,72.79050625,77.9041008333333,71.2818743478261,71.4621879166667,55.6173191666667,NA,81.5033370833333,71.1414229166667,77.6036341666667,77.4692283333333,65.0577691666667,55.6008020833333,73.2932482608696,78.9384583333333,80.4290704166667,83.9817970833333,71.0525041666667,76.8592858333333,71.6758345833333,86.540565,78.5429908333333,80.5018339130435,76.6488073913043,84.21171125,68.57658875,78.5724216666667,77.17065375,62.0659220833333,61.8186327272727,65.7170825,55.1041679166667,63.72122,79.0178775,78.8211204166667,69.4621804166667,79.061475,82.023025,63.9412283333333,85.1022354166667,88.1723470833333,72.12244,72.9926620833333,88.02300375,79.7289220833333,77.0580583333333,80.3137795833333,75.4844866666667,78.7575675,75.4844866666667,79.7042745833333,79.2769379166667,63.7331955833333,75.00491625,75.4844866666667,70.3901720833333,75.7135541666667,82.3021283333333,84.37518125,76.7755604166667,78.2332470833333,77.4393816666667,60.8738979166667,77.2113579166667,83.2039629166667,78.47016375,65.18044875,75.1992220833333,81.1649333333333,NA,82.7692108333333,58.0645354166667,66.3607847826087,63.79557,78.24849875,77.93602375,74.2768945833333,72.7946391666667,64.194925,67.4928195652174,77.1826295833333,58.2837745833333,73.82769375,59.35959875,83.5159745833333,74.6975295833333,64.4012945833333,61.8739431666667,72.7118508333333,81.2812829166667,52.1414052173913,59.5321065217391,54.2368565217391,75.3856783333333,64.8132708333333,80.35668125,80.1950308333333,72.2262041666667,60.7943847826087
7,"1992",47.54473,54.71921,53.31733,12.65047,65.16138,32.21986,49.35828,71.30991,28.58968,39.12192,66.99209,78.93857,64.57181,76.12527,63.21424,59.06025,73.60268,22.80598,36.44901,48.89379,71.0319813043478,43.32026,23.00882,NA,73.77118,67.07521,53.54601,33.35885,37.9318,11.71547,71.8847830434783,60.05343,81.96936,67.21852,46.86926,41.04164,61.05167,74.78825,69.75772,55.99289,49.22226,76.86845,65.27481,56.05962,48.17663,21.17465,59.6373204347826,55.42413,22.63521,23.27195,46.59741,52.56218,26.21456,45.79143,64.31494,68.8405,74.4203,77.75048,42.13889,43.9039,76.65009,73.31217,43.81135,62.6655,46.31546,48.48766,46.31546,80.68494,63.21923,6.26466,47.59631,46.31546,22.61242,46.78391,40.02739,80.90637,72.77366,63.22398,75.64788,45.87415,74.48747,83.24083,66.57057,38.82346,49.75293,58.73666,NA,83.07596,32.02057,64.24921,55.62196,51.9668,32.43524,70.90098,63.09714,25.43654,69.2068604347826,48.113,29.48729,52.47269,27.28891,85.96273,44.23773,36.73344,16.18514,43.02094,73.53587,27.56565,12.5051,52.7570813043478,50.06524,23.86815,82.49713,45.13226,26.59377,57.9444717391304
