"dekad","year","1","2","3","4","5","6","7","8","9","10"
26,"1986",0.09484039,0.02949825,0.1191408,0.9710473,0.1657759,0.266915,1.223955,1.123437,0.1520007,0.2277962
27,"1986",1.296822,2.044311,0.7566105,7.78304,1.208666,0.8738065,8.70982,4.938035,1.230714,2.817048
28,"1986",12.23762,14.17512,4.299315,21.37997,5.585493,2.081436,33.33923,12.11436,17.30083,15.37406
29,"1986",14.04751,24.16373,8.320332,21.10514,8.999415,7.931096,42.80875,13.85973,14.02188,30.5206
30,"1986",34.49914,39.67249,23.27947,43.62424,29.47494,25.72625,56.22786,37.76678,47.99675,35.76694
31,"1986",29.22485,62.02768,34.13584,59.94181,24.20705,30.85366,59.02137,65.14615,16.87073,36.54441
32,"1986",11.7737,12.26739,25.40731,19.5905,6.074997,22.82095,37.49998,20.38486,15.60716,17.76018
33,"1986",40.42711,55.53039,35.85751,72.41615,28.69939,41.71648,70.07562,67.95446,30.22405,51.0416
34,"1986",79.45638,43.78929,92.95363,53.94338,103.3746,82.39252,59.57136,65.9782,90.05598,72.13873
35,"1986",41.79745,54.66986,72.26736,132.756,38.30107,113.9119,54.18581,163.7416,26.68905,16.54222
36,"1986",59.23045,56.97141,63.56888,79.36261,45.605,72.60683,66.73381,89.6553,40.78414,51.5022
1,"1987",74.55701,88.94119,57.82933,44.56018,73.28095,66.80504,68.54431,56.41609,30.85832,41.18301
2,"1987",61.34265,72.62052,81.06524,76.50747,65.604,86.48197,63.73758,76.1152,45.23942,44.11041
3,"1987",86.133,112.7416,96.89157,66.67186,87.15296,72.94329,109.1046,55.16799,30.81444,56.16618
4,"1987",46.06392,80.77656,44.99485,106.4312,26.1517,79.16745,71.87452,95.14034,32.59698,54.02631
5,"1987",36.1088,67.39192,41.3102,97.44923,17.97164,76.68647,88.63951,129.7454,31.69823,67.62005
6,"1987",29.10065,67.33696,45.42122,48.5647,15.55067,46.90179,47.10154,57.36786,18.16398,23.97822
7,"1987",21.6955,17.5555,24.87921,43.10651,9.717756,46.75971,27.64289,53.89772,22.64763,29.34723
8,"1987",33.28267,70.71414,25.83489,76.94113,13.00536,49.02689,55.05293,66.2159,20.81314,45.73239
