"dekad","year","1","2","3","4","5","6","7","8","9","10"
34,"1985",53.206855,57.9311333,84.173422,82.405268,36.14326403,97.57992,54.7188899,90.748482,28.235663402,38.44744977
35,"1985",101.429414,105.502607,96.559373,129.246931,89.348228,88.377126,121.4823557,110.033398,94.632223,93.22148834
36,"1985",93.5252,82.900839,112.354564,99.166456,94.786868,94.663606,80.1525718,92.932736,58.2031741,60.32760906
1,"1986",103.58345,117.350365,92.266363,56.214491,106.97866422,99.17433,70.0437,67.2699275,90.372805859,68.53182593
2,"1986",50.19768373,55.535703641,54.3365343,60.645315,34.0517782,59.6994282,47.73707182,75.26687401,39.14520118,43.26344281
3,"1986",94.60252,134.945156,111.547097,117.183712,81.339324,100.98749,119.350911,111.056089,55.7450419,64.9258893
4,"1986",103.328772,130.5408825,97.725153,91.805594,95.131939,74.854027,102.077457,71.55876,79.563436,81.5066501
5,"1986",30.66677854,59.294397,35.44126737,88.482781,28.75267768,76.1252194,54.896139,100.361054,15.05002585364,20.89495586
6,"1986",38.6082183,40.6013414,34.3993113,51.529207,29.268197,37.833892,44.902491,51.270056,20.3374804,53.663138
7,"1986",39.7380015,93.44694,54.140315,114.656806,22.12960372,56.222839,98.7421099,95.995405,9.7372576,48.513772076
8,"1986",23.2931363,47.509743,25.6280012,83.7611574,13.68743774,60.531563,64.300237,85.0643708,23.42459035,53.9764419
9,"1986",45.322838306,55.14409908,41.8708522,85.422016,36.35396292,65.7997337,50.941005,89.3864737,24.33935114,44.76018199
10,"1986",2.415593584,2.98622409,15.63513399,16.67987801,5.44764639,9.70149010424,3.295707831,14.6646384,5.93465053,2.839889
11,"1986",71.4062306,106.450694,64.6858513,97.4528792,79.9836001,52.98929173,74.43786439,66.7906972,42.761101,47.40709657
12,"1986",27.51933368,13.895066,29.349175441,39.4771172,22.2314596,13.793178257,20.375504742,26.94550496,20.125577,12.8278352
13,"1986",0,0,0,0,0,0,0,0.12355097,0,0
14,"1986",0,0,0.078360242,0,0,0.00028458845,0,0.02768084,0,0
15,"1986",0.01081427,0.00021376221,0.04151149,0,0.02145991,0,0.001433723,0,0,0
16,"1986",0,0,0,0,0,0,0,0,0,0
17,"1986",0,0,0,0,0,0,0,0,0,0
18,"1986",0,0,0.004234637,0,0.01133319,0.01121262,0,0.00577544,0.002620201,0
19,"1986",0.05999555,0,0,0.07375693,0.2354218,0,0,0.00878773,0.3320079,0.04963133
20,"1986",0,0,0,0,0,0,0,0,0,0
21,"1986",0,0,0,0,0,0,0,0,0,0
22,"1986",0,0,0,0,0,0,0,0,0,0.002031754
23,"1986",0,0,0,0,0,0,0,0,0,0
24,"1986",0,0,0,0,0,0,0.22328175274,0,0,0
25,"1986",0,0,0,0,0,0,0,0,0,0
26,"1986",0.002023228814,0,0.002451091,0,0.02578572,0,0.02587286,0,0.00021999258,0
27,"1986",0.69586221486,0.057980563,0.0125465,4.1335979,0.856411939,0,6.4324908,3.0303085,0.56409482,3.618877787
28,"1986",16.579895337,26.38180422,7.2220729965,13.22426325,10.585988,0.8128034,44.96378339,15.52218602,12.58344029,8.65734549
29,"1986",21.635599313763,28.76627631217,10.45416485,24.4756832,18.9646273,6.181015063,43.30302696,8.89854456,25.64353764,33.3993942
30,"1986",49.52726931,66.8971973,35.241093108,67.0905345,30.146161915,44.99215699,66.9437032,73.65675608,39.39729797,64.4089801
31,"1986",33.82342145,66.46598319,42.320911533,66.4899923,25.748535988,51.04625294,61.6760945,51.96680042,29.84086869,62.704615
32,"1986",8.400273025643,29.74691270718,4.56926851993,23.7072991,1.62068671,14.1266413,25.45457402,26.211348,5.42384858347,5.34445152
33,"1986",56.70740391,77.1323478,29.5202277,90.396923,40.8095628,40.6173694,80.353946,76.425835,43.93150852898,65.619380992
34,"1986",96.310798,88.6274007,105.653691,76.01147,96.135956,96.325811,78.23977761,84.148571,75.215113,77.067566
35,"1986",15.19157147,32.95639357,30.8573895,73.6141682,9.1839066,66.208652,33.8273368,84.1440451,5.96696983913,4.0535377
36,"1986",39.844031709,63.872259,52.47654643,93.034478,25.3828455,73.8033203,53.622952,103.587169,22.55549441,36.0602504
1,"1987",39.821870586,53.09213489,45.81147701,37.6008524,35.653799528,61.0016578,39.0555798,60.3416764,15.3068927,30.852907236
2,"1987",95.14111,122.288109,105.745979,96.259387,95.134406,88.232006,98.603003,94.101936,77.296655,98.644843
3,"1987",88.9294234,112.6365951,98.3921007,88.2276265,85.1252793,107.404404,104.0373153,83.817421,32.72426255,50.923133149
4,"1987",68.962843,110.412189,58.2781546,97.15146,43.13455174,73.949495,94.827117,78.649229,50.4334768,72.4524221
5,"1987",34.48178401,61.769966,48.4079839,97.230237,15.887439093,81.164531,83.039195,108.142262,24.0661062,48.7136843
6,"1987",31.9147182,62.8536643,40.086692,57.434944,18.62638521,43.77054,65.484564,53.2822491,18.1312683,40.668553
7,"1987",22.69340376593,26.80976165,27.30939271,80.757981,11.608370773,65.445448,34.7974358,106.786355,16.08733241583,24.72046777
8,"1987",24.4761616,59.66953507,31.211812936,82.122833,6.334127,56.3171663,69.47613227,84.468931,9.99672536,48.1788197
9,"1987",30.00358056,49.750697324,40.95724724,76.2670302,18.74436795,63.820541,45.77765161,83.6478691,15.22882074,29.823430916
10,"1987",3.21792298,14.5162594,15.47269165,37.5749213,0,27.4505325,10.825312127121,46.673871165,0,0.5385348
11,"1987",1.570477,0.06960961,1.021766,12.683213,0.1665104,2.31992554,3.4003148,11.87251796,3.648733,2.09512744
12,"1987",0,0,0,2.8658787,0,0.10086951,0,0.34366962,0,0
13,"1987",0.02611613,0.2481424,0,0.660170559,0.031631898,0,0.80648098593,0.05439352,0.009167576,0.00303786263
14,"1987",0.27197240637,0.5632885,0.4925257,0.4259485,0.2234427,0.7827713,0.4622119,0.951786,0.1370765,0.04850504475
15,"1987",0.00146417799,0,0.024240809,0,0,0,0,0,0,0.00016080821
16,"1987",6.122695e-05,0,0,0,0,0,0,0,0,0
17,"1987",0,0,0,0,0,0,0,0,0,0
18,"1987",0,0,0,0,0,0,0,0,0.015466984,0.0003080708
19,"1987",0,0,0,0,0,0,0,0,0,0
20,"1987",4.5492674e-05,0,9.6447569e-05,0,0.00019458286,0,0,0,0,0
21,"1987",0,0,0,0,0,0,0,0,7.4394738e-05,0
22,"1987",0,0,0,0,0,0,0.001216842,0,0,0
23,"1987",0,0,0,0,0,0,0,0,0,0
24,"1987",0,0,0.0003343219,0.001389253,0,0,0,0.00310308894,0,0
25,"1987",0,0,0,0,0,0,0.122865603,0,0.0004507567512,0.003152309
26,"1987",0,0,0,0.1638463,0,0,0.01374587,0.007145231,0,0
27,"1987",2.085687302,7.5101007,0.00346456,8.67530569,0.916893,0.022011278,21.80178288,5.98187931,2.46763809993,13.42629389
28,"1987",2.396618754901,3.5344482,0.202088718,10.6619656,3.3506055,1.24221053,13.22645095,8.7945955,1.0470562,0.23166773
29,"1987",2.708696863,0.04013989,0.084534023,11.404652703,2.05786728,0.08786213356,21.852959944,10.53498028,9.02746792328,32.208009948
30,"1987",2.97165499469,1.990015626,4.374437011,16.04885058,2.24944716,3.9896795,5.62912923,10.686744387,1.28057316,3.574593249
31,"1987",7.264842922,8.07057424,8.30262296872,26.0501101,8.044298,4.7340474,21.44055423,31.0256497,6.353383,16.1088002
32,"1987",0.009679027,0.00048728113,0.51300819,11.79335911,0.32467222,0.77058023922,17.0114036,17.82756311171,1.21939141139,13.82941306
33,"1987",34.26699334,61.18338243,29.7904365,43.5863135,20.17647284,40.187498664,63.637362,39.26192899,30.399686,33.92238294
34,"1987",68.321928,61.428934,66.920248,67.70133,63.356571,60.272646,59.886275,75.002742,62.556964,66.9692384
35,"1987",64.56833,64.9250312,39.6899237,56.451943,54.1118803,39.373239,57.391763,65.48124,67.796751,46.1184135
36,"1987",41.8799913,52.428580801,29.16428636,46.8673807,37.54491199,38.783773144,76.789956,53.13434037,40.0774931,59.5225053
1,"1988",43.81003776,67.010038,53.7485975,61.431635,39.9552708,63.922768,65.86720213591,81.822606,27.5427263,34.12190437
2,"1988",47.5687966,76.2467057,63.031693,69.64787186,34.18418992,68.558078,95.792518,65.0695275,39.74226862,68.270108
3,"1988",77.9247154,110.9521554,91.298056,59.0380902,58.9156934,106.597532,72.8174788,71.496382,49.833013942,52.0539598
4,"1988",48.3488087,89.41267297,70.2336058,86.709089,22.094158726,86.405531,86.1907318,85.980586,17.58387104,34.20048521
5,"1988",147.88124,157.62532,119.825796,98.939857,138.409051,96.687019,103.357665,85.427181,135.444852,102.642367
6,"1988",67.7390643,63.580553,63.386704,52.178821,57.6303,47.743934,68.593459,48.0026262,63.7927723,61.398056
7,"1988",63.9472801,71.632402,58.7918742,72.968606,72.85023,64.7372588,64.0235483,65.822167,79.6199201,88.781936
8,"1988",64.817252,85.2185619,70.347324,104.178766,52.6883036,93.362509,84.7991123,94.6273622,29.1840029,46.88829071
9,"1988",4.60684757,8.488335744,14.14020661,28.983516,1.7391811,22.77567345076,13.7092868,42.0248351,1.8654129,14.7093888
10,"1988",8.284084187,17.228732,12.8136142,23.55152329,3.0607156,8.73793003,55.10445614,11.27898706,9.49718594143,42.49993228
11,"1988",5.89271465,0,10.09934587,11.99300853,1.81001065,3.353032036,8.430043592,8.73400077,18.527251,35.69277398
12,"1988",8.02708013345,0.85047206,5.93692668,10.3242667,12.300417,0.8301771,27.75646027,15.656052879,16.19915516,61.20883082
13,"1988",0,0,0,0,0,0,0,0,0,0
14,"1988",0,0,0,0,0,0,0,0,0,0
15,"1988",0,0,0,0,0,0,0,0,0,0
16,"1988",0.00033978288,0,0,0,0.06650871,0,0.004279986,0,0.00049719441,0.00093475723
17,"1988",0,0,0,0,0,0,0.00010808396,0,0,0
18,"1988",0,0,0,0,0,0,0,0,0,8.0655758e-05
19,"1988",0,0,0,0,0,0,0,0,0,0
20,"1988",0,0,0,0,0,0,0,0,0,0
21,"1988",0,0,0,0,0,0,0,0,0,0
22,"1988",0,0,0,0,0,0,0,0,0,0
23,"1988",0,0,0,0,0,0,0,0,0,0
24,"1988",0,0,0,0.008301283,0,0,1.16789450533,0,0,0
25,"1988",0.00289857694,0.005663341,0.003133688,0.006530252,0.003243989,0.001596059,0.15329023021,0.01634948,0.00201881133,0.008736106
26,"1988",0.016981513,0.005663341,0.003133688,2.266541952,0.003243989,0.001596059,3.35142178,1.77089980256,0.14793696233,0.415891805
27,"1988",0,0,0,0.005185993,0,0,0.0370547,0,0,0
28,"1988",0.012339058,0.1215806,0.00026993116,1.18383699,0,0,8.85806637,0.06104871,0,0.915993
29,"1988",10.234477878,29.41360373,7.134298172,31.8725965,3.00488879,9.592866862,30.5379916,34.34813453,11.31073,14.424515631
30,"1988",22.993548727,31.910827874,15.523672734,25.2007994,13.21723429,9.71938478816,51.82613421,26.5173852,17.713773319,33.71105287117
31,"1988",36.51290178,65.1113376,26.5297911,57.760655,25.156905329,43.418856281,55.1598974,62.1206624,34.836522182,47.04802688
32,"1988",28.7557982773253,43.7387917408908,25.2192206655089,45.1964565522703,20.9081432168273,29.8043172063746,48.0443187765946,44.8982629532354,25.5159469563989,33.4979208898492
33,"1988",36.9961153039752,52.9029035663781,33.2765822120068,54.6351959034865,27.2630170104595,38.3570157335522,55.4848755716216,51.85954478026,30.4632116159903,41.4727771004785
34,"1988",54.3194106556724,69.1600454027838,50.2569493855646,75.3789708617297,42.1404153709459,59.0452746362584,69.7230577867027,74.6831344391646,42.8031129272632,51.5328618066486
35,"1988",67.6586587657911,80.542150739027,64.4182898954054,82.4552358313513,56.6527846204722,68.5044741724324,77.0334562021622,82.0216298883346,54.4910093221511,62.4126011205946
36,"1988",70.8322508529459,87.2161188114369,70.5797342275946,90.4935033875676,59.8046200652573,76.8255159833514,83.4318029283784,89.4296462058649,55.8137794522249,66.9445878473689
1,"1989",80.2306059243433,96.8256901466667,79.6723226686389,96.0863573443056,70.3580320645456,92.8431946111111,85.8473620232197,104.95436093,82.1187574592161,79.7817808917483
2,"1989",76.289227,69.7976694,86.050526,46.07789088,65.890924,89.823201,73.715077,60.140204,37.32967716913,63.8149588
3,"1989",90.333138,113.65752,104.518925,98.25627,96.700029,89.858134,109.615743,88.931884,86.953079,103.254343
4,"1989",127.288883,119.922323,110.833744,101.573705,153.3924549,107.920146,74.342185,95.572504,91.489662,68.264475
5,"1989",145.8408002,134.939146,110.1957627,144.246895,106.396959,141.048075,116.976469,129.083748,133.81857,124.907676
6,"1989",80.196993,60.7711112,83.438789,45.1909361,81.8035319,74.074422,23.0407849,51.689337,81.47425,39.51666259
7,"1989",29.4808029,42.21582639,62.2332105,73.874151,34.0382483,72.601096,58.69087,92.0910481,7.71152742,23.7727544
8,"1989",28.3402654,44.4349714,35.9560452,66.764884,12.171348831,49.815398,57.41757747,61.614629,24.582560691,43.0093639
9,"1989",51.599359,105.84121,63.867546,123.997361,37.767266278,101.29088,93.797299,124.558812,21.17027313,64.0637759
10,"1989",10.93660041,13.43596221,13.64896706,52.107108,7.592297,31.7512643,21.020725427484,77.117806,7.669347,14.18323116075
11,"1989",1.9996503,6.57252,10.522636,37.0119486,0,9.251568231,11.633408721,29.838642974,4.29061254,18.84155068
12,"1989",4.53077466,3.399242,1.626414221,15.49187376,0.07911506,0.641528386,20.34529833,2.119671173,25.071252273,49.82927692
13,"1989",0,0,0.1508828,0.07332336,0,0.005884718,0,0.19894879,0,0
14,"1989",0,0,0,0.06399395,0,0,0,0.20757977625,0,0
15,"1989",0,0,0,0,0,0,0,0,0,0
16,"1989",0,0,0,0,0,0,0,0,0,0
17,"1989",0,0,0,0,0,0,0,0,0,0
18,"1989",0,0,0,0,0,0,0,0,0,0
