"dekad","year","1","2","3","4","5","6","7","8","9","10","11"
6,"1995",81.55011,26.38153,76.8723,92.71957,91.62884,33.71251,85.87663,48.84727,85.78447,47.71098,118.5676
7,"1995",5.969784,5.291769,32.22206,80.36325,63.97094,3.1209,64.74638,25.84379,49.15751,14.91809,83.57265
8,"1995",1.007906,1.296076,16.49002,74.00312,44.92293,0.05620099,43.12436,10.94921,10.75249,3.767419,82.50141
9,"1995",70.22731,25.78882,57.70102,54.65705,45.28324,30.1642,87.1996,63.7311,59.82912,36.90565,68.11504
10,"1995",4.827437,1.776976,1.351058,4.951073,4.914703,1.125661,15.88742,5.190256,0.8699634,1.367837,14.61861
11,"1995",0,0,0.06062684,2.148986,1.131981,0.02044644,1.357919,1.302299,1.198054,0.1403729,3.845857
12,"1995",6.816795,2.56376,4.496519,0,1.150688,0.002170907,10.91835,1.0139224e-06,0,0.2983531,6.789502
13,"1995",0.5219164,0.004382479,0.1669886,0,0,0,0,0,0,0,0
14,"1995",0,0,0,1.01984,0.380147,0,0,0.007245835,0,0,0.1337913
15,"1995",0.2108466,0.9943612,0.0448573,0,0.06556322,0,0,0,0,0,2.6409589e-07
16,"1995",0,0,0,0,0,0,0,0,0,0,0
17,"1995",0,0,0,0,0,0,0,0,0,0,0
18,"1995",0,0,0,0,0,0,0,0,0,0,0
19,"1995",0,0,0,0,0,0,0,0,0,0,0
20,"1995",0,0,0,0,0,0,0,0,0,0,0
21,"1995",0,0,0,0,0,0,0,0,0,0,0
22,"1995",0,0,0.00071393797,0,0,0,0,0,0,0,0
23,"1995",0,0,0,0,0.00041842234,0,0.00017837045,0,0,0,0
24,"1995",0,0,0,0,0.00039757101,0,0.564023,0,0,0,0.2890945
25,"1995",0.00050979725,0.01923991,0,0,0,0.03527301,0,0,0.001363799,0.009924753,0
26,"1995",5.821651,0.4938995,8.927311,0,0.00103384,0.3251813,3.931021,0.00233385,0,0.6345966,0.8077133
27,"1995",0.1241387,0.06628168,0.01878479,0,0,0,0,0,0,0.041628,0
28,"1995",0.3115719,0,3.114627,0.2776031,0.04656401,0,9.377847,0,0.4450382,0.008604356,4.290853
29,"1995",1.819488,0.7634166,8.326694,0.08256491,0.08845095,0.05803521,25.54747,0,3.220014,0.4031526,15.45787
30,"1995",15.47173,37.43254,31.64125,0,3.684693,25.7014,10.25965,2.046771,7.436245,18.70759,11.95956
31,"1995",0.001132667,0,2.688287,0,0.001066815,0,2.185729,0.02433299,0,0,3.72578
32,"1995",24.95096,20.71259,46.25246,21.95176,21.33393,16.15633,51.62014,19.24238,57.24178,28.12632,40.86719
33,"1995",33.64095,38.33891,69.51109,0,12.14657,45.82839,55.96309,24.00692,74.21622,41.50782,30.69462
34,"1995",61.27813,32.88701,59.05967,35.58175,49.5291,39.46434,60.11668,53.17757,50.00199,45.99054,51.81393
35,"1995",37.57763,60.08345,70.18745,19.19071,47.63245,35.27365,67.55942,60.27111,79.55974,56.57735,59.23705
36,"1995",26.9098,33.36982,76.64992,79.01454,72.71823,66.18667,79.15895,110.1149,102.0125,76.62228,68.71804
1,"1996",53.00311,20.09842,76.98552,65.27447,78.54248,22.45634,83.94501,72.91135,72.37914,35.00863,112.7889
2,"1996",114.4138,97.48775,89.65269,87.61196,89.97401,111.5558,104.5799,86.64098,94.57861,95.48222,100.0846
3,"1996",49.28323,78.36668,70.7019,65.11621,78.16782,97.57413,72.67217,107.5102,108.7817,100.2493,77.67941
4,"1996",48.62467,70.59417,76.32053,87.25385,81.37713,104.8517,76.6846,70.46661,66.79967,72.62309,99.92734
5,"1996",63.3526,51.72141,83.97341,67.38293,97.03414,41.01621,107.3122,72.30224,74.32911,67.57219,129.372
6,"1996",37.78553,35.45556,104.7228,101.0433,76.38399,33.32109,64.55903,70.27099,83.30907,61.89759,69.64269
7,"1996",55.23097,58.90682,78.90205,32.47797,45.39291,85.40601,68.053,72.55339,87.50513,75.56609,32.94249
8,"1996",8.316904,4.719711,44.26329,123.96,95.965,12.99714,111.1984,70.37509,63.29754,28.89945,105.0532
9,"1996",4.696261,6.260762,22.3632,103.6033,59.88315,2.274701,95.90702,7.803445,11.24863,5.191606,119.7973
10,"1996",0.9716076,0.106736,3.572076,33.3096,32.74602,0.1953045,67.44141,5.328361,1.931116,1.165599,74.96249
11,"1996",0,0.1060975,1.16866,0,0.5117876,0,3.765083,0.07818957,0.8876194,0.04393847,2.453915
12,"1996",0.0238264,0,0.433255,0,0.02384048,0,1.478369,0.308851,3.936326,0.08776812,0.7958233
13,"1996",0.2881719,0.5661093,0.3034439,0,0.1340456,0.04796816,0.2994819,2.395135,0.030043,0.1545777,0.1318909
14,"1996",0.02151808,2.159991,0.4609819,20.90479,13.42753,2.348,17.44447,15.0018,9.046538,5.507878,19.00707
15,"1996",0.4301837,7.481122,2.480958,1.271575,0.7225774,11.52005,0.5838572,2.772407,8.997437,10.43899,1.240036
16,"1996",0,0,0,0,0,0,0,0,0,0,0
17,"1996",0,0,0,0,0,0,0,0,0,0,0
18,"1996",0,0.01245384,0,0,0,0,0,0.03237199,0,3.2910473e-05,0
19,"1996",0,0,0,0,0,0,0,0,0,0,0
20,"1996",0,0.02004893,7.5525822e-05,0,0,0.1296053,0,0.00014520073,0.00011235828,0.02467367,0
21,"1996",0,0.01253058,4.7203641e-05,0,0,0.05146292,0,9.0750458e-05,7.0223927e-05,0.01490342,0
22,"1996",0,0,0,0,0,0,0,0,0,0,0
23,"1996",0,0,0,0,0,0,0,0,0,0,0
24,"1996",0,0,0,0,0,0,0,0,0,0,0
25,"1996",0,0,0,0,0,0,0,0,0,0,0
26,"1996",0.4690972,0,6.966663,0.3764079,0.1827145,0,9.354062,0,0.04491496,0.01921529,5.096616
27,"1996",0.01001172,0.05441185,0.7281654,0,0.06290421,0.01946821,0.07405704,0.2679759,0.003917356,0.1678937,0.1240067
28,"1996",0,0,1.178224,2.643406,2.749838,0,1.68493,1.733674,0,0.05389786,1.144004
29,"1996",1.485353,4.8165321e-06,0.4489896,0,4.0853323e-07,0,1.993781,0,0,0,0.8229002
30,"1996",7.277013,0.5143831,18.8192,0,1.051729,0.07052304,10.39443,0.5386204,0.5606936,0.7483191,3.493283
31,"1996",16.18175,0.7099996,25.8394,0.3174824,0.7749988,0.1817719,16.17742,1.781964,1.685719,0.8452772,17.24338
32,"1996",40.80933,56.27267,54.39861,0.04475435,8.711109,39.70433,35.11929,11.82131,36.54435,48.79936,20.20086
33,"1996",50.68017,56.74927,52.63237,8.548676,11.34021,35.53514,34.94479,41.07063,40.63845,45.2742,42.48651
34,"1996",32.05805,18.84013,55.91334,31.9012,34.89212,17.33433,46.87852,37.18431,66.03429,40.91164,40.75291
35,"1996",41.43033,49.78835,96.14865,97.69895,93.7764,109.8418,67.6869,106.8266,129.116,121.7857,78.27816
36,"1996",62.71156,56.07568,89.21012,69.15965,76.84645,74.26147,124.9756,73.22869,110.5891,97.70967,101.1838
1,"1997",63.39524,57.33989,88.0727,11.88969,40.08125,86.80954,91.55186,57.68898,130.391,92.17645,58.43541
2,"1997",92.03004,130.3008,82.95861,54.05174,81.00304,113.3452,90.52038,125.4896,118.9592,102.0682,73.22261
3,"1997",55.8525,104.9105,62.06373,62.11406,86.01223,130.8708,73.56846,111.4131,105.5506,106.321,63.56668
4,"1997",88.23549,79.82233,83.37326,71.29234,92.22202,92.48434,60.43615,107.0998,89.22901,92.27946,74.00809
5,"1997",71.59946,96.71582,64.70982,54.08676,83.04253,120.9152,75.65837,103.9837,72.24284,100.2547,73.56106
6,"1997",10.35818,8.079124,23.84846,55.57851,71.30075,7.390962,98.5798,57.4202,29.93157,19.3913,89.00304
7,"1997",30.60009,60.35043,48.4543,6.23818,31.40679,19.96555,61.84853,39.92821,48.27332,35.90962,56.81386
8,"1997",51.7315,17.75707,66.56178,40.07715,36.35715,28.48725,84.94192,20.41663,58.33489,29.15756,60.21568
9,"1997",43.97778,42.90908,55.96577,28.60461,28.77313,42.82054,72.73148,25.88789,45.16111,43.36988,45.61139
10,"1997",19.2406,37.53809,32.72625,100.7671,96.60925,88.00858,84.08335,79.42546,64.5873,83.64656,125.3914
11,"1997",0.01362476,0,6.396654,0,1.314408,0,19.93485,1.148451,1.556985,0.1789924,13.76334
12,"1997",0,0,0.9238479,0,0.6698422,0,13.05452,0.2402712,3.195317,0,11.65945
13,"1997",1.448472,0.01397344,1.914026,0,0,0,0.03828523,0,0,0.06411726,1.019287
14,"1997",0,0,0,0,0,0,0,0,0,0,0
15,"1997",0.4579651,0.3446089,0.01137258,0,0,0.02718952,0,0.01418718,0.1576886,0.07616612,0
16,"1997",0,0.00080104469,0,0,0,0,0,0,0,0,0
17,"1997",0,0,0,0,0.00034798504,0,0.02402912,0,0,0,0.003313349
18,"1997",0,0,0,0,0,0,0,0,0,0,0
19,"1997",0,0,0,1.393058,0.3126561,0,0,0,0,0,0.05494593
20,"1997",0,0,0,0,0.07376061,0.005486139,0.03277478,0.09242598,0.005426237,0.1914988,0.00183935
21,"1997",0,0,0,0,0,0,0,0,0,0,0
22,"1997",0,0,0,0,0,0,0,0,0,0,0
23,"1997",0,0,0,0,0,0,0,0,0,0,0
24,"1997",0,0,0,0,0,0,0,0,0,0,0
25,"1997",0.3353523,0.02713605,0.4990862,0,0,0,0,0,0,0,0
26,"1997",3.29392,12.22672,3.283916,0.3560118,1.630814,7.591197,6.7753,4.916879,10.12717,13.87729,6.785192
27,"1997",0.0257789,0.01345275,0,0,0,0,0,0.4892375,0,0,0
28,"1997",1.124471,2.155335,7.46611,3.296351,5.284373,3.062223,14.54478,2.053056,5.322475,6.541358,13.65846
29,"1997",9.608054,6.216438,23.27044,0,5.469085,0.7409341,12.50403,2.442201,12.42904,4.128694,3.154279
30,"1997",6.849054,1.96107,4.811798,0.2981764,7.244271,0.1186162,7.756297,12.24677,0.4765837,0.6183083,8.975605
31,"1997",3.744525,3.881509,22.60632,6.690279,4.878651,5.728592,33.25728,3.727874,12.92237,4.879322,26.56036
32,"1997",32.56071,29.22297,79.20842,92.18359,64.14188,37.39222,53.15239,65.68557,69.36982,47.22951,53.70725
33,"1997",39.62453,34.90526,62.6118,28.16713,57.20594,62.57043,80.48689,76.50671,78.25826,68.6185,65.00992
34,"1997",37.52197,22.19217,69.30616,89.96095,78.45499,31.2458,100.7117,52.20072,89.08518,57.43744,102.3754
35,"1997",25.32298,14.80708,76.70264,160.9938,156.4107,31.64092,154.8847,107.62,122.1321,54.66513,151.2059
36,"1997",53.1232,36.38567,126.6321,108.9632,102.1404,53.00609,112.3243,73.10522,133.5136,90.94938,100.4402
1,"1998",75.30406,95.43019,94.48699,70.84986,85.60674,87.12186,113.7168,71.53082,142.0499,97.69824,118.2536
2,"1998",60.8455,38.97783,111.5049,81.73534,104.2012,53.81002,133.9603,94.56902,115.8242,66.15474,130.1557
3,"1998",106.0456,130.7286,118.7366,105,103.632,126.7932,82.04185,84.86636,122.9097,119.9562,113.4069
4,"1998",6.692048,9.879448,28.42769,109.7584,70.49391,31.77091,56.40869,46.40845,31.61422,22.55151,70.45656
5,"1998",37.65931,28.13387,72.98061,86.2656,58.58353,32.49364,70.57379,27.60258,70.55634,40.25024,82.9485
6,"1998",36.69207,19.8591,67.5429,58.30238,68.41233,22.25834,67.56742,46.57968,72.93501,38.29745,76.82618
7,"1998",20.37588,12.23457,53.80543,72.23285,71.47338,22.60337,114.3215,51.68724,80.35318,42.73956,106.8365
8,"1998",76.368,31.30599,114.0374,48.5419,58.82624,51.92642,79.32046,81.36375,130.7601,63.78048,74.11408
9,"1998",27.13824,2.507779,57.79327,54.56707,19.8557,2.400027,36.76974,27.87252,16.10469,7.544294,41.83219
10,"1998",11.85915,3.460601,10.28318,63.26481,41.57927,1.167367,40.60286,20.20418,5.076313,3.703833,74.29123
11,"1998",3.320188,0.529351,5.374833,30.41979,8.594357,0.2624046,47.11062,3.076523,0.06090094,5.816745,41.64154
12,"1998",0,0,0,0,3.3438966e-05,0,1.377923,0,0,0,0.7215043
13,"1998",0,0,0.5691298,0.7727933,0.4499558,0.02191568,0.005723334,0.4071334,0.218343,0.09157743,0.7041174
14,"1998",0,0,0,0,0,0,0,0,0,0,0
15,"1998",0,0,0,0,0,0,0,0,0,0,0
16,"1998",0,0,0,0,0,0,0,0,0,0,0
17,"1998",0,0,0,0,0,0,0,0,0,0,0
18,"1998",0,0,0,0,0,0,0,0,0,0,0
19,"1998",0,0,0,0,0,0,0,0,0,0,0
20,"1998",0,0,0,0,0,0,0,0,0,0,0
21,"1998",0,0,0,0,0,0,0,0,0,0,0
22,"1998",0,0,0,0,0,0,0,0,0,0,0
23,"1998",0,0,0.01882502,0,0,0,0,0,0,0,0
24,"1998",0.00018536265,0,0,0,0,0,0,0,0,0,0
25,"1998",0,0,0.01603511,0,0,0,0,0,0,0,0
26,"1998",0,0,0,0,0,0,0.00015847584,0,0,0,3.1892458e-05
27,"1998",3.273842,5.0228382e-06,2.317981,0,0,0,6.260859,0,0.04546047,5.3837584e-06,2.483602
28,"1998",4.441899,0.3397751,5.671017,0,0,0,2.024991,0,0,0.01093447,2.945427
29,"1998",1.297342,0.1312578,12.17671,0,1.9857262e-05,0.3994459,9.935462,0.464142,0.01518269,0.6397743,6.986512
30,"1998",5.543701,0.7748759,5.363907,0.07346007,1.449933,0,13.94522,1.67252,0.1069268,0.8681837,13.23869
31,"1998",13.30787,5.022394,31.94689,0,0.3745563,0.4643983,9.18518,3.751684,8.264264,6.663867,7.016311
32,"1998",39.57197,17.00357,48.14702,0,0.1571879,7.915634,17.66728,2.858634,22.85081,14.14892,11.92212
33,"1998",33.35024,42.02752,58.14456,46.82907,58.38132,55.85512,102.9935,65.02322,60.09528,55.3977,80.06375
34,"1998",87.28514,72.43623,90.99474,41.24157,63.33605,98.80095,84.70205,82.4652,128.1327,109.24,76.80357
35,"1998",48.5526,62.42283,70.28882,13.46307,22.77716,35.29721,74.62224,43.2877,76.08871,43.25044,45.82879
36,"1998",75.91432,84.83134,94.79198,71.77011,65.39003,103.6557,84.33245,61.81267,97.33857,86.4926,72.15192
1,"1999",57.74182,67.06593,74.716,56.18995,54.53692,98.15136,32.84109,71.65179,89.56463,83.22337,47.78284
2,"1999",77.67593,73.3764,105.9023,52.18093,96.55991,94.63625,107.2553,115.3554,100.7823,89.0572,97.55865
3,"1999",79.57417,77.62405,95.44054,76.341,88.72568,80.31943,94.81452,81.64355,104.695,77.24549,103.0471
4,"1999",70.66223,83.59613,71.96513,34.77612,69.65213,122.2709,69.16885,102.9478,70.70938,97.41069,62.61491
5,"1999",27.08028,35.5631,69.05113,36.13681,43.75822,52.48651,65.27739,51.90798,80.99089,49.93632,46.39181
6,"1999",22.51359,25.02392,51.96238,34.92237,46.37646,69.78609,55.63861,75.49945,74.20866,55.48595,42.35459
7,"1999",39.98548,10.22708,81.76908,93.22339,103.0358,20.21051,142.7552,66.64618,77.47511,51.23378,98.56425
8,"1999",60.46867,19.28506,91.54586,121.4202,84.85305,20.09363,112.8603,65.56745,112.7417,46.30069,83.08514
9,"1999",59.99908,22.37797,65.96284,104.1498,55.42418,5.961277,99.44913,31.37637,48.6941,26.81102,79.3621
10,"1999",4.331979,1.103274,6.006069,102.1131,31.55908,1.71982,71.75787,24.06004,3.857957,3.193773,94.47
11,"1999",0.6784647,0,6.062004,1.462457,4.04295,3.792186,13.24867,7.994411,10.85909,1.78589,3.490258
12,"1999",0.001856051,0,0.1555875,0,0.1312263,0,2.591964,0.001787586,0.008781717,0,0.9751579
13,"1999",0,0,0,1.268741,0.7773105,0,3.455084,0.1978132,0,0,2.076462
14,"1999",0,0,0,0.7750787,0.2889117,0,0,0.005506834,0,0,0.1016814
15,"1999",8.8735636e-05,0,0,0,0,0,0,0,0,0,0.003680538
16,"1999",0,0,0,0,8.4520929e-05,0,0.1175668,0,0,0,0.06022802
17,"1999",0,0,0,0.001967215,0.01392872,0,0,0.02282977,0,1.5762969e-07,1.9418334e-05
18,"1999",0,0.03445801,0,0,0,0.002761159,0,0,0,0.00011848608,0
19,"1999",0,0,0,0,0,0,0,0,0,0,0
20,"1999",0.3866924,0.01892761,0.05512936,0,0,0,0,0.00220564,0,0.00608509,0
21,"1999",0,0,0,0,0,0,0,0,0,5.9749487e-05,0
22,"1999",0.001426241,0,0.03953712,0,0,0,0,0,0.01200673,0.004387425,0
23,"1999",0,0.382785,0.00772213,0,0,0,0,0,0,0.00066610589,0
24,"1999",0,0.2291086,0.954459,0,0.00053102395,0.05493765,3.044726,0,0.7569327,0.02557857,1.258817
25,"1999",0,0,0,0,0,0,0,0,0,0.00026523293,0
26,"1999",0,0,0.0601402,0,0,0,0.2184843,0,0,0,3.2552496e-05
27,"1999",2.204978,8.1972263e-05,4.217413,0,0,0,17.50662,0,0,0,8.407497
28,"1999",4.961592,0,5.637084,0,0,0,1.42008,0,0.03693421,0.00083593122,0.04445772
29,"1999",0.6736718,0.1052567,5.597752,0.2782635,0.9988417,0.0358405,20.85697,0,0.1448922,0.2371863,21.72767
30,"1999",7.540666,6.903686,19.64351,0,1.08763,15.36355,17.01653,4.433784,2.654495,5.768388,10.91115
31,"1999",16.86035,6.382689,24.2726,0.5057222,9.11586,4.454998,22.37681,7.090602,26.87222,8.80721,27.93155
32,"1999",18.76579,13.5854,36.08047,45.36095,29.34908,18.27365,51.33801,29.74184,34.51987,17.32982,43.53613
33,"1999",36.33336,37.27794,54.01537,27.93901,31.85545,24.0076,38.51022,41.42856,48.5596,35.66716,35.21018
34,"1999",45.14101,48.11003,56.46798,0.2007776,7.191871,40.35527,28.83324,9.884306,54.02451,49.91449,16.08024
35,"1999",55.74139,31.48303,74.86405,98.91863,81.48562,30.66703,109.5098,46.08021,66.40414,46.87742,119.2638
36,"1999",38.95312,23.97486,55.75694,25.83842,33.04086,20.01192,27.15707,47.86475,41.64988,29.20794,23.62859
1,"2000",72.51015,46.37419,79.00641,71.63014,87.99172,54.29198,98.30856,66.66752,68.79072,57.11254,95.96832
2,"2000",52.48386,69.25847,60.9942,53.42872,68.02997,98.7454,74.24009,81.6946,82.53979,90.6515,76.51394
3,"2000",76.21609,51.28558,84.84924,33.35987,57.79298,76.15942,55.79869,63.59573,131.2215,84.61389,39.07005
4,"2000",52.4323,44.67351,61.75396,26.31664,43.98571,58.62388,73.01334,68.79868,79.77023,58.90214,52.21788
5,"2000",68.10608,97.55623,71.53552,45.52751,76.03935,85.33694,81.4728,100.5004,88.14672,102.8783,71.25912
6,"2000",69.83799,78.90414,74.84731,65.89088,59.27707,56.51833,44.43795,60.44525,89.74136,61.79264,62.17453
7,"2000",105.6481,45.2293,102.5112,118.0359,109.6922,78.76109,113.2783,78.65619,109.7337,87.15833,82.02328
8,"2000",83.56744,66.86598,50.65214,61.543,67.91969,72.61927,56.14315,68.11724,55.98477,70.23205,62.9015
9,"2000",30.83807,19.08287,45.97913,95.7358,54.88515,23.23659,99.06799,39.90992,61.61036,36.48519,87.08839
10,"2000",12.29382,11.09859,13.17005,45.47915,12.85441,7.161415,38.9652,9.704515,2.292494,3.739845,56.05875
11,"2000",0.01577717,0.1647214,3.683189,8.896352,5.198101,0.827049,8.530327,10.28122,2.1582,0.2441947,7.77659
12,"2000",0.2795992,0,0.6349379,1.9966,1.045392,0,0.5775341,1.108516,1.007594,0.08542446,1.258344
13,"2000",1.038677,15.35399,3.179052,0.9927225,0.3611113,2.210582,0.09765345,0.0631147,1.080634,3.012151,1.601606
14,"2000",0,3.543535,0,0,0,0.3155156,0,0,0,0.1451766,0
15,"2000",0.00058709434,0.00093516917,0,0.02286837,0.004340747,0,0.001377902,0,0,0,0.03006903
16,"2000",0,0,0,0,0,0,0,0,0,0,0
17,"2000",0,0,0,0,0,0,0,0,0,0,0
18,"2000",0,0,0,0,0,0,0,0,0,0,0.00039311135
19,"2000",0,0.002285204,0,0,0,0,0,0,0,0,0
20,"2000",0,0,0,0,0,0,0,0,0,0,0
21,"2000",0,0,0,0,0,0,0,0,0,0,0
22,"2000",0,0,0,0.3430255,0.06513552,0,0.02066854,0,0,0,0.4510354
23,"2000",0,0,0,0,0,0,0,0,0,0,0
24,"2000",0,0,0,0,0,0,0,0,0,0,0
25,"2000",0.1074627,0.146026,0.03428124,0,0.00011832931,0.01250952,0.17208,0,0.001515355,0.01488369,0.09453723
26,"2000",1.611471,0.132453,3.524132,0,0,0,0.6731182,0,0,2.7259858e-07,0
27,"2000",0,0.00046800348,0,0,0.001255374,0.01000226,0,0.01225686,0,8.5567e-05,0
28,"2000",0.01595946,0,1.507606,0,0,0,3.441837,0,0,0,1.531659
29,"2000",0.2987475,0,2.164989,1.044102,0.2064607,0,5.406079,0.00090436876,0.3935458,0.1388143,10.21023
30,"2000",9.431512,7.593806,13.98443,0.4501961,4.21659,8.323371,6.8241,7.397291,12.47762,3.562338,6.549879
31,"2000",18.74294,17.66302,52.37997,58.01982,62.47938,20.21298,47.82011,67.22503,53.36348,28.61689,57.67593
32,"2000",9.951379,14.95887,36.93274,107.225,60.00497,28.66111,59.06265,38.52124,34.66998,31.48005,68.3176
33,"2000",59.58162,30.95187,57.7413,59.43791,58.8018,49.69921,67.04308,61.14307,56.09331,59.75372,73.62606
34,"2000",58.63208,53.07568,102.557,83.50958,82.79407,26.8822,95.64633,58.79651,96.83004,58.7616,70.29248
35,"2000",80.67262,62.06279,123.6878,50.41415,55.28525,51.25067,107.5208,71.58661,136.9183,92.2799,68.71033
36,"2000",58.7438,50.92887,70.13253,154.8329,140.7403,84.30517,97.07703,103.6086,97.8604,94.82819,113.0273
1,"2001",43.43798,30.44271,112.1663,86.9661,106.5687,40.28244,131.4246,78.28667,146.8783,88.02662,122.1849
2,"2001",42.32027,43.46592,98.45431,79.66005,94.31603,63.93593,107.8755,95.03074,123.0147,76.29436,105.1745
3,"2001",57.40965,36.61349,91.64473,50.57075,73.48073,67.0405,82.70645,75.4866,89.10207,66.45551,79.5344
4,"2001",96.56489,109.4829,94.86781,40.88627,64.56451,91.40249,80.88496,87.49501,95.17057,99.01015,46.241
5,"2001",70.30346,98.04583,76.56706,65.31555,73.626,131.7056,76.80795,73.24709,136.2733,109.0026,72.91982
6,"2001",93.13277,61.60192,59.17792,47.07,54.77975,65.10077,81.01855,44.32475,84.85029,63.09112,72.25108
7,"2001",56.79279,58.14645,63.4374,47.97337,59.86167,46.38774,78.57799,79.11013,69.23269,58.32682,69.88133
8,"2001",38.0164,36.45644,75.22501,100.8568,73.11139,82.33897,60.4574,84.47182,101.8625,76.5891,62.35452
9,"2001",54.48541,38.12095,79.33824,120.6101,61.49346,34.91527,99.56454,55.67216,92.66862,48.52102,87.25951
10,"2001",23.78333,13.07442,20.16369,0,9.368887,1.89369,18.00623,10.21828,12.58485,11.18247,21.7868
11,"2001",10.50323,0.8675887,2.143906,0,6.394195,0.00058148382,14.39953,1.393223,0.2002456,0.0302359,16.69646
12,"2001",9.209531,1.708691,6.682939,0,2.363605,0.08023141,16.01776,1.461606,0.4183109,0.1987428,6.950539
13,"2001",0,0,0,0.1153797,0.03934892,0,1.528138,0.00090296252,0,0,0.8630432
14,"2001",0,0,0,0,0,0,0.009367445,0,0,0,0.007580503
15,"2001",0,0,0,7.204691,2.426934,0,0.00022307149,0.1071355,0,2.1598693e-05,1.2632
16,"2001",0,0,0,0,0.00032117954,0,0.4467539,0,0,0,0.2288665
17,"2001",0,0,0,0,0,0,0,0,0,0,0
18,"2001",0,0,0,0,0,0.003434005,0,0,0,0,0
19,"2001",0,0,0,0,0,0,0,0,0,0,0
20,"2001",0,0,0,0,0,0,0,0,0,0,0
21,"2001",0,0.04485674,0,0,0.2262435,0,0,0.008317966,0,0,0
22,"2001",0.277188,1.043477,0,0,0,0,0,0,0,0,0
23,"2001",0,0,0,0,0,0,0,0,0,0,0
24,"2001",0.0114265,0,0.1525781,0,0,0,0,0,0,0,0
25,"2001",0,0,0,0,0,0,0,0,0,0,0
26,"2001",0.1828058,1.160495,7.766149,0.8872135,1.314758,0.1212988,7.247677,0.00052531081,4.875446,0.4464339,6.168032
27,"2001",1.086375,0.2784568,2.876133,0,0,0,0.0203675,0,0,0.07459398,0.007480561
28,"2001",0,0,0.06332686,0.3609637,0.486242,0.00318701,1.434605,0.9775846,0,0.007560056,2.583181
29,"2001",10.97802,2.696614,14.03914,2.990201,5.039903,2.976871,10.71945,1.562478,9.815598,4.429449,13.4919
30,"2001",33.62475,7.1089,45.10924,0.6311786,12.4689,0.7574447,19.44715,2.222696,40.92451,12.73711,17.92292
31,"2001",35.52462,23.24804,38.92589,16.93747,15.22239,20.78882,51.58381,4.927326,21.8263,18.2043,40.60922
32,"2001",60.3327,52.63923,69.32543,12.89285,35.33506,50.8823,93.78364,44.86116,78.10603,51.34306,64.68262
33,"2001",56.37012,29.15704,41.22276,1.052731,7.650919,3.883876,20.35314,9.999475,22.3538,16.20997,7.402113
34,"2001",47.54014,66.82668,71.25307,48.19103,42.45,65.43407,62.5403,46.12315,89.46494,73.98337,61.65759
35,"2001",44.59286,42.96761,80.89383,29.83053,34.02747,42.63852,68.01183,37.63915,97.38625,53.9388,60.7062
36,"2001",33.77777,38.80774,73.69672,123.8912,113.8365,74.05419,81.60116,85.81187,77.19852,75.86229,116.8318
1,"2002",21.68909,12.6082,45.00704,71.25348,72.86801,8.657917,99.4229,78.03763,39.52163,22.91169,78.55641
2,"2002",75.19569,51.20261,127.1744,91.03822,105.9809,55.32901,146.1114,142.9929,159.7034,99.5715,109.4636
3,"2002",58.65234,38.81065,81.9669,70.67607,65.41336,54.10662,93.72342,53.66731,68.85835,49.6865,78.91306
4,"2002",49.88161,34.3042,67.0015,55.63868,76.55443,35.10967,79.58562,86.66455,63.73407,42.85162,89.76134
5,"2002",66.16492,22.21751,55.43668,57.1501,64.83369,21.08977,82.80349,26.75065,61.9124,43.44732,85.19321
6,"2002",5.664426,0.02731478,32.92677,21.8852,30.60376,0.09079769,81.14386,27.83666,49.50447,14.57193,35.71974
7,"2002",29.906,15.58756,41.16834,63.53314,56.80993,18.59632,85.82438,41.63294,33.08937,21.78475,111.7547
8,"2002",31.52036,12.0336,41.68522,62.07385,35.33662,26.07006,78.85166,48.50764,53.05064,38.37892,53.37845
9,"2002",21.61557,5.604821,46.83115,89.38861,69.1808,4.931561,100.7206,36.01184,38.75594,15.34479,90.50221
10,"2002",8.397477,4.521136,5.914581,4.984931,11.83348,0.7084458,32.20889,6.950297,9.018529,3.189982,28.08151
11,"2002",47.75636,81.16527,43.03569,0,4.923776,66.06422,41.71945,13.60981,51.42846,46.52721,12.8381
12,"2002",0,0,0,2.181619,0.8886149,0,6.382421,0.03787271,0,0,10.47447
13,"2002",0,0,0,0,0,0,0,0,0,0,0
14,"2002",0,0,0,0,0,0,0,0,0,0,0
15,"2002",0.007165023,0.04822898,0.02765974,0,0.03142075,0.0105824,0.004876036,0.1270645,0,0.007041718,0.00061820057
16,"2002",0,0,0.4281615,0,3.1787044e-05,0,0.007730847,0,0.2945434,0.008733526,0
17,"2002",0,0,0,0.01095703,0.2432109,0.005505968,0.01557857,0.05377471,0,0.01749241,0.02628992
18,"2002",0,0,0,0,0,0,0,0,0,0,0
19,"2002",0.003321216,0.08532684,0,0,0,0.02744495,0,0,0,0.00040489106,0
20,"2002",0,0,0,0,3.5429077e-06,0.02285128,0,0.02335414,0,0.004681604,0
21,"2002",0,0,0,0,0,0,0,0,0,0,0
22,"2002",0,0,0,0.734285,0.2737058,0,0,0.005217001,0,0,0.09632972
23,"2002",0,0,0,0.3671425,0.1368529,0,0,0.002608501,0,0,0.04816486
24,"2002",0,0,0,0,0,0,0,0,0,0,0
25,"2002",0.449722,2.51337,0.9526451,0.06500362,0.7934276,0.008822204,0.6602036,1.636745,0.2192939,0.3064301,1.310409
