"dekad","year","1","2","3","4","5","6","7","8","9","10","11"
25,"1987",0.3384764,0,0.4691814,0,0,0,0,0,0,0,0
26,"1987",0,0,0.02904023,0,0,0,0.3784036,0,0,0,0.03155491
27,"1987",4.30913,0.25953,10.94703,0.009362921,0.175249,0.570796,11.62992,0,6.126766,1.372662,7.235489
28,"1987",8.289171,8.208529,19.42221,2.462134,4.356411,5.208592,7.749008,0.5134406,9.010422,7.443444,11.74092
29,"1987",13.10971,2.52216,11.66179,0,0.1037783,0.2052967,11.91073,0.03805429,0.005969236,1.436946,12.50335
30,"1987",3.556091,0.0552299,4.682098,0.05385607,1.458967,0.5833075,16.87923,2.438023,3.397289,0.8295691,10.9781
31,"1987",15.68427,3.639551,23.52007,0,2.651685,6.447989,28.98721,5.303807,7.488975,5.178336,19.25374
32,"1987",8.473463,0.4909032,10.70205,5.886841,0.2397892,0.1182096,17.90199,0.1350222,0.001885772,0.00154972,16.22249
33,"1987",39.34442,27.95783,84.74742,24.28604,41.28965,19.04211,60.90496,33.87255,69.46761,42.32408,37.63713
34,"1987",88.53128,89.83139,72.11906,64.42474,73.44095,81.53374,64.32167,53.93933,83.86658,80.28881,84.28604
35,"1987",53.59196,51.02044,76.32052,28.38396,41.19804,50.28636,51.52098,34.72448,72.98176,66.45374,48.74007
36,"1987",78.1973,57.56646,90.79827,24.27624,36.32711,51.71451,36.85875,32.1481,48.60124,54.63063,47.89182
1,"1988",25.62115,29.3862,68.50536,50.93093,58.00665,33.04952,59.17537,30.73348,68.18841,39.87549,72.5475
2,"1988",67.40446,37.7463,97.60159,40.45758,68.16464,27.09834,106.3671,79.84899,92.23798,46.39087,81.50301
3,"1988",65.3958,52.21408,94.53728,81.46111,100.9236,76.12695,67.38416,97.7028,136.5967,92.90778,57.59724
4,"1988",20.86067,9.818424,73.99484,73.33968,118.5906,15.01834,102.1029,95.87396,84.42562,42.63372,137.0862
5,"1988",73.8864,101.7069,81.0713,37.66763,83.57483,99.88893,92.6235,134.1674,120.1893,112.7819,77.08649
6,"1988",65.1996,67.14366,70.7503,51.70964,52.16359,60.56641,55.25446,57.79869,53.43843,71.01205,48.80745
7,"1988",88.03959,67.87321,72.89896,48.94035,69.28828,61.82335,66.63387,81.17663,83.63581,59.23024,61.26873
8,"1988",45.11697,35.86716,114.3497,123.8964,131.4784,68.84199,114.6295,131.8286,99.93778,84.84885,101.389
9,"1988",23.21023,5.356751,27.36118,25.79917,26.25005,2.69347,46.87874,14.55188,11.35587,7.041106,50.37926
10,"1988",38.67099,4.796022,47.34077,12.51404,11.46721,1.062838,30.03533,10.79768,9.863205,4.221022,20.36027
11,"1988",17.49846,10.34943,3.841805,3.865765,3.845922,0.08800976,7.383388,8.936133,0,2.786132,6.484334
12,"1988",29.60898,7.002512,8.498281,6.29828,5.601007,3.496545,7.923686,5.650286,1.070573,3.266015,22.42122
13,"1988",0,0,0,0.734285,0.187191,0,0,0.02730719,0,0,0.03472965
14,"1988",0.004386791,1.246859,0,0,0,0.00041786791,0,0,0,0.06722623,0
15,"1988",0,0,0,0,0,0,0,0,0,0,0
16,"1988",0.6069564,0.07416812,3.127053,0,0,5.3396848e-06,0,0,0.1112081,0.03796634,0
17,"1988",0,0,0.00010946958,0,0,0,0,0,0,0,0
18,"1988",0,0.4239732,0,0,0.006007378,0,0,0.005605665,0,0.01459822,0
19,"1988",0,0.004077328,4.3068226e-06,0.08003929,0.1052976,0.02676557,0.004822658,1.000911,0.00015810362,0.01471403,0.1050892
20,"1988",0,0,0,0,0,0,0,0,0,0,0
21,"1988",0,0,0,0,0,0,0,0,0,0,0
22,"1988",0,0,0,0,0,0,0,0,0,0,0
23,"1988",0,0,0,0,0,0,0,0,0,0,0
24,"1988",0.1597438,0.001271341,0.5031084,0,0.00158124,0,0.4447232,0.00022854489,0.2387601,0.05532495,0.2039073
25,"1988",0.002829569,0.00091681379,0.08592387,0,0.00072997599,0,0.004580279,0.00095598836,0.002743322,0.00075942039,0.008939164
26,"1988",5.054925,0.3661476,7.656918,0,0.002114282,0.009898392,4.819896,0.004283072,0.01184417,0.1917218,3.507144
27,"1988",0,0,0.0223398,0,0,0,0.006472346,0,0,0,0
28,"1988",0.3460164,0,3.00432,0,0,0,0.2915646,0,0.0150632,0,0.01633261
29,"1988",22.44393,15.57051,23.10964,0,11.53027,2.591226,26.02927,8.3561,19.52798,8.638003,28.73051
30,"1988",28.30884,11.83946,42.17962,0.1272136,6.709828,2.748343,36.14176,19.73428,15.91877,11.09678,17.79006
31,"1988",35.18605,22.12189,56.12258,15.65748,44.18408,3.644279,60.74429,13.36312,47.08458,20.38073,64.56233
32,"1988",7.142016,2.236385,15.9572,10.34712,9.272541,0.6886907,17.91708,1.653234,10.04918,1.550915,17.49885
33,"1988",19.27814,18.62353,34.21875,64.73177,40.36894,15.10511,58.33177,18.35939,74.17875,31.0415,64.33202
34,"1988",76.08852,63.15018,69.01115,49.96308,42.33986,63.16568,42.52571,39.28606,79.18317,65.96958,45.47432
35,"1988",50.43373,40.81868,50.20343,90.47221,66.04968,24.54448,95.2041,56.10311,62.67294,46.55417,57.52847
36,"1988",58.93375,27.9597,74.62969,49.55157,57.86484,21.94374,72.4542,59.6809,64.37258,48.05757,79.41496
1,"1989",87.7795,75.9088,103.3525,95.77621,108.8021,55.5346,128.6259,106.4968,101.7166,73.1736,125.1461
2,"1989",77.89473,56.9043,92.19653,57.17467,77.50879,106.2159,40.98304,128.5792,82.18222,93.70211,46.68563
3,"1989",84.00177,119.3399,93.8478,43.5331,85.00571,112.0031,86.76491,138.735,135.5706,121.9862,73.10382
4,"1989",79.35098,107.0015,64.89469,60.9135,112.2527,207.5405,93.18628,128.8265,105.3688,135.2825,96.72461
5,"1989",92.67182,104.206,95.12704,93.44599,119.3122,110.0381,134.5118,85.33618,125.3663,132.4531,101.5689
6,"1989",54.36367,115.024,26.50382,39.60063,52.08848,70.8961,29.46503,77.40195,39.9725,60.8361,31.8519
7,"1989",18.40369,10.88593,50.00313,74.67576,68.06558,39.32765,68.95968,55.93478,40.04573,32.17733,75.48186
8,"1989",44.1275,17.20209,44.15096,38.80056,40.69455,5.377385,51.99035,34.93647,42.47147,26.00258,46.77349
9,"1989",70.35715,28.26436,125.3387,133.2455,96.1236,69.16494,127.6396,83.46182,119.5955,69.4655,126.3098
10,"1989",11.12239,4.562719,29.1116,162.9368,57.77366,2.685626,60.84307,18.56365,6.773798,6.271061,113.3906
11,"1989",9.896253,1.17139,7.786396,25.59835,7.965584,0.1272195,38.19956,2.019898,7.990485,1.441848,38.60229
12,"1989",22.13159,11.94972,9.586961,2.562532,1.637377,1.018503,8.582609,1.621342,3.342117,3.158094,5.311638
13,"1989",0,0.003196924,0.002496794,6.641881,2.475668,0.006959084,0.5066849,0.1159704,0.2417405,0.03424691,1.410814
14,"1989",0,0,0,0,0,0,0.09622407,0,0,0,0.2782445
15,"1989",0,0,0,0,0.009616555,0,0,0.07053176,0,1.0528275e-06,0
16,"1989",0,0,0,0,0,0,0,0,0,0,0
17,"1989",0,0,0,0,0,0,0,0,0,0,0
18,"1989",0,0,0,0,0,0,0,0,0,0,0
19,"1989",0,0,0,0,0,0,0,0,0,0,0
20,"1989",0,0,0.00010918381,0,0,0,0.00066490751,0,0.2710603,0,0
21,"1989",0,0.02148926,0,0,0,0,0,0,0,0.00056370767,0
22,"1989",0,0.00080529158,0,0,0,0.0331594,0,0.03718647,0,0.004846832,0
23,"1989",0,0,0,0,0,0,0,0,0,0,0
24,"1989",0,0,0,0,0,0,0,0,0,0,0
25,"1989",0,0,0,0,0,0,0,0,0,0,0
26,"1989",0.02232533,0,1.092251,0,0,0,0,0,0,0,0
27,"1989",0.1030148,0,0.4687192,1.89433,0.2029373,0,0.5594839,0,0,0,0.2171204
28,"1989",7.607527,2.25509,21.81129,1.377519,0.6388114,0.5780343,12.50367,0.08403179,1.590477,2.324895,7.582633
29,"1989",11.18464,1.26766,3.237901,4.579005,2.575269,0.0427134,7.33623,0.3841388,0.3880372,0.09144423,16.34319
30,"1989",9.961899,8.056909,20.92281,0,1.193603,1.235483,24.87448,0.6854244,6.390118,5.667625,16.53293
31,"1989",16.80101,7.967161,37.50987,0,1.24475,1.87569,12.42574,1.272988,5.719506,5.843597,10.21237
32,"1989",15.23218,25.62696,40.51602,70.5829,64.08608,27.72022,70.13081,71.31573,63.60041,34.76302,81.22721
33,"1989",9.187916,15.19957,28.88458,31.70211,43.87278,17.63253,74.89545,36.65334,37.35044,20.9261,76.8155
34,"1989",40.86233,30.38045,70.95189,53.86932,76.11877,42.0965,75.90102,87.05278,95.22217,65.91064,56.60444
35,"1989",46.45844,25.40162,76.27777,83.09492,78.8651,34.17345,120.8404,52.56888,74.60702,44.53339,101.2243
36,"1989",95.25037,71.87444,106.1134,70.29617,94.04657,87.65729,105.0091,94.11147,131.1919,103.6774,114.5641
1,"1990",110.5423,101.3732,101.5061,92.70627,87.86316,109.4459,78.47803,99.21834,98.95412,130.7703,75.2179
2,"1990",60.23941,87.05437,78.73241,69.47405,97.96053,135.7415,101.575,101.5292,68.09859,92.78232,78.94999
3,"1990",92.84704,88.18134,83.73899,18.87256,39.91201,48.86013,67.06319,54.15993,91.34482,75.01234,43.54536
4,"1990",90.22218,83.20083,121.3161,35.61742,60.84541,100.5716,110.1615,92.6987,120.0555,93.57195,87.75717
5,"1990",26.34271,41.05501,72.20999,110.4826,87.18428,47.1021,116.2855,82.5617,93.72513,72.11024,100.5163
6,"1990",30.46691,14.60126,55.63121,95.5004,105.7141,19.78732,73.4742,50.14268,58.61932,38.79298,79.96185
7,"1990",11.07251,2.345584,11.88472,48.83266,15.60482,0.4325629,39.80857,7.220705,8.199432,3.004387,59.75964
8,"1990",15.7679,3.353515,20.51793,14.0501,18.2108,1.937203,35.28906,10.14662,14.65685,6.396563,48.95984
9,"1990",54.31566,29.26024,109.4922,69.3846,56.48816,32.79852,101.6245,52.95686,94.03029,54.1018,72.22065
10,"1990",66.21149,30.60315,65.70821,40.74746,34.60703,6.439527,86.93269,17.04397,34.10154,18.69521,111.8306
11,"1990",0.274166,0.04399324,12.99608,17.7613,6.763825,0.03553549,21.76593,0.8538502,6.678647,1.983009,16.94645
12,"1990",7.916838,24.64685,27.128,5.673279,7.965305,34.04521,11.96089,11.44136,28.55379,23.152,7.277966
13,"1990",0.261517,0,15.2692,14.4258,8.558406,0.1231816,19.17762,13.76005,17.57271,2.71556,22.11594
14,"1990",0.3001308,0.3404382,1.116476,3.115126,1.171583,0.00011194663,3.660787,0.02202734,0,0.01767868,4.055816
15,"1990",0,0,0,0,0,0,0,0,0,0,0
16,"1990",0,0,0,0,0,0,0,0,0,0,0
17,"1990",0,0,0,0,0,0,0,0,0,0,0
18,"1990",0,0,0,0,0,0,0,0,0,0,0
19,"1990",0,0,0,0,0,0,0,0,0,0,0
20,"1990",0,0,0,0,0,0,0,0,0,0,0
21,"1990",0,0,0,0,0,0,0,0,0,0,0
22,"1990",0,0,0,0,0,0,0,0,0,0,0
23,"1990",0,0,0,0,0.01283351,0.001116855,0.005840422,0.01639638,0.002918861,0.03753214,0.00031988704
24,"1990",0,0,0,0,0,0,0,0,0,0,0
25,"1990",0,0,0,0,0,0,0,0,0,0,0
26,"1990",0.9881077,0.1315989,3.514576,0.1987025,1.177597,0.3137946,3.232716,0.290244,0.4407269,0.2092044,3.122318
27,"1990",0.4290433,0.06508203,0.407122,0,0,0.6458889,2.692932,0,0.05535911,0.005292938,1.919602
28,"1990",33.13195,3.735741,32.74776,0,0,0.4168031,5.735648,0,12.39799,9.231563,0.8469757
29,"1990",8.846024,3.222151,28.03064,0,6.558585,3.458766,17.31602,0.3674269,20.72003,3.144191,22.86139
30,"1990",10.99774,1.353721,8.05602,3.118244,0.7935054,0.01088974,15.12364,0.6433297,0.1384519,0.414811,11.09729
31,"1990",3.746375,0.1444984,5.384137,0.821942,0.5376588,0,5.675564,0.00096979964,0.04574557,0.002255544,6.01409
32,"1990",27.11153,6.324351,34.20403,12.31924,10.76189,4.774744,18.90107,13.17694,24.11628,12.33588,23.99962
33,"1990",29.59901,18.05873,49.37663,32.73848,26.38309,30.26317,42.28004,24.12262,63.16654,38.30863,34.82982
34,"1990",49.89717,17.25615,58.59239,52.53324,38.44357,16.40372,48.98386,30.89409,55.49388,34.52848,41.99883
35,"1990",43.98628,53.66982,68.20747,47.9454,55.56252,46.93167,94.77208,37.60096,78.55383,60.3475,82.15677
36,"1990",75.96419,63.87145,106.2233,39.63311,50.85435,84.07533,87.52553,62.76179,99.28559,79.1917,77.41425
1,"1991",71.82339,60.23658,98.04459,69.24797,109.0555,65.43971,95.33373,104.0137,90.73173,73.07856,129.005
2,"1991",65.01154,39.34296,112.6302,31.10348,58.34641,71.53599,76.86103,62.14822,117.0243,65.56532,77.40228
3,"1991",98.86348,49.09039,124.9351,60.77198,79.74859,77.6899,113.1018,90.87761,172.6843,108.4264,112.3831
4,"1991",101.9819,55.03652,82.90067,110.4473,94.06899,77.97218,81.68645,61.9164,81.37254,70.55882,89.60751
5,"1991",42.08061,37.43817,53.67168,49.70237,53.41093,63.98616,42.21887,65.45959,65.04694,52.94138,49.76348
6,"1991",15.57651,15.5797,41.81494,48.26927,52.59916,29.29072,77.61054,43.21313,32.68012,25.60905,86.13353
7,"1991",19.15877,8.240646,49.5603,66.10975,52.11007,12.54815,102.3569,31.98139,61.6721,16.60113,111.4272
8,"1991",59.97336,51.63404,68.08224,47.81675,36.46959,31.40419,53.82786,41.77792,70.67229,54.49168,62.16856
9,"1991",39.04559,31.48282,36.16446,182.5385,67.86936,22.11472,100.5127,23.80459,34.67879,20.03711,129.6595
10,"1991",1.423358,1.078786,16.19217,92.45524,48.43765,14.41838,61.44082,31.83737,32.44665,15.35695,71.55189
11,"1991",0,0,0.01143093,4.128276,7.36977,0,19.10153,0.1709145,0.001305061,0.03319966,22.30373
12,"1991",0,0.006522711,0.006210554,0,0.2581159,0,5.033705,0,0,0,6.01851
13,"1991",6.5153899e-06,0,2.149935,5.398383,1.639139,0,0.8360367,0.781859,3.590971,0.1866581,3.074775
14,"1991",0,0,0,1.64605,0.4856317,0,5.431018,0.08681206,0,0,4.296498
15,"1991",0,0,0,0.001929694,0.02683507,0.006621657,1.362494,0.1194468,0,0.01800899,1.095548
16,"1991",0,0,0,0,0,0,0,0,0,0,0
17,"1991",0.00020462925,0.009934717,0,0,0,0,0,0,0,0,0
18,"1991",0,0,0,0,0,0,0,0,0,0,0
19,"1991",0,0,0,0,0,0,0,0,0,0,0
20,"1991",0,0,0.00010918381,0,0,0,0.00066490751,0,0.2710603,0,0
21,"1991",0,0,0,0,0,0,0,0,0,0,0
22,"1991",0,0,0,0,0,0,0,0,0,0,0
23,"1991",0.00014230686,0,0.5313642,0,0,0,0,0,0,0,0
24,"1991",0,0,0,0,0,0,0,0,0,0,0
25,"1991",0,0,0.1792484,0,0,0,0,0,0,0,0
26,"1991",0.4333028,0.09014,3.992185,0,0,0.3404301,1.853061,0,0.0355326,0.07894283,0.6278214
27,"1991",0,0,0.6856725,0.4329939,0.1758549,0.00074212259,0.3810988,0.08104721,0.003581464,0.009322761,0.1113653
28,"1991",0.5183918,0.2134318,2.259942,0,0,0.006006551,2.172123,0,0,0.00077774771,3.732216
29,"1991",21.23155,16.75903,42.90122,10.49719,12.27796,13.41304,28.79484,8.56007,46.14656,31.92373,39.7131
30,"1991",9.152156,4.695986,28.2097,1.428508,6.137015,6.611495,24.35404,17.41652,12.65893,5.980508,11.2064
31,"1991",26.41351,5.923886,24.99948,18.77871,12.26093,0.3462448,16.42799,13.77484,8.920268,4.860779,22.20426
32,"1991",32.91325,35.2212,57.02131,19.23987,29.61641,50.76525,39.04063,46.39928,52.67221,41.54007,32.43485
33,"1991",28.65515,19.54818,46.78304,12.41304,38.09267,21.74462,54.55154,18.17575,41.16994,30.73696,63.36781
34,"1991",39.15021,39.03289,69.1469,34.48428,33.04663,27.64281,51.87881,56.15303,63.85466,33.62242,53.74794
35,"1991",70.78061,27.90789,85.45428,90.96885,86.81297,18.53975,101.984,46.97901,80.89642,52.83544,117.1817
36,"1991",89.55573,90.689,73.83357,95.90332,95.65208,41.91403,66.95176,66.70509,85.58268,70.63824,81.40036
1,"1992",35.5615,13.66097,49.22271,61.25449,65.63029,25.44043,60.8226,67.73405,50.09951,29.46859,63.89232
2,"1992",41.27273,30.42573,51.64003,40.13105,55.5887,45.33083,72.68835,49.24581,54.47653,40.3646,70.22024
3,"1992",40.45428,34.88208,72.897,44.22733,61.97481,38.28228,69.73605,52.67775,67.36203,39.17918,59.93117
4,"1992",37.24889,14.55441,75.62696,74.56168,71.7628,16.77996,68.06458,29.71266,54.81634,35.43111,106.5463
5,"1992",16.35886,5.513023,39.48951,41.95583,23.80524,3.240952,48.97126,2.299507,22.61132,12.04281,45.03325
6,"1992",17.95111,12.32115,33.4745,67.0349,46.74951,23.83337,45.79802,23.46224,34.34071,28.8875,69.01866
7,"1992",33.32604,11.32983,30.20531,68.5607,68.28662,17.67212,71.18569,35.02949,31.8604,23.22044,59.51456
8,"1992",51.91142,40.12491,54.59343,37.81288,37.24364,34.69952,63.98606,29.21324,65.941,35.3528,75.47501
9,"1992",68.67066,62.63792,89.67804,108.672,76.176,59.21634,91.06928,88.29943,113.3531,77.93925,78.97327
10,"1992",13.5316,0.05021925,23.88401,39.13486,19.15142,0,39.66344,0.9780513,8.918248,2.733599,37.44965
11,"1992",0.2064654,0,10.84629,0,4.050169,3.94578,28.44655,2.399253,3.627422,0.8647423,27.18821
12,"1992",6.358062,3.71212,17.70483,1.837779,0.9841148,3.784561,16.19393,2.724687,14.65166,8.202937,29.60305
13,"1992",0.9112266,0.04467308,4.735634,52.2077,22.49451,0.2657234,23.87475,2.36267,0.01391427,2.424019,28.25375
14,"1992",0,0,0,0,0.02296032,0,11.22074,0.0602064,0,0,5.631445
15,"1992",2.437286,0.6005068,1.815791,0,0,0.08321758,4.926571,0,0.2382671,0.169284,2.361959
16,"1992",0,0,0,0,0,0,0,0,0,0,0
17,"1992",0,0,0,0,0,0,0,0,0,0,0
18,"1992",0,0,0,0,0,0,0,0,0,0,0
19,"1992",0,0,0,0,0,0,0,0,0,0,0
20,"1992",0,0,0,0.01672133,0.1183941,0,0,0.194053,0,1.3398522e-06,0.00016505584
21,"1992",0,0,0,0,0,0,0,0,0,0,0
22,"1992",0,0,0,0,0,0.01486054,0,0,0,0.0003315869,0
23,"1992",0,0,0,0,0,0,0,0,0,0,0
24,"1992",0,0,0,0,0,0,0,0,0,0,0
25,"1992",0.001772421,0,0.02840449,0,0,0.02527331,0,0.04743396,0,0.04880065,0
26,"1992",0,0,0,0,0,0,0,0,0.005306069,0,0
27,"1992",0.03168921,0,0.05104874,0,0,0.03779313,0,0.001746927,0,0.003531027,0
28,"1992",0,0,0.05900522,0,0,0,0.00050135632,0,0,0,0.02328669
29,"1992",5.578899,0.1717277,20.25059,1.726712,0.3632855,0.04400664,8.886582,0.462688,1.355534,0.7986251,13.09943
30,"1992",29.79382,7.6658,54.4821,0,2.506236,1.922173,34.56229,0.01363077,32.76401,8.487811,17.65064
31,"1992",28.40171,16.15977,45.52725,0,0.2401335,12.93988,16.50587,7.636423,21.51721,15.17809,7.003074
32,"1992",34.64554,13.07663,43.05814,82.50733,57.88156,13.67928,60.85131,37.44032,49.12675,33.27268,67.51929
33,"1992",33.46383,39.13831,44.19204,47.87851,40.13971,47.16028,48.24524,29.33654,40.10235,45.59343,43.40747
34,"1992",42.37858,41.66979,49.01295,4.390867,13.30484,22.19137,41.59973,18.37265,43.10451,29.39669,31.07938
35,"1992",49.94307,77.9016,115.9417,97.60471,110.4206,121.4545,76.51678,120.1987,135.2605,119.1281,93.28536
36,"1992",55.82924,55.3853,77.70583,72.58328,75.28775,91.89983,93.03567,89.14809,120.0235,97.43525,80.98188
1,"1993",105.5105,104.5254,83.83214,43.16862,53.41778,56.84775,83.19216,67.5285,101.5853,74.94478,64.17423
2,"1993",44.35954,26.46869,72.67628,85.403,97.43937,48.24678,75.07414,81.83175,78.02376,64.87537,99.14701
3,"1993",94.38626,47.45424,97.13964,58.90512,87.26286,44.20375,94.60081,102.0201,104.2883,74.36568,81.42693
4,"1993",98.28634,75.2345,96.81599,65.37446,65.45434,63.20004,61.80566,87.33448,112.1086,71.91576,70.74838
5,"1993",78.82997,56.50158,93.69933,67.01099,96.15169,59.82864,90.53078,100.3725,113.4937,89.16801,104.3702
6,"1993",73.32666,75.74569,88.3875,57.7921,73.71417,81.82317,83.31398,97.04222,107.5454,95.83086,38.85905
7,"1993",58.91988,34.9888,101.4848,107.3725,74.7774,47.85548,89.43063,70.90951,100.7313,79.75853,84.0687
8,"1993",18.28187,9.147734,41.26193,76.60906,82.9414,21.28404,73.44536,46.99353,51.86832,37.24645,85.79223
9,"1993",68.34808,19.58825,82.82769,48.54203,57.07308,17.64629,90.91574,37.96612,47.99859,34.04112,72.722
10,"1993",29.98458,0.769731,36.1916,5.949225,19.44938,0.7112803,32.92538,12.4176,24.37799,2.417008,36.85875
11,"1993",19.92351,12.86783,30.43469,7.655931,15.56754,41.70746,31.98165,46.37612,44.95432,32.86403,24.76883
12,"1993",1.80683,0.7810121,1.799334,10.97763,8.055938,0.3691424,16.03828,10.82944,0.4423886,0.8787029,22.78338
13,"1993",0,0,0.00024028383,0.3322296,0.1222015,0,4.746221,0.00062356313,0,0,3.683313
14,"1993",0,0,0,0,0,0.03634802,0,0,0,0.00202547,0
15,"1993",0,0,0,0,0.001308671,0,1.856576,0,0,0,0.9516028
16,"1993",0,0,0,0,0,0,0,0,0,0,0
17,"1993",0,0,0,0,0,0,0,0,0,0,0
18,"1993",0,0,0,0,0,0,0,0,0,0,0
19,"1993",0,0.0437724,0,0,0,0.002289944,0,0,0,0.002375028,0
20,"1993",0,0,0,0,0,0,0,0,0,0,0
21,"1993",0,0,0,0,0,0,0,0,0,0,0
22,"1993",0,0,0,0,0,0,0,0,0,0,0
23,"1993",4.9813181e-05,0.02294458,0,0,0,0,0,0,0,0,0
24,"1993",0,0,0.01302457,0,0.6101236,0,0.8069682,0.6079451,0,0,1.399166
25,"1993",0,0,0,0,0.00099764962,0,5.6923887e-05,0,0,0,0.08321555
26,"1993",4.3862925e-05,0,0.3489874,0,0,0,0,0,0,0,0
27,"1993",5.179234,2.601472,11.9418,0,0.01887864,0.3997214,4.5399,0.004689423,3.352761,2.591671,9.571145
28,"1993",1.874517,3.572392,6.032547,0,0.009472994,0.2204634,1.310304,0.4652262,2.448698,1.868625,12.04259
29,"1993",0.661359,0,1.507467,0,0,0.09840126,0.2712881,0.06686819,0,0,0.02973338
30,"1993",3.235683,0.73625,6.591464,0.04104217,3.326338,0.5107721,23.9926,1.503418,0.6827685,0.2540007,13.9552
31,"1993",28.76344,10.72217,49.24724,28.29789,47.92138,8.833871,46.95959,31.35509,46.1045,21.95772,75.1112
32,"1993",29.88253,21.91074,49.96218,15.81332,27.41064,16.72072,35.48347,26.07018,30.31513,21.13352,26.0115
33,"1993",51.88195,82.65572,50.50319,2.389996,30.26152,56.26895,62.09444,23.85159,50.18354,43.76437,50.15557
34,"1993",46.18573,41.02712,44.25165,2.789601,11.38351,21.47168,35.13213,20.4033,40.3897,32.75052,22.57887
35,"1993",25.47486,19.19109,53.1569,33.98246,41.99827,20.12071,60.75451,56.6015,45.34616,32.70069,45.38662
36,"1993",61.17156,44.96532,98.66982,15.44304,45.74963,51.75962,54.28884,54.18018,88.26788,58.15971,49.39138
1,"1994",69.76851,33.37649,89.569,43.1712,59.39438,36.8731,73.5121,44.64962,121.069,73.3483,59.95842
2,"1994",92.65349,63.68477,107.3152,53.88926,65.22854,56.87569,64.96722,70.468,101.9337,81.0167,59.0912
3,"1994",91.7522,71.42985,76.5395,71.69833,85.07561,54.7766,63.56332,76.19241,75.17152,65.36893,78.95403
4,"1994",69.14411,72.60423,87.20838,48.26511,86.15129,84.29215,71.61012,85.07838,131.7245,98.89223,69.48259
5,"1994",44.32063,27.46158,53.70911,57.33205,73.64526,24.12254,87.7281,59.84248,97.158,46.85018,84.71301
6,"1994",31.3158,15.75105,59.51833,61.31837,53.28544,1.81478,58.70637,12.51804,34.74709,14.66789,79.52696
7,"1994",1.429485,1.715549,10.07261,87.96823,59.01709,0.5477961,61.60519,4.458686,10.22338,2.560943,100.0846
8,"1994",17.69433,7.54865,17.74786,42.54055,39.35274,1.962526,47.32551,15.96817,19.27386,7.231881,71.28569
9,"1994",0.1721566,0,4.848546,62.6091,39.70974,0.4793151,79.30521,15.74561,5.333293,2.796971,96.30553
10,"1994",0.003383409,0.02517377,4.059358,7.621722,9.717864,0.008919594,18.97177,7.161737,1.968239,0.9364697,27.63779
11,"1994",0,0,7.901479,25.80301,5.89713,0,20.54965,0.7560518,1.25784,0.697279,23.35317
12,"1994",5.334008,2.963564,14.54789,0.06827723,3.823907,8.234896,3.886395,0.5907757,24.87222,5.937275,6.553453
13,"1994",0,0,0,0,6.6261833e-05,0,0.1022367,0,0,0,0.04818242
14,"1994",0,0,0,0,0,0,0.00014526953,0,0,0,2.9234754e-05
15,"1994",0,0,0.00020552236,0,0,0,0,0,0,0,0
16,"1994",0,0,0,0,0,0,0,0,0,0,0
17,"1994",0,0,0,0,0,0,0,0,0,0,0
18,"1994",0,0,0,0,0,0,1.6925937e-05,0,0,0,0.00016461124
19,"1994",0,0,0,0,0,0,0,0,0,0,0
20,"1994",0,0,0,0,0,0,0,0,0,0,0
21,"1994",0,0,0,0.003934429,0.02784382,0,0,0.04565953,0,3.3329215e-07,3.8836668e-05
22,"1994",0,0,0,0,0,0,0,0,0,0,0
23,"1994",0,0,0,0,0,0,0,0,0,0,0
24,"1994",0,0,0,0,0,0,0,0,0,0,0
25,"1994",0,0,0,0,0,0,0,0,0,0,0
26,"1994",0,0,0,0,0.00097827613,0,3.8720802e-05,0,0,0,0.03237769
27,"1994",0.4613326,0.4444263,3.01129,0.7941909,2.124273,0.7808465,25.63688,0.0983756,4.06345,1.853973,24.84893
28,"1994",0.2211007,0,1.744811,0,0.7914028,0,7.002436,0.6900306,1.852502,0.06734261,8.187759
29,"1994",4.593541,12.88909,10.69446,1.976743,8.8441,12.38009,25.9885,21.71591,15.15191,15.27608,26.14672
30,"1994",12.8594,8.063608,21.04896,1.893455,10.28867,12.38945,23.4552,19.99792,39.5335,21.45235,8.044506
31,"1994",4.259581,2.630216,15.05427,12.48512,4.75949,2.75248,13.34582,0.1701471,0.9540148,1.918303,14.64208
32,"1994",6.899899,2.400074,13.44304,0,0.7323413,0.8345625,14.48184,1.386,0.1741609,0.4727584,14.02412
33,"1994",32.75754,39.39766,59.09882,49.58353,36.97447,18.83371,50.07373,29.70132,44.73668,23.97877,47.54825
34,"1994",35.22297,39.53939,63.2165,66.17941,54.31736,41.47039,85.32259,38.86736,55.03933,47.61891,77.67476
35,"1994",14.38376,6.803402,33.82707,43.21539,32.09682,20.6727,55.82086,22.50924,37.54824,18.5478,52.95845
36,"1994",74.46261,54.86947,100.7607,42.08435,63.5629,73.3154,93.02822,66.6427,89.82597,83.74666,94.10232
1,"1995",12.27211,6.602402,46.28617,106.3986,116.9542,18.08165,114.7545,62.08278,47.73707,25.09495,149.5067
2,"1995",45.59755,83.65163,69.47301,53.02651,63.44641,86.48215,45.78417,90.13071,74.58459,82.22505,48.50064
3,"1995",36.90807,12.75097,65.12606,94.95845,74.93082,25.27377,86.25558,46.686,79.752,42.2367,111.0054
4,"1995",73.52043,44.53859,93.00703,67.07247,74.09532,44.36572,111.6403,58.47435,109.7735,60.32112,82.7002
5,"1995",52.72101,32.09679,73.02394,82.80184,67.15225,55.54855,74.65723,52.11415,109.5931,69.14165,82.79404
