system:index,ADM0_CODE,ADM0_NAME,ADM1_CODE,ADM1_NAME,ADM2_CODE,ADM2_NAME,DISP_AREA,EXP2_YEAR,STATUS,STR2_YEAR,Shape_Area,Shape_Leng,id,mean,sum,year,.geo
0_0000000000000000090e,270,Zambia,3426,Central,65174,Chibombo,NO,3000,Member State,1000,1.11833044945,5.89621883158,0000000000000000090e,85.0980008128675,94.4420950197706,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000090f,270,Zambia,3426,Central,65175,Kabwe,NO,3000,Member State,1000,0.134045337947,1.92767994167,0000000000000000090f,90.90730285644531,11.407975260416666,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000910,270,Zambia,3426,Central,65176,Kapiri-Mposhi,NO,3000,Member State,1000,1.01889710873,5.90679291045,00000000000000000910,90.69815051461768,90.34247149299173,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000911,270,Zambia,3426,Central,65177,Mkushi,NO,3000,Member State,1000,1.89619604338,6.29344100584,00000000000000000911,90.75678477287295,170.8363007489373,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000912,270,Zambia,3426,Central,65178,Mumbwa,NO,3000,Member State,1000,1.82882415307,8.27381667033,00000000000000000912,72.30751386601874,133.27267261579925,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000913,270,Zambia,3426,Central,65179,Serenje,NO,3000,Member State,1000,1.94023088437,6.4000732274,00000000000000000913,94.21100245836787,168.8408946018593,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000914,270,Zambia,3427,Copperbelt,65180,Chililabombwe,NO,3000,Member State,1000,0.076861087,1.70216299553,00000000000000000914,96.24845123291016,7.171453229118796,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000915,270,Zambia,3427,Copperbelt,65181,Chingola,NO,3000,Member State,1000,0.145244809729,2.4382542831,00000000000000000915,96.24845123291016,12.833126831054686,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000916,270,Zambia,3427,Copperbelt,65182,Kalulushi,NO,3000,Member State,1000,0.0924955015499,1.6334852631,00000000000000000916,96.24845123291016,3.3970041611615347,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000917,270,Zambia,3427,Copperbelt,65183,Kitwe,NO,3000,Member State,1000,0.0733425205532,1.33689389861,00000000000000000917,,0.0,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000918,270,Zambia,3427,Copperbelt,65184,Luanshya,NO,3000,Member State,1000,0.0782957793831,1.22777418439,00000000000000000918,95.0058822631836,7.078869658825444,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000919,270,Zambia,3427,Copperbelt,65185,Lufwanyama,NO,3000,Member State,1000,0.928958237277,5.18039690528,00000000000000000919,95.51165341522734,88.39509884703392,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000091a,270,Zambia,3427,Copperbelt,65186,Masaiti,NO,3000,Member State,1000,0.303964177896,3.88643831243,0000000000000000091a,95.00221524173267,27.196712598613665,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000091b,270,Zambia,3427,Copperbelt,65187,Mpongwe,NO,3000,Member State,1000,0.695483716908,5.79599016634,0000000000000000091b,94.46886542123124,66.31343886431526,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000091c,270,Zambia,3427,Copperbelt,65188,Mufulira,NO,3000,Member State,1000,0.0943917801245,1.53293550178,0000000000000000091c,,0.0,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000091d,270,Zambia,3427,Copperbelt,65189,Ndola,NO,3000,Member State,1000,0.0848668248019,1.82054199088,0000000000000000091d,95.0058822631836,3.7257208730660234,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000091e,270,Zambia,3428,Eastern,65190,Chadiza,NO,3000,Member State,1000,0.210545720269,3.0605684967,0000000000000000091e,95.7214584350586,4.129160952100567,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000091f,270,Zambia,3428,Eastern,65191,Chama,NO,3000,Member State,1000,1.50010521245,7.24512773616,0000000000000000091f,89.19406434077366,109.83112236471736,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000920,270,Zambia,3428,Eastern,65192,Chipata,NO,3000,Member State,1000,0.51003063855,4.4506147343,00000000000000000920,95.7214584350586,48.79917488846124,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000921,270,Zambia,3428,Eastern,65193,Katete,NO,3000,Member State,1000,0.328155505878,3.24696524139,00000000000000000921,94.87818145751953,8.185568596335019,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000922,270,Zambia,3428,Eastern,65194,Lundazi,NO,3000,Member State,1000,1.11701530271,5.98888433285,00000000000000000922,96.41688439605433,82.42698352290134,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000923,270,Zambia,3428,Eastern,65195,Mambwe,NO,3000,Member State,1000,0.489385222956,3.91203457896,00000000000000000923,94.71727752685547,44.94427678725299,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000924,270,Zambia,3428,Eastern,65196,Nyimba,NO,3000,Member State,1000,0.862854233946,4.71300502507,00000000000000000924,88.28247939532076,69.58736611160577,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000925,270,Zambia,3428,Eastern,65197,Petauke,NO,3000,Member State,1000,0.701884972551,5.28536797097,00000000000000000925,93.86624908447266,29.44823500689338,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000926,270,Zambia,3429,Luapula,65198,Chienge,NO,3000,Member State,1000,0.266791448447,2.77125186154,00000000000000000926,93.46203942134461,21.25803249583525,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000927,270,Zambia,3429,Luapula,65199,Kawambwa,NO,3000,Member State,1000,0.759809718368,4.783615009,00000000000000000927,97.92912528825842,70.66258452172373,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000928,270,Zambia,3429,Luapula,65200,Mansa,NO,3000,Member State,1000,0.794698902319,5.29847526699,00000000000000000928,98.23015752046003,70.87979993633195,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000929,270,Zambia,3429,Luapula,65201,Milenge,NO,3000,Member State,1000,0.46747775384,3.58696299824,00000000000000000929,98.96719729515813,24.062612675685507,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000092a,270,Zambia,3429,Luapula,65202,Mwense,NO,3000,Member State,1000,0.523640874612,4.51323499178,0000000000000000092a,97.9162368774414,24.959040772681142,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000092b,270,Zambia,3429,Luapula,65203,Nchelenge,NO,3000,Member State,1000,0.286257306667,2.7917188407,0000000000000000092b,96.46981854505941,26.860223987055758,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000092c,270,Zambia,3429,Luapula,65204,Samfya,NO,3000,Member State,1000,0.882840730818,5.01602441565,0000000000000000092c,98.7852472014028,78.64080463484223,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000092d,270,Zambia,3430,Lusaka,65205,Chongwe,NO,3000,Member State,1000,0.970237277444,5.30382000938,0000000000000000092d,80.42343243685636,76.32341431262446,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000092e,270,Zambia,3430,Lusaka,65206,Kafue,NO,3000,Member State,1000,0.467758120915,4.82722763287,0000000000000000092e,77.42692096174257,36.739833083807255,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000092f,270,Zambia,3430,Lusaka,65207,Luangwa,NO,3000,Member State,1000,0.335580934441,3.19053171861,0000000000000000092f,77.94145965576172,11.003500186695772,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000930,270,Zambia,3430,Lusaka,65208,Lusaka,NO,3000,Member State,1000,0.0372419223975,1.04560185366,00000000000000000930,79.7244873046875,2.813805434283088,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000931,270,Zambia,3431,North-Western,65221,Chavuma,NO,3000,Member State,1000,0.364947822675,3.41845658491,00000000000000000931,85.31327819824219,31.448816276999082,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000932,270,Zambia,3431,North-Western,65222,Kabompo,NO,3000,Member State,1000,1.16717436195,5.6897581013,00000000000000000932,94.23462587244371,106.7992426554362,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000933,270,Zambia,3431,North-Western,65223,Kasempa,NO,3000,Member State,1000,1.80111956492,6.70184541808,00000000000000000933,88.33041757488041,158.99475163478476,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000934,270,Zambia,3431,North-Western,65224,Mufumbwe,NO,3000,Member State,1000,1.61105706844,7.5848537579,00000000000000000934,87.02264840527465,140.26003331203088,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000935,270,Zambia,3431,North-Western,65225,Mwinilunga,NO,3000,Member State,1000,1.7350762631,8.17651284893,00000000000000000935,97.51128185079963,144.16373826569202,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000936,270,Zambia,3431,North-Western,65226,Solwezi,NO,3000,Member State,1000,2.46827121121,9.69448601912,00000000000000000936,95.70627205433901,201.92146809895834,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000937,270,Zambia,3431,North-Western,65227,Zambezi,NO,3000,Member State,1000,1.13205725866,6.09494178316,00000000000000000937,89.98856469275245,100.22255832447723,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000938,270,Zambia,3432,Northern,65209,Chilubi,NO,3000,Member State,1000,0.432934452169,3.31460565842,00000000000000000938,98.34525726038382,42.03777663286994,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000939,270,Zambia,3432,Northern,65210,Chinsali,NO,3000,Member State,1000,1.24661589945,6.56330579164,00000000000000000939,93.996566796836,115.3761780682732,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000093a,270,Zambia,3432,Northern,65211,Isoka,NO,3000,Member State,1000,0.779761009433,4.9028823843,0000000000000000093a,90.92241311486747,61.68461752498852,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000093b,270,Zambia,3432,Northern,65212,Kaputa,NO,3000,Member State,1000,1.07313150916,5.22211762445,0000000000000000093b,95.3924663282043,103.62240459965724,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000093c,270,Zambia,3432,Northern,65213,Kasama,NO,3000,Member State,1000,0.884337172513,5.69755615839,0000000000000000093c,98.51142656480943,85.7628890093635,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000093d,270,Zambia,3432,Northern,65214,Luwingu,NO,3000,Member State,1000,0.727671959289,5.45439639263,0000000000000000093d,98.46247088458085,71.43355730842141,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000093e,270,Zambia,3432,Northern,65215,Mbala,NO,3000,Member State,1000,0.72341661655,5.53359299831,0000000000000000093e,95.61759286031236,51.3710204778933,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000093f,270,Zambia,3432,Northern,65216,Mpika,NO,3000,Member State,1000,3.34124036752,10.2983134222,0000000000000000093f,96.28414079928285,318.68162680233223,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000940,270,Zambia,3432,Northern,65217,Mporokoso,NO,3000,Member State,1000,1.0043840132,5.89492112236,00000000000000000940,98.56780796196624,101.27359092562807,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000941,270,Zambia,3432,Northern,65218,Mpulungu,NO,3000,Member State,1000,0.876898788769,4.91549853756,00000000000000000941,96.81178870272996,75.55116059546377,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000942,270,Zambia,3432,Northern,65219,Mungwi,NO,3000,Member State,1000,0.838744899019,4.27685752799,00000000000000000942,95.9925462241485,80.55845055673637,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000943,270,Zambia,3432,Northern,65220,Nakonde,NO,3000,Member State,1000,0.371142147048,2.88944462822,00000000000000000943,91.01634979248047,32.48034443574793,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000944,270,Zambia,3433,Southern,65228,Choma,NO,3000,Member State,1000,0.594329807537,4.20942272826,00000000000000000944,74.917206036603,39.66205025467218,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000945,270,Zambia,3433,Southern,65229,Gwembe,NO,3000,Member State,1000,0.342915918865,2.74857049838,00000000000000000945,72.1829605102539,15.285803402171416,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000946,270,Zambia,3433,Southern,65230,Itezhi-tezhi,NO,3000,Member State,1000,1.38174745061,6.85013170268,00000000000000000946,68.63813094230693,95.28587589637905,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000947,270,Zambia,3433,Southern,65231,Kalomo,NO,3000,Member State,1000,1.1698943411,6.09318184172,00000000000000000947,68.75113840897878,77.64834455602309,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000948,270,Zambia,3433,Southern,65232,Kazungula,NO,3000,Member State,1000,1.55581535635,8.05769814618,00000000000000000948,66.9313796920393,104.46544751933978,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000949,270,Zambia,3433,Southern,65233,Livingstone,NO,3000,Member State,1000,0.0643108636549,1.31956723497,00000000000000000949,65.6942044308311,4.894862290924671,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000094a,270,Zambia,3433,Southern,65234,Mazabuka,NO,3000,Member State,1000,0.545058090254,3.59033033609,0000000000000000094a,68.09936156096282,28.842082543466603,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000094b,270,Zambia,3433,Southern,65235,Monze,NO,3000,Member State,1000,0.397316524205,3.31340069487,0000000000000000094b,70.39869286032284,28.159477144129138,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000094c,270,Zambia,3433,Southern,65236,Namwala,NO,3000,Member State,1000,0.441966742994,3.17137258801,0000000000000000094c,67.82683724219646,28.992648076076133,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000094d,270,Zambia,3433,Southern,65237,Siavonga,NO,3000,Member State,1000,0.362848226528,2.72037605021,0000000000000000094d,79.7244873046875,2.5011603860294116,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000094e,270,Zambia,3433,Southern,65238,Sinazongwe,NO,3000,Member State,1000,0.414770018477,3.45710469356,0000000000000000094e,65.79845561981202,5.160663185867609,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000094f,270,Zambia,3434,Western,65239,Kalabo,NO,3000,Member State,1000,1.55423951141,5.8245759802,0000000000000000094f,88.45808833641344,137.02331330542472,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000950,270,Zambia,3434,Western,65240,Kaoma,NO,3000,Member State,1000,1.90141938869,7.71966970483,00000000000000000950,82.64905586322317,155.25057944503487,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000951,270,Zambia,3434,Western,65241,Lukulu,NO,3000,Member State,1000,1.34130170794,7.52862922569,00000000000000000951,87.91975513724394,118.60547359690946,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000952,270,Zambia,3434,Western,65242,Mongu,NO,3000,Member State,1000,0.871346460693,4.22724846258,00000000000000000952,84.20781476157053,73.97078630035999,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000953,270,Zambia,3434,Western,65243,Senanga,NO,3000,Member State,1000,1.30835150836,6.05697143851,00000000000000000953,79.05163091023765,102.30211058971929,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000954,270,Zambia,3434,Western,65244,Sesheke,NO,3000,Member State,1000,2.52174839736,7.86324767252,00000000000000000954,74.94664226836788,121.38416963465073,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000955,270,Zambia,3434,Western,65245,Shang'ombo,NO,3000,Member State,1000,1.37217785974,5.40159611821,00000000000000000955,69.98962927980965,82.06627119475719,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000090e,270,Zambia,3426,Central,65174,Chibombo,NO,3000,Member State,1000,1.11833044945,5.89621883158,0000000000000000090e,50.30813578413569,55.83216638004079,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000090f,270,Zambia,3426,Central,65175,Kabwe,NO,3000,Member State,1000,0.134045337947,1.92767994167,0000000000000000090f,56.60224914550781,7.10302734375,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000910,270,Zambia,3426,Central,65176,Kapiri-Mposhi,NO,3000,Member State,1000,1.01889710873,5.90679291045,00000000000000000910,57.018546757735606,56.794944613587624,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000911,270,Zambia,3426,Central,65177,Mkushi,NO,3000,Member State,1000,1.89619604338,6.29344100584,00000000000000000911,56.42788821856181,106.21720135258694,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000912,270,Zambia,3426,Central,65178,Mumbwa,NO,3000,Member State,1000,1.82882415307,8.27381667033,00000000000000000912,47.2368827170514,87.064058341232,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000913,270,Zambia,3426,Central,65179,Serenje,NO,3000,Member State,1000,1.94023088437,6.4000732274,00000000000000000913,63.32005993699088,113.47947996550916,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000914,270,Zambia,3427,Copperbelt,65180,Chililabombwe,NO,3000,Member State,1000,0.076861087,1.70216299553,00000000000000000914,74.23047637939453,5.530898240033318,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000915,270,Zambia,3427,Copperbelt,65181,Chingola,NO,3000,Member State,1000,0.145244809729,2.4382542831,00000000000000000915,74.23047637939453,9.897396850585938,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000916,270,Zambia,3427,Copperbelt,65182,Kalulushi,NO,3000,Member State,1000,0.0924955015499,1.6334852631,00000000000000000916,74.23047637939453,2.619899166331572,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000917,270,Zambia,3427,Copperbelt,65183,Kitwe,NO,3000,Member State,1000,0.0733425205532,1.33689389861,00000000000000000917,,0.0,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000918,270,Zambia,3427,Copperbelt,65184,Luanshya,NO,3000,Member State,1000,0.0782957793831,1.22777418439,00000000000000000918,63.78609848022461,4.752689690683402,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000919,270,Zambia,3427,Copperbelt,65185,Lufwanyama,NO,3000,Member State,1000,0.928958237277,5.18039690528,00000000000000000919,69.44166013749981,64.26757565666648,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000091a,270,Zambia,3427,Copperbelt,65186,Masaiti,NO,3000,Member State,1000,0.303964177896,3.88643831243,0000000000000000091a,63.77083963890598,18.2559658574123,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000091b,270,Zambia,3427,Copperbelt,65187,Mpongwe,NO,3000,Member State,1000,0.695483716908,5.79599016634,0000000000000000091b,64.04612689311278,44.95786946614583,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000091c,270,Zambia,3427,Copperbelt,65188,Mufulira,NO,3000,Member State,1000,0.0943917801245,1.53293550178,0000000000000000091c,,0.0,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000091d,270,Zambia,3427,Copperbelt,65189,Ndola,NO,3000,Member State,1000,0.0848668248019,1.82054199088,0000000000000000091d,63.78609848022461,2.501415626675475,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000091e,270,Zambia,3428,Eastern,65190,Chadiza,NO,3000,Member State,1000,0.210545720269,3.0605684967,0000000000000000091e,66.91415405273438,2.886492919921875,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000091f,270,Zambia,3428,Eastern,65191,Chama,NO,3000,Member State,1000,1.50010521245,7.24512773616,0000000000000000091f,59.83552065320836,73.67981758865656,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000920,270,Zambia,3428,Eastern,65192,Chipata,NO,3000,Member State,1000,0.51003063855,4.4506147343,00000000000000000920,66.91415405273438,34.11309814453125,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000921,270,Zambia,3428,Eastern,65193,Katete,NO,3000,Member State,1000,0.328155505878,3.24696524139,00000000000000000921,63.54409269853072,5.482235448500689,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000922,270,Zambia,3428,Eastern,65194,Lundazi,NO,3000,Member State,1000,1.11701530271,5.98888433285,00000000000000000922,62.161631925390395,53.14210101856904,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000923,270,Zambia,3428,Eastern,65195,Mambwe,NO,3000,Member State,1000,0.489385222956,3.91203457896,00000000000000000923,62.87999854600134,29.837175780651613,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000924,270,Zambia,3428,Eastern,65196,Nyimba,NO,3000,Member State,1000,0.862854233946,4.71300502507,00000000000000000924,56.42214362301044,44.47392497343176,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000925,270,Zambia,3428,Eastern,65197,Petauke,NO,3000,Member State,1000,0.701884972551,5.28536797097,00000000000000000925,59.50001907348633,18.666672650505514,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000926,270,Zambia,3429,Luapula,65198,Chienge,NO,3000,Member State,1000,0.266791448447,2.77125186154,00000000000000000926,65.50265844937027,14.898643882601869,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000927,270,Zambia,3429,Luapula,65199,Kawambwa,NO,3000,Member State,1000,0.759809718368,4.783615009,00000000000000000927,73.77556966698687,53.23413654402191,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000928,270,Zambia,3429,Luapula,65200,Mansa,NO,3000,Member State,1000,0.794698902319,5.29847526699,00000000000000000928,74.41533221369204,53.6957691267425,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000929,270,Zambia,3429,Luapula,65201,Milenge,NO,3000,Member State,1000,0.46747775384,3.58696299824,00000000000000000929,71.8810301749937,17.47695635627298,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000092a,270,Zambia,3429,Luapula,65202,Mwense,NO,3000,Member State,1000,0.523640874612,4.51323499178,0000000000000000092a,71.46929168701172,18.21766258688534,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000092b,270,Zambia,3429,Luapula,65203,Nchelenge,NO,3000,Member State,1000,0.286257306667,2.7917188407,0000000000000000092b,72.6734393482477,20.234565465590535,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000092c,270,Zambia,3429,Luapula,65204,Samfya,NO,3000,Member State,1000,0.882840730818,5.01602441565,0000000000000000092c,69.16843722489081,55.063501006481694,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000092d,270,Zambia,3430,Lusaka,65205,Chongwe,NO,3000,Member State,1000,0.970237277444,5.30382000938,0000000000000000092d,47.766693194050426,45.33152844298119,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000092e,270,Zambia,3430,Lusaka,65206,Kafue,NO,3000,Member State,1000,0.467758120915,4.82722763287,0000000000000000092e,44.961577171136526,21.33470916748047,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000092f,270,Zambia,3430,Lusaka,65207,Luangwa,NO,3000,Member State,1000,0.335580934441,3.19053171861,0000000000000000092f,46.33042526245117,6.540765919404871,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000930,270,Zambia,3430,Lusaka,65208,Lusaka,NO,3000,Member State,1000,0.0372419223975,1.04560185366,00000000000000000930,47.02513122558594,1.6597105138442096,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000931,270,Zambia,3431,North-Western,65221,Chavuma,NO,3000,Member State,1000,0.364947822675,3.41845658491,00000000000000000931,59.390968322753906,21.89314126407399,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000932,270,Zambia,3431,North-Western,65222,Kabompo,NO,3000,Member State,1000,1.16717436195,5.6897581013,00000000000000000932,70.23848235978387,79.60361334108839,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000933,270,Zambia,3431,North-Western,65223,Kasempa,NO,3000,Member State,1000,1.80111956492,6.70184541808,00000000000000000933,65.25272373540209,117.45490272372376,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000934,270,Zambia,3431,North-Western,65224,Mufumbwe,NO,3000,Member State,1000,1.61105706844,7.5848537579,00000000000000000934,64.5314247985246,104.00947291056316,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000935,270,Zambia,3431,North-Western,65225,Mwinilunga,NO,3000,Member State,1000,1.7350762631,8.17651284893,00000000000000000935,78.44763060147314,115.9794381833544,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000936,270,Zambia,3431,North-Western,65226,Solwezi,NO,3000,Member State,1000,2.46827121121,9.69448601912,00000000000000000936,75.37334822190296,159.02298566032857,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000937,270,Zambia,3431,North-Western,65227,Zambezi,NO,3000,Member State,1000,1.13205725866,6.09494178316,00000000000000000937,66.04447313765405,73.55541321997549,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000938,270,Zambia,3432,Northern,65209,Chilubi,NO,3000,Member State,1000,0.432934452169,3.31460565842,00000000000000000938,67.16669835081888,28.710471059761794,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000939,270,Zambia,3432,Northern,65210,Chinsali,NO,3000,Member State,1000,1.24661589945,6.56330579164,00000000000000000939,65.69144542072527,80.6330290850471,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000093a,270,Zambia,3432,Northern,65211,Isoka,NO,3000,Member State,1000,0.779761009433,4.9028823843,0000000000000000093a,62.06899739965538,42.10955509858973,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000093b,270,Zambia,3432,Northern,65212,Kaputa,NO,3000,Member State,1000,1.07313150916,5.22211762445,0000000000000000093b,69.44519932605729,75.43654985614852,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
