Case_ID,Farm_Polygon,Crop_Type,Planting_Date,Harvesting_date,crop_condition,season,Intercropping,inter_with_which_crop,ADM0(Country),ADM1,ADM2,Final_Weight,Yield(Mt/ha),,,,,,,,,,,,
4e4eff52-2c8b-4f82-94fb-f1a63c4c57c2,"MULTIPOLYGON (((28.1222824467969 -14.0487498926563,28.1228940192969 -14.0467236726562,28.1231905392969 -14.0469151751563,28.1226530967969 -14.0487066501562,28.1222700917969 -14.0487746026563,28.1222824467969 -14.0487498926563)))",soybeans,2022-01-02,2022-06-05,good,Main Season,no,,Zambia,Kapiri-Mposhi,Musosoloke,1.20,0.30,,,,,,,,,,,,
4e746fd5-b737-4c47-bd44-188b37ed341d,"MULTIPOLYGON (((32.6075617801119 -13.7900602578622,32.6071255074166 -13.7903253774232,32.6064912340364 -13.7899931389859,32.6069425 -13.7897256,32.6075617801119 -13.7900602578622)))",maize,2022-01-08,2022-06-10,good,Main Season,no,,Zambia,Chipata,Jerusalem ll,8.64,2.16,,,,,,,,,,,,
4eb137ff-1c60-4985-9620-02a02e81b908,"MULTIPOLYGON (((28.0831678218986 -13.229974170132,28.0834613762611 -13.229948820167,28.0835252953561 -13.2304581235031,28.0833027622104 -13.2304489053527,28.0831772913941 -13.230446600815,28.0831678218986 -13.229974170132)))",groundnuts,2021-12-30,2022-06-30,below_average,Main Season,no,,Zambia,Lufwanyama,Mukumbo,4.45,1.11,,,,,,,,,,,,
4f01b899-3f35-4432-a858-cc5b780c54a4,"MULTIPOLYGON (((28.0890017 -16.1742083,28.0890792 -16.174094,28.0890853 -16.1740939,28.0890922 -16.1740936,28.0890977 -16.1740935,28.0891033 -16.1740914,28.0891091 -16.1740893,28.0891167 -16.174087,28.0891247 -16.1740847,28.0891334 -16.1740825,28.0891421 -16.1740823,28.0891494 -16.1740866,28.0891552 -16.1740915,28.089157 -16.174095,28.0891572 -16.1740988,28.0891545 -16.1741061,28.0891498 -16.1741154,28.0891471 -16.174124,28.0891433 -16.1741311,28.0891392 -16.1741385,28.0891345 -16.1741463,28.0891303 -16.1741537,28.0891257 -16.1741616,28.0891215 -16.1741719,28.0891184 -16.1741825,28.0891153 -16.174192,28.0891125 -16.1741998,28.0891103 -16.1742055,28.0891094 -16.1742121,28.0891075 -16.1742185,28.0891029 -16.1742259,28.0890969 -16.1742338,28.0890927 -16.1742417,28.0890903 -16.1742494,28.0890887 -16.1742578,28.0890866 -16.174266,28.0890838 -16.1742724,28.0890809 -16.1742785,28.0890785 -16.1742837,28.0890754 -16.1742884,28.089072 -16.174293,28.0890679 -16.1742979,28.0890638 -16.1743018,28.0890585 -16.1743018,28.0890529 -16.1742996,28.0890464 -16.1742975,28.08904 -16.174296,28.0890341 -16.1742966,28.0890282 -16.1742966,28.0890198 -16.1742969,28.0890111 -16.1742963,28.0890034 -16.1742969,28.0889963 -16.1742977,28.0889885 -16.1742987,28.0889809 -16.1742999,28.0889724 -16.1743023,28.0889649 -16.1743026,28.0889559 -16.1743035,28.0889461 -16.1743035,28.0889362 -16.1743017,28.0889262 -16.1743008,28.0889163 -16.1743005,28.0889082 -16.1742982,28.0889 -16.1742968,28.0888909 -16.1742977,28.0888824 -16.1742996,28.0888734 -16.174303,28.0888622 -16.1743046,28.0888513 -16.1743062,28.0888411 -16.1743076,28.088832 -16.1743083,28.0888237 -16.1743084,28.0888151 -16.1743083,28.0888064 -16.1743083,28.0887972 -16.1743088,28.0887873 -16.1743081,28.0887773 -16.174308,28.0887674 -16.1743083,28.0887577 -16.1743086,28.0887469 -16.1743093,28.0887368 -16.1743103,28.0887254 -16.174311,28.0887129 -16.1743108,28.0886998 -16.1743103,28.0886857 -16.174309,28.0886713 -16.1743099,28.088659 -16.1743103,28.0886476 -16.1743105,28.0886353 -16.1743112,28.0886226 -16.1743126,28.0886094 -16.1743137,28.088595 -16.174314,28.0885816 -16.1743149,28.0885696 -16.1743148,28.0885565 -16.1743159,28.0885439 -16.174318,28.088532 -16.1743201,28.0885204 -16.1743212,28.0885104 -16.1743214,28.0884994 -16.1743212,28.0884892 -16.1743229,28.0884791 -16.1743228,28.0884691 -16.174322,28.0884594 -16.1743218,28.0884501 -16.1743218,28.0884415 -16.1743212,28.0884343 -16.1743197,28.0884283 -16.1743164,28.088423 -16.174313,28.0884178 -16.1743103,28.0884112 -16.1743053,28.0884037 -16.1742978,28.0883973 -16.1742884,28.0883914 -16.1742807,28.0883865 -16.1742735,28.0883831 -16.1742673,28.0883803 -16.1742601,28.088375 -16.1742513,28.0883695 -16.1742424,28.0883636 -16.1742345,28.0883574 -16.1742256,28.0883532 -16.1742151,28.08835 -16.1742047,28.0883475 -16.1741954,28.0883444 -16.1741855,28.0883436 -16.1741774,28.088343 -16.1741683,28.0883403 -16.1741591,28.0883352 -16.1741507,28.0883305 -16.1741441,28.0883288 -16.1741392,28.0883303 -16.1741333,28.0883356 -16.1741284,28.0883438 -16.1741256,28.0883534 -16.1741236,28.0883631 -16.174122,28.0883743 -16.1741207,28.0883852 -16.1741208,28.0883967 -16.1741189,28.0884094 -16.1741162,28.0884209 -16.1741136,28.0884319 -16.1741121,28.0884426 -16.1741107,28.088454 -16.1741104,28.0884669 -16.1741102,28.0884783 -16.1741061,28.0884885 -16.1741026,28.0884985 -16.1741021,28.0885082 -16.174103,28.0885161 -16.1741044,28.0885251 -16.1741068,28.0885367 -16.1741078,28.0885492 -16.174106,28.0885604 -16.1741046,28.0885707 -16.174104,28.088581 -16.1741038,28.0885912 -16.1741015,28.0886014 -16.174099,28.0886116 -16.1740968,28.0886215 -16.1740945,28.0886311 -16.1740911,28.0886417 -16.1740882,28.0886515 -16.1740858,28.0886613 -16.1740847,28.0886692 -16.1740858,28.0886755 -16.1740859,28.0886816 -16.1740849,28.0886875 -16.1740852,28.0886916 -16.1740868,28.0886967 -16.1740885,28.0887022 -16.1740905,28.0887098 -16.1740918,28.0887169 -16.1740938,28.0887262 -16.1740962,28.0887364 -16.1740966,28.0887453 -16.174095,28.0887555 -16.1740949,28.0887658 -16.174093,28.0887764 -16.1740916,28.088787 -16.1740891,28.0887977 -16.1740872,28.0888075 -16.1740857,28.0888183 -16.1740884,28.0888298 -16.1740887,28.0888406 -16.1740891,28.0888503 -16.174089,28.0888587 -16.1740874,28.0888671 -16.1740861,28.0888742 -16.1740848,28.0888802 -16.1740845,28.0888862 -16.174085,28.0888936 -16.1740869,28.0889021 -16.1740882,28.0889097 -16.1740904,28.0889171 -16.1740929,28.0889268 -16.1740912,28.0889362 -16.1740893,28.0889457 -16.1740895,28.0889551 -16.1740889,28.0889669 -16.1740881,28.0889819 -16.174087,28.0889951 -16.1740885,28.0890074 -16.1740908,28.0890185 -16.174092,28.0890299 -16.174091,28.0890431 -16.1740929,28.0890551 -16.174096,28.0890679 -16.1740965,28.0890766 -16.1740972,28.0890845 -16.1741013,28.0890903 -16.1741078,28.0890926 -16.1741182,28.089089 -16.1741305,28.0890803 -16.1741431,28.0890554 -16.1741635,28.0890323 -16.174182,28.0890126 -16.1741983,28.0890017 -16.1742083)))",IrishPotatoes,2021-12-30,2022-03-30,good,Main Season,no,,Zambia,Chikankata,Dundu,4.08,1.02,,,,,,,,,,,,
4f17a459-74f5-46a8-9f69-7c64df80a6a3,"MULTIPOLYGON (((27.4389254164826 -12.8433363676872,27.4377687946842 -12.8432370259376,27.4379319989871 -12.8424493877805,27.438911224804 -12.842491962816,27.4389254164826 -12.8433363676872)))",groundnuts,2021-11-26,2022-05-28,below_average,Main Season,no,,Zambia,Lufwanyama,Kambale,2.63,0.66,,,,,,,,,,,,
4f3a0ca4-8acc-4672-82c7-ba7e6ce7ec20,"MULTIPOLYGON (((28.0598001332638 -16.2129016023266,28.0594651436238 -16.2132445679104,28.0583006558275 -16.2123432862599,28.0586595732989 -16.2120800801141,28.0598001332638 -16.2129016023266)))",maize,2022-01-13,2022-06-07,average,Main Season,no,,Zambia,Chikankata,Nadezwe,9.01,2.25,,,,,,,,,,,,
4f4d3cc8-b1b1-46dd-9eb0-83864926c632,"MULTIPOLYGON (((31.4997188 -14.0472215,31.4994105 -14.0471842,31.4997384 -14.0466265,31.4999456 -14.0467739,31.4997188 -14.0472215)))",maize,2022-01-21,2022-05-21,below_average,Main Season,no,,Zambia,Lusangazi,Chikowa,3.85,0.96,,,,,,,,,,,,
4f59d084-de78-4302-abaa-b362363d968a,"MULTIPOLYGON (((30.8010440598558 -10.8136097587019,30.8007723516587 -10.8135576948558,30.8007951295913 -10.8131965019231,30.8010863617308 -10.8132143988702,30.8010440598558 -10.8136097587019)))",soybeans,2021-12-20,2022-05-21,below_average,Main Season,no,,Zambia,Kasama,Chilufya,4.00,1.00,,,,,,,,,,,,
4f5ec5fd-ae0f-4b88-b376-824a427e3dbf,"MULTIPOLYGON (((25.8256208104226 -13.4413487285733,25.8254854513367 -13.4414840876592,25.8252084373936 -13.4412432744018,25.8253579619652 -13.4411126371445,25.8256208104226 -13.4413487285733)))",soybeans,2022-01-02,2022-06-17,good,Main Season,no,,Zambia,Kasempa,Central,4.00,1.00,,,,,,,,,,,,
4f92ba23-0f1e-44cb-83d1-44cf89ab1667,"MULTIPOLYGON (((30.0882262 -12.3752561,30.0884436 -12.3754234,30.0882713 -12.3757356,30.088094 -12.3755522,30.0882262 -12.3752561)))",maize,2022-01-10,2022-06-28,average,Main Season,yes,other,Zambia,Chitambo,Luombwa,15.10,3.78,,,,,,,,,,,,
4fa1a2d0-682d-4b3f-aeaa-5f05b0123e48,"MULTIPOLYGON (((22.9276476242788 -13.0205946520351,22.927887078513 -13.0211317456446,22.9277237125401 -13.0212391643665,22.9273499849035 -13.0207356391076,22.9276476242788 -13.0205946520351)))",maize,2021-12-15,2022-05-25,average,Main Season,no,,Zambia,Chavuma,Mbalango,10.67,2.67,,,,,,,,,,,,
4fa58e0f-f86e-4bc6-a8c1-1250cbf71bcc,"MULTIPOLYGON (((30.9653339659621 -14.4240874191123,30.9656634573464 -14.4241310378222,30.9656397529302 -14.4243904541835,30.9652979154959 -14.4243221523608,30.9653339659621 -14.4240874191123)))",maize,2021-12-10,2022-05-15,below_average,Main Season,no,,Zambia,Nyimba,Chowaching'oma,15.25,3.81,,,,,,,,,,,,
4fa8cbfe-9bcf-4f33-853d-58895eb13e29,"MULTIPOLYGON (((32.473306613498 -10.2104606346515,32.4730926409426 -10.2106000410134,32.4728203122356 -10.210285566197,32.4730297 -10.2100571,32.473306613498 -10.2104606346515)))",maize,2021-11-24,2022-07-06,average,Main Season,no,,Zambia,Chinsali,Vitondo,7.14,1.78,,,,,,,,,,,,
4ff8056a-97b6-4c1f-9a7b-275e4f9f10f0,"MULTIPOLYGON (((28.8752353 -11.2858857,28.8753633 -11.2858074,28.8755188 -11.2860089,28.8754799 -11.2860725,28.8752353 -11.2858857)))",groundnuts,2022-01-08,2022-06-23,good,Main Season,no,,Zambia,Mansa,Mwang'uni,1.45,0.36,,,,,,,,,,,,
500e8f30-f4e3-4b6d-9757-97f00a6b9ec5,"MULTIPOLYGON (((24.7455785910487 -14.7961522067127,24.7455747648588 -14.7961471051262,24.745249538717 -14.7958155020012,24.7456742457963 -14.795676483768,24.7457112322987 -14.7960208408594,24.7455747648588 -14.7961522067127,24.7455785910487 -14.7961522067127)))",maize,2021-11-25,2022-04-28,average,Main Season,no,,Zambia,Kaoma,Naliele,5.84,1.46,,,,,,,,,,,,
50176719-48d9-4ce8-8143-d7d57dd0ec7e,"MULTIPOLYGON (((25.1131036564393 -14.8465369299026,25.1132627445527 -14.8465192534455,25.1132829462179 -14.8467111692648,25.1131213328964 -14.8467338961382,25.1131036564393 -14.8465369299026)))",groundnuts,2021-12-07,2022-05-07,good,Main Season,no,,Zambia,Nkeyema,Kankwanda,2.11,0.53,,,,,,,,,,,,
504f3186-bb02-4237-9ff9-196c9499972f,"MULTIPOLYGON (((27.6937433730207 -12.5219992137409,27.69403033009 -12.5219497788232,27.6941484888832 -12.5222793447618,27.6938868515554 -12.5223562434202,27.6937433730207 -12.5219992137409)))",groundnuts,2022-01-12,2022-05-29,good,Main Season,no,,Zambia,Chingola,Ipafu,14.03,3.51,,,,,,,,,,,,
50666c00-5533-46cb-b403-1adf3c0bffb9,"MULTIPOLYGON (((29.5796617060067 -8.42275361466313,29.5802993 -8.4223774,29.5805247 -8.4227158,29.5799746060067 -8.42308841466313,29.5796617060067 -8.42275361466313)))",maize,2021-12-03,2022-05-03,good,Main Season,no,,Zambia,Chienge,Lambwe Chomba,11.78,2.95,,,,,,,,,,,,
508a2d96-158d-44d9-b4f8-eae119468b5c,"MULTIPOLYGON (((30.9320723101341 -14.5480505905928,30.9313493065952 -14.5481582555063,30.9313369475603 -14.5480745161337,30.9312998704557 -14.5474404884244,30.9320877589277 -14.5474524512282,30.9320723101341 -14.5480505905928)))",maize,2021-12-20,2022-05-20,average,Main Season,no,,Zambia,Nyimba,Chikonta,13.77,3.44,,,,,,,,,,,,
509a2a57-88da-45e1-9c9d-242e26676a9d,"MULTIPOLYGON (((32.8021006967647 -13.3493684221715,32.8016995 -13.3494563,32.8016218302328 -13.348929834133,32.8020021308222 -13.3487909326045,32.8021006967647 -13.3493684221715)))",maize,2022-01-09,2022-05-01,very_good,Main Season,no,,Zambia,Chipangali,Mapala I,18.62,4.66,,,,,,,,,,,,
50af5b32-7efb-4342-a293-ae5765f0f941,"MULTIPOLYGON (((28.0399183 -16.178694,28.0399191 -16.1786928,28.0399194 -16.1786971,28.0399194 -16.1787022,28.0399184 -16.1787072,28.0399166 -16.178712,28.0399148 -16.1787181,28.0399147 -16.1787234,28.0399158 -16.1787302,28.0399197 -16.1787383,28.0399222 -16.1787487,28.039925 -16.178759,28.039925 -16.1787693,28.039925 -16.1787793,28.0399242 -16.1787877,28.0399223 -16.1787958,28.0399202 -16.1788046,28.0399153 -16.1788122,28.0399087 -16.1788174,28.039902 -16.1788211,28.039894 -16.1788234,28.0398864 -16.1788243,28.0398783 -16.1788245,28.0398692 -16.178826,28.0398596 -16.1788272,28.0398494 -16.1788276,28.0398378 -16.1788282,28.0398265 -16.1788285,28.0398172 -16.178828,28.0398074 -16.1788265,28.0397981 -16.1788231,28.0397895 -16.1788203,28.0397837 -16.1788177,28.0397787 -16.1788143,28.0397741 -16.1788073,28.0397687 -16.1788013,28.0397614 -16.1787933,28.0397553 -16.1787854,28.0397514 -16.1787775,28.0397472 -16.1787683,28.0397424 -16.17876,28.0397381 -16.1787502,28.0397332 -16.1787394,28.03973 -16.1787293,28.0397289 -16.1787191,28.0397268 -16.1787089,28.0397245 -16.1786986,28.0397216 -16.1786883,28.0397195 -16.1786778,28.0397169 -16.1786672,28.0397152 -16.1786577,28.0397137 -16.1786473,28.0397121 -16.1786369,28.0397106 -16.1786265,28.0397096 -16.1786159,28.0397083 -16.1786053,28.039706 -16.178596,28.0397031 -16.1785862,28.0396994 -16.1785757,28.0396962 -16.1785637,28.0396929 -16.1785518,28.0396902 -16.1785402,28.039687 -16.1785291,28.0396832 -16.1785202,28.0396812 -16.1785125,28.0396796 -16.1785058,28.0396809 -16.1784995,28.0396854 -16.1784939,28.0396928 -16.1784882,28.0397028 -16.1784838,28.0397127 -16.1784791,28.0397222 -16.1784763,28.0397314 -16.1784773,28.0397409 -16.1784784,28.03975 -16.1784789,28.0397594 -16.1784785,28.0397695 -16.1784782,28.0397819 -16.1784796,28.0397934 -16.1784807,28.0398043 -16.1784805,28.039813 -16.1784781,28.0398217 -16.1784771,28.039833 -16.1784776,28.0398435 -16.1784784,28.0398528 -16.1784766,28.0398596 -16.1784771,28.0398648 -16.1784835,28.0398682 -16.178488,28.0398742 -16.1784893,28.0398818 -16.1784926,28.039887 -16.1785024,28.0398904 -16.1785144,28.0398922 -16.1785267,28.0398952 -16.1785384,28.0398994 -16.1785498,28.0399029 -16.1785606,28.0399048 -16.178572,28.0399065 -16.1785829,28.0399065 -16.1785913,28.0399068 -16.1786012,28.0399081 -16.1786117,28.039909 -16.1786221,28.0399103 -16.1786341,28.0399131 -16.1786473,28.039915 -16.17866,28.0399167 -16.1786716,28.039919 -16.1786827,28.0399199 -16.1786928,28.0399183 -16.178694)))",IrishPotatoes,2021-11-30,2022-04-08,good,Main Season,no,,Zambia,Chikankata,Upper Kaleya,16.21,4.05,,,,,,,,,,,,
50bf0baa-fdca-4188-aed4-d772c256eabe,"MULTIPOLYGON (((28.0397694 -16.1783888,28.0398356 -16.1783765,28.0398409 -16.1783802,28.0398459 -16.1783873,28.0398507 -16.1783967,28.0398549 -16.1784084,28.0398579 -16.1784209,28.0398603 -16.1784325,28.0398612 -16.1784395,28.0398622 -16.1784478,28.0398624 -16.1784569,28.0398606 -16.1784663,28.0398582 -16.178472,28.0398546 -16.1784763,28.0398473 -16.1784784,28.0398358 -16.1784804,28.0398233 -16.1784818,28.0398102 -16.1784841,28.0397977 -16.178487,28.0397848 -16.178489,28.0397711 -16.1784907,28.039759 -16.1784946,28.0397469 -16.1784997,28.0397375 -16.178501,28.0397278 -16.1785016,28.0397159 -16.1784997,28.0397057 -16.1784957,28.0396986 -16.178489,28.0396945 -16.1784784,28.0396933 -16.1784671,28.0396927 -16.1784536,28.0396917 -16.1784412,28.0396898 -16.1784269,28.0396878 -16.178412,28.0396874 -16.1783973,28.0396854 -16.1783829,28.0396812 -16.1783678,28.0396765 -16.1783514,28.039675 -16.1783383,28.0396753 -16.1783281,28.0396751 -16.1783164,28.0396746 -16.1783049,28.0396735 -16.1782935,28.0396719 -16.1782824,28.0396686 -16.1782706,28.0396659 -16.1782575,28.0396639 -16.1782433,28.0396619 -16.1782314,28.0396581 -16.1782195,28.0396536 -16.1782063,28.0396487 -16.1781921,28.0396457 -16.1781789,28.039644 -16.1781662,28.0396422 -16.1781527,28.0396407 -16.1781409,28.0396397 -16.1781293,28.0396392 -16.178118,28.0396401 -16.1781076,28.0396411 -16.1780958,28.0396433 -16.1780829,28.0396461 -16.1780696,28.0396492 -16.1780569,28.0396528 -16.1780439,28.0396552 -16.1780305,28.0396565 -16.1780188,28.0396606 -16.1780065,28.0396666 -16.1779972,28.0396725 -16.1779907,28.0396797 -16.1779879,28.0396893 -16.1779886,28.0396997 -16.1779906,28.0397119 -16.1779927,28.0397256 -16.1779951,28.0397411 -16.1779993,28.0397556 -16.1780024,28.0397697 -16.1780033,28.0397829 -16.1780016,28.0397958 -16.1779989,28.0398113 -16.1779988,28.0398259 -16.1780029,28.0398288 -16.1780069,28.0398235 -16.178013,28.0398205 -16.1780235,28.0398177 -16.1780353,28.0398126 -16.178045,28.0398046 -16.1780526,28.0397969 -16.1780614,28.0397952 -16.1780734,28.0397972 -16.1780907,28.0397966 -16.178109,28.0397957 -16.1781285,28.03979 -16.1781447,28.0397906 -16.1781605,28.0397968 -16.1781863,28.0397978 -16.1782114,28.0397983 -16.1782322,28.0397991 -16.1782501,28.0398049 -16.1782629,28.039809 -16.1782744,28.0398109 -16.1782857,28.0398124 -16.1783014,28.0398162 -16.1783154,28.0398187 -16.1783297,28.0398197 -16.1783431,28.0398218 -16.1783558,28.0398272 -16.1783657,28.0398294 -16.1783754,28.0398328 -16.1783874,28.0398374 -16.1784004,28.0398424 -16.1784108,28.0398433 -16.1784173,28.0398401 -16.1784189,28.0398385 -16.1784208,28.0398367 -16.1784187,28.0398368 -16.1784143,28.0398267 -16.1784066,28.0398139 -16.1783999,28.0397965 -16.1783964,28.0397782 -16.1783925,28.0397694 -16.1783888)))",IrishPotatoes,2021-12-01,2022-04-08,below_average,Main Season,no,,Zambia,Chikankata,Upper Kaleya,21.37,5.34,,,,,,,,,,,,
50c60e98-8ad3-4558-a3dc-2dccb7e1592b,"MULTIPOLYGON (((29.1284619746284 -10.7836317787471,29.1284093298439 -10.7837776418613,29.1281650040492 -10.7837299048499,29.1282304 -10.7835579,29.1284619746284 -10.7836317787471)))",groundnuts,2021-12-16,2022-05-25,below_average,Main Season,yes,other,Zambia,Chipili,Chipili,0.78,0.19,,,,,,,,,,,,
50d3a033-55ac-418d-bddd-7b7279672bd5,"MULTIPOLYGON (((31.9485758 -10.6459699,31.9484034640532 -10.6457065717498,31.9486192 -10.6456706,31.9488463882623 -10.6458706909879,31.9485758 -10.6459699)))",maize,2021-11-19,2022-06-15,below_average,Main Season,no,,Zambia,Chinsali,Nkula,3.90,0.98,,,,,,,,,,,,
50da5179-40c3-4462-a64f-c3b01555f6c5,"MULTIPOLYGON (((31.3526983 -10.1443467,31.3530618185474 -10.1443597949408,31.3530746966973 -10.1445426646696,31.3526703227899 -10.1445272108897,31.3526291127102 -10.1444241856904,31.3526983 -10.1443467)))",groundnuts,2022-01-06,2022-05-30,good,Main Season,no,,Zambia,Mungwi,Mungwi West,1.81,0.45,,,,,,,,,,,,
510bd583-21db-4950-b5df-4b100a66d21e,"MULTIPOLYGON (((31.3082 -12.03829,31.3082015 -12.0383016,31.3082017 -12.0383018,31.3082018 -12.0383019,31.308202 -12.0383017,31.3082019 -12.0383017,31.3082016 -12.0383013,31.3082015 -12.0383015,31.3082015 -12.0383024,31.3082015 -12.0383043,31.3082003 -12.0383073,31.3081975 -12.0383123,31.3081902 -12.0383204,31.3081781 -12.0383317,31.308171 -12.0383348,31.3081631 -12.0383343,31.3081566 -12.0383264,31.3081505 -12.0383169,31.3081349 -12.0383049,31.3081288 -12.0382985,31.3081224 -12.0382903,31.308119 -12.0382834,31.3081153 -12.0382776,31.30811 -12.0382733,31.308105 -12.0382654,31.3080979 -12.0382587,31.3080924 -12.0382516,31.3080876 -12.0382436,31.3080869 -12.0382372,31.3080875 -12.0382334,31.3080897 -12.0382256,31.3080929 -12.0382179,31.3080968 -12.038209,31.3081028 -12.0382008,31.3081098 -12.0381952,31.3081151 -12.0381936,31.3081265 -12.0381892,31.3081359 -12.0381842,31.3081436 -12.0381764,31.3081523 -12.0381673,31.3081606 -12.0381606,31.3081694 -12.0381551,31.3081747 -12.0381524,31.3081898 -12.0381448,31.3082001 -12.0381398,31.3082092 -12.0381343,31.3082179 -12.0381286,31.3082237 -12.0381233,31.3082264 -12.0381193,31.3082359 -12.038106,31.3082462 -12.0380951,31.3082579 -12.0380869,31.3082643 -12.0380831,31.3082728 -12.0380782,31.3082889 -12.0380696,31.3082971 -12.0380663,31.3083069 -12.0380611,31.3083117 -12.0380585,31.308317 -12.0380557,31.3083211 -12.0380443,31.3083258 -12.0380249,31.3083315 -12.0380201,31.3083374 -12.0380194,31.3083462 -12.0380203,31.3083595 -12.0380265,31.3083667 -12.0380338,31.3083736 -12.0380447,31.3084935 -12.0381817,31.30849 -12.0381981,31.3084789 -12.0382142,31.3084596 -12.0382387,31.3084503 -12.0382586,31.308444 -12.03827,31.3084328 -12.0382882,31.3084254 -12.0383028,31.3084194 -12.0383136,31.3084142 -12.0383221,31.3084086 -12.038326,31.3083976 -12.0383243,31.3083911 -12.0383202,31.3083853 -12.0383145,31.3083798 -12.0383096,31.3083717 -12.0383032,31.3083591 -12.0382933,31.3083509 -12.0382839,31.3083415 -12.0382739,31.3083328 -12.0382679,31.3083235 -12.0382637,31.3083058 -12.0382586,31.3082954 -12.0382573,31.3082788 -12.0382583,31.3082732 -12.0382592,31.3082612 -12.0382651,31.3082561 -12.0382673,31.3082479 -12.0382722,31.3082393 -12.0382784,31.3082298 -12.038285,31.308225 -12.0382883,31.308225 -12.0382883,31.308225 -12.0382885,31.308225 -12.0382886,31.3082249 -12.0382889,31.3082247 -12.0382895,31.3082241 -12.0382906,31.3082239 -12.0382911,31.3082235 -12.0382904,31.3082227 -12.0382895,31.3082214 -12.0382897,31.3082203 -12.0382916,31.3082198 -12.0382937,31.3082183 -12.0382957,31.3082181 -12.038297,31.3082179 -12.0382992,31.3082189 -12.0383011,31.3082184 -12.0383015,31.3082176 -12.0383022,31.3082175 -12.0383013,31.3082176 -12.0382993,31.3082179 -12.0382979,31.3082186 -12.0382968,31.3082185 -12.0382964,31.3082174 -12.0382957,31.3082169 -12.0382963,31.3082154 -12.0382987,31.3082146 -12.038301,31.3082167 -12.0383028,31.3082164 -12.038301,31.3082171 -12.0383007,31.3082181 -12.0383,31.308218 -12.0382998,31.3082175 -12.0382994,31.3082145 -12.0382976,31.3082048 -12.0382956,31.3082 -12.0382924,31.3082 -12.03829)))",IrishPotatoes,2021-12-22,2022-05-14,very_good,Main Season,no,,Zambia,Mpika,Chilonga,10.61,2.65,,,,,,,,,,,,
5142f5e7-0f25-45ce-9e5a-1354ac8e4058,"MULTIPOLYGON (((29.4181224 -12.2885272,29.4175956 -12.2886461,29.4175956 -12.2886461,29.4174728 -12.2885338,29.4180242459837 -12.2883968026602,29.4181224 -12.2885272)))",groundnuts,2021-12-28,2022-05-30,below_average,Main Season,yes,other,Zambia,Milenge,Lwimbe,1.18,0.30,,,,,,,,,,,,
5161f007-3f83-4def-9b52-1ad714b3bcc9,"MULTIPOLYGON (((33.1724583 -12.1345983,33.1719633 -12.1342083,33.1725359 -12.1341161,33.1724583 -12.1345983)))",maize,2021-12-28,2022-05-30,average,Main Season,no,,Zambia,Chasefu,Hoya,6.39,1.60,,,,,,,,,,,,
51a69287-507d-44b6-8e4f-51c685b065bf,"MULTIPOLYGON (((31.4705874952254 -9.82543568576408,31.4703714 -9.8253418,31.4703323841143 -9.82534799131964,31.4705556063365 -9.82515665798631,31.4707549118921 -9.82523638020853,31.4705874952254 -9.82543568576408)))",groundnuts,2022-01-05,2022-05-30,average,Main Season,yes,maize,Zambia,Mungwi,Misamfu,1.57,0.39,,,,,,,,,,,,
51b2162f-850c-4816-82ed-1d08619193a5,"MULTIPOLYGON (((30.7568179 -9.9550281,30.757225 -9.9551117,30.7570728231183 -9.95542218467748,30.7569071809678 -9.95535073120076,30.7568194880645 -9.95530201292118,30.7566278628315 -9.9552532946416,30.7568179 -9.9550281)))",maize,2021-11-24,2022-06-10,below_average,Main Season,no,,Zambia,Kasama,Chilongoshi,12.02,3.00,,,,,,,,,,,,
51b56832-fe6b-4797-9fb8-fbe958898274,"MULTIPOLYGON (((29.4543773934028 -12.1113303840278,29.4543633934028 -12.1114843840278,29.4542218378472 -12.1114812729167,29.4542327267361 -12.1113132729167,29.4542342822917 -12.1113148284722,29.4543773934028 -12.1113303840278)))",maize,2022-01-06,2022-06-27,below_average,Main Season,no,,Zambia,Samfya,Manokola,1.55,0.39,,,,,,,,,,,,
5204ad9f-40ca-4cbe-be5f-66a87c3373fb,"MULTIPOLYGON (((29.6720106494735 -10.9805705559574,29.6719325594182 -10.9804252206381,29.6721424264416 -10.9803022445428,29.6722156358684 -10.9804811188463,29.6720106494735 -10.9805705559574)))",maize,2021-12-09,2022-05-09,average,Main Season,no,,Zambia,Chifunabuli,Mwewa East,16.94,4.24,,,,,,,,,,,,
52085a29-1acd-4f37-93bc-f38bb0390b84,"MULTIPOLYGON (((27.5044633542635 -12.4830005993451,27.5046469952585 -12.4830299819043,27.5047909697986 -12.4830872778948,27.5047322046802 -12.4832371289467,27.5046381804907 -12.4832062772595,27.5044104656569 -12.483153388653,27.5044633542635 -12.4830005993451)))",maize,2021-12-25,2022-06-25,good,Main Season,no,,Zambia,Chingola,Muchinshi,13.55,3.39,,,,,,,,,,,,
5210d130-7481-45ca-8acc-a39fa10d41a0,"MULTIPOLYGON (((28.1536168 -12.6277798,28.15328130735 -12.62723850305,28.15344009535 -12.62700826045,28.15384103505 -12.6276612761,28.1536168 -12.6277798)))",maize,2021-12-07,2022-05-30,good,Main Season,no,,Zambia,Kalulushi,Chilambe,5.84,1.46,,,,,,,,,,,,
